선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
박동원,포수,1.079,2019,키움,89,64,608,1,2,487,40,4,0.998,3,47,18,27.7
이지영,포수,0.701,2019,키움,83,74,605,3,2,468,39,8,0.994,3,40,12,23.1
김혜성,2루수,0.615,2019,키움,63,50,437 1/3,5,0,107,153,31,0.981,0,0,0,-
김혜성,유격수,0.565,2019,키움,66,43,426,9,0,63,145,21,0.959,0,0,0,-
박병호,1루수,0.508,2019,키움,108,108,906 2/3,6,0,923,79,88,0.994,0,0,0,-
이정후,우익수,0.411,2019,키움,52,29,282,0,0,67,3,2,1.000,0,0,0,-
김하성,3루수,0.350,2019,키움,36,28,240 1/3,5,0,7,44,4,0.911,0,0,0,-
김지수,2루수,0.295,2019,키움,33,1,70,1,0,20,27,9,0.979,0,0,0,-
장영석,3루수,0.229,2019,키움,67,63,511,7,0,31,117,8,0.955,0,0,0,-
박정음,좌익수,0.118,2019,키움,30,16,146 1/3,0,0,33,1,1,1.000,0,0,0,-
송성문,2루수,0.107,2019,키움,39,29,263 2/3,3,0,53,77,20,0.977,0,0,0,-
박정음,중견수,0.089,2019,키움,10,5,43,0,0,12,0,0,1.000,0,0,0,-
허정협,좌익수,0.081,2019,키움,13,11,77,0,0,12,0,0,1.000,0,0,0,-
김혜성,3루수,0.073,2019,키움,6,4,27,1,0,1,7,0,0.889,0,0,0,-
추재현,우익수,0.065,2019,키움,1,0,4,0,0,2,0,0,1.000,0,0,0,-
예진원,좌익수,0.051,2019,키움,1,1,9,0,0,3,0,0,1.000,0,0,0,-
김은성,3루수,0.034,2019,키움,1,0,6,0,0,0,2,0,1.000,0,0,0,-
송성문,1루수,0.001,2019,키움,5,0,6,0,0,4,0,1,1.000,0,0,0,-
김웅빈,2루수,-0.008,2019,키움,1,1,7,0,0,3,2,0,1.000,0,0,0,-
주효상,포수,-0.012,2019,키움,17,6,66,1,0,53,6,0,0.983,0,5,1,16.7
김주형,2루수,-0.013,2019,키움,1,0,3,0,0,0,1,0,1.000,0,0,0,-
김규민,중견수,-0.023,2019,키움,2,1,9,0,0,2,0,0,1.000,0,0,0,-
샌즈,1루수,-0.048,2019,키움,24,15,140,1,0,154,8,10,0.994,0,0,0,-
박정음,우익수,-0.051,2019,키움,10,0,19,0,0,4,0,0,1.000,0,0,0,-
이정후,좌익수,-0.075,2019,키움,76,64,537 2/3,1,0,124,2,2,0.992,0,0,0,-
예진원,우익수,-0.078,2019,키움,1,1,9,0,0,2,0,0,1.000,0,0,0,-
김규민,좌익수,-0.084,2019,키움,82,52,509,1,0,116,5,1,0.992,0,0,0,-
허정협,우익수,-0.086,2019,키움,7,4,30,0,0,7,0,0,1.000,0,0,0,-
김웅빈,3루수,-0.093,2019,키움,2,2,13,0,0,0,3,0,1.000,0,0,0,-
임지열,3루수,-0.095,2019,키움,5,2,25,1,0,3,2,0,0.833,0,0,0,-
임지열,1루수,-0.118,2019,키움,3,1,5,1,0,4,1,0,0.833,0,0,0,-
김은성,2루수,-0.127,2019,키움,3,2,17,1,0,2,4,1,0.857,0,0,0,-
송성문,3루수,-0.147,2019,키움,52,44,389 1/3,4,0,27,77,12,0.963,0,0,0,-
김지수,유격수,-0.151,2019,키움,1,1,5,1,0,0,1,0,0.500,0,0,0,-
서건창,2루수,-0.168,2019,키움,62,61,481,6,0,106,163,35,0.978,0,0,0,-
김지수,3루수,-0.173,2019,키움,34,1,66 1/3,0,0,9,9,0,1.000,0,0,0,-
김하성,유격수,-0.239,2019,키움,105,100,846,15,0,150,284,62,0.967,0,0,0,-
임병욱,중견수,-0.798,2019,키움,117,101,904 2/3,4,0,248,9,2,0.985,0,0,0,-
이정후,중견수,-0.914,2019,키움,47,37,322 1/3,1,0,71,1,0,0.986,0,0,0,-
장영석,1루수,-1.258,2019,키움,40,20,221 1/3,3,0,179,15,15,0.985,0,0,0,-
샌즈,우익수,-2.314,2019,키움,114,110,933,4,0,204,3,1,0.981,0,0,0,-
김주형,유격수,,2019,키움,1,0,2,0,0,0,0,0,-,0,0,0,-
김주형,3루수,,2019,키움,1,0,1,0,0,0,0,0,-,0,0,0,-
김규민,우익수,,2019,키움,1,0,2,0,0,0,0,0,-,0,0,0,-
