선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
박수종,키움,0.422,3,11,10,1.10,0,0.50,3.46,0.111,9.8,0.34
도슨,키움,0.336,19,60,56,1.07,2,0.44,3.55,0.118,42.4,0.293
김혜성,키움,0.335,42,135,163,0.83,7,0.74,3.77,0.112,98.6,0.29
송재선,키움,0.333,0,1,0,-,0,0.00,2.67,0.000,0.3,0.233
이주형,키움,0.326,23,40,54,0.74,4,0.36,3.81,0.181,39.7,0.302
이정후,키움,0.318,31,97,110,0.88,3,2.13,3.80,0.136,62.5,0.296
러셀,키움,0.286,16,65,54,1.20,5,0.44,3.55,0.114,28.5,0.253
김태진,키움,0.275,5,57,68,0.84,0,0.22,3.62,0.025,18.3,0.206
송성문,키움,0.263,24,111,144,0.77,5,1.03,3.65,0.095,47.2,0.236
임병욱,키움,0.260,18,42,40,1.05,5,0.13,3.79,0.149,26.4,0.234
임지열,키움,0.259,13,43,51,0.84,5,0.44,3.94,0.108,29.4,0.25
김휘집,키움,0.249,30,72,115,0.63,4,0.49,4.14,0.125,50.5,0.246
이지영,키움,0.249,9,74,50,1.48,1,0.31,3.40,0.046,18.1,0.205
이원석,키움,0.246,12,64,101,0.63,0,0.51,3.87,0.052,30.0,0.221
김동헌,키움,0.242,9,45,63,0.71,3,0.31,4.09,0.071,21.9,0.221
예진원,키움,0.235,2,13,6,2.17,0,0.00,3.22,0.118,2.8,0.194
이병규,키움,0.235,0,3,6,0.50,0,0.00,3.35,0.000,0.8,0.164
이용규,키움,0.234,3,53,45,1.18,1,0.86,4.05,0.039,15.4,0.211
김시앙,키움,0.224,1,20,21,0.95,0,0.17,3.44,0.013,3.8,0.185
김준완,키움,0.222,7,59,34,1.74,3,0.46,4.63,0.037,18.6,0.207
주성원,키움,0.217,3,18,19,0.95,0,0.06,3.86,0.058,3.9,0.17
김수환,키움,0.216,6,19,22,0.86,1,0.31,4.12,0.103,11.3,0.224
이형종,키움,0.215,26,74,98,0.76,7,0.50,4.16,0.104,33.9,0.227
박찬혁,키움,0.201,8,45,37,1.22,0,0.24,4.08,0.065,10.6,0.185
김웅빈,키움,0.188,3,15,19,0.79,1,0.30,4.24,0.047,4.9,0.18
김건희,키움,0.182,0,2,3,0.67,0,0.50,4.08,0.000,0.5,0.184
김주형,키움,0.147,2,16,15,1.07,0,0.33,4.12,0.029,2.8,0.159
전병우,키움,0.145,4,15,10,1.50,0,0.36,4.20,0.097,4.9,0.184
김병휘,키움,0.143,1,1,9,0.11,0,0.00,3.57,0.048,0.0,0.112
박준태,키움,0.143,0,5,0,-,0,0.14,3.73,0.000,0.2,0.126
박주홍,키움,0.122,1,8,11,0.73,0,0.19,4.28,0.041,2.1,0.129
김재현,키움,0.111,0,3,2,1.50,0,0.00,3.10,0.000,-0.6,0.078
신준우,키움,0.111,0,5,6,0.83,0,0.00,3.63,0.000,-0.1,0.099
김동규,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
김동혁,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
김선기,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
김성진,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
김재웅,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
김준형,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
문성현,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
양현,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
원종현,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
윤정현,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
이명종,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
이승원,키움,0.000,0,1,2,0.50,0,0.00,3.80,0.000,-0.5,0.0
임창민,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
하영민,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
후라도,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
