선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
김혜성,유격수,29,2021,키움,114,104,905 2/3,29,0,159,322,74,0.943,0,0,0,-
전병우,3루수,8,2021,키움,77,44,422 1/3,8,0,28,88,8,0.935,0,0,0,-
김혜성,2루수,6,2021,키움,39,36,283,6,0,79,105,31,0.968,0,0,0,-
박병호,1루수,6,2021,키움,97,96,810 2/3,6,0,775,67,89,0.993,0,0,0,-
송성문,3루수,5,2021,키움,38,33,265,5,0,18,67,10,0.944,0,0,0,-
김주형,유격수,5,2021,키움,30,19,170 2/3,5,0,22,52,12,0.937,0,0,0,-
박동원,포수,5,2021,키움,84,73,560 1/3,5,8,407,46,6,0.989,3,35,12,25.5
신준우,유격수,5,2021,키움,28,16,129,5,0,22,44,9,0.930,0,0,0,-
김휘집,3루수,4,2021,키움,24,19,162,4,0,7,32,2,0.907,0,0,0,-
김웅빈,3루수,4,2021,키움,56,42,364 2/3,4,0,32,77,9,0.965,0,0,0,-
이지영,포수,3,2021,키움,94,50,508 2/3,3,1,389,30,3,0.993,0,37,12,24.5
이정후,중견수,3,2021,키움,115,114,966 2/3,3,0,258,8,2,0.989,0,0,0,-
크레익,우익수,3,2021,키움,18,18,140,3,0,24,2,0,0.897,0,0,0,-
김휘집,유격수,2,2021,키움,9,3,30,2,0,9,8,3,0.895,0,0,0,-
송성문,2루수,2,2021,키움,35,28,251 2/3,2,0,75,88,26,0.988,0,0,0,-
이용규,좌익수,2,2021,키움,68,61,503 1/3,2,0,100,3,1,0.981,0,0,0,-
프레이타스,포수,1,2021,키움,9,9,55 1/3,1,1,36,5,0,0.976,1,6,2,25.0
김재현,포수,1,2021,키움,39,12,139,1,0,93,8,0,0.990,1,7,2,22.2
김수환,3루수,1,2021,키움,4,4,28 1/3,1,0,1,8,1,0.900,0,0,0,-
전병우,유격수,1,2021,키움,3,2,18,1,0,5,8,3,0.929,0,0,0,-
김휘집,2루수,1,2021,키움,7,1,14,1,0,1,5,1,0.857,0,0,0,-
송우현,우익수,1,2021,키움,67,64,561 1/3,1,0,113,5,1,0.992,0,0,0,-
이용규,우익수,1,2021,키움,62,55,438 1/3,1,0,93,1,0,0.989,0,0,0,-
김수환,1루수,1,2021,키움,8,7,59,1,0,50,2,7,0.981,0,0,0,-
김병휘,2루수,1,2021,키움,5,2,24,1,0,5,7,1,0.923,0,0,0,-
전병우,1루수,0,2021,키움,30,9,121,0,0,112,8,11,1.000,0,0,0,-
문찬종,2루수,0,2021,키움,5,2,21 1/3,0,0,6,7,0,1.000,0,0,0,-
허정협,우익수,0,2021,키움,2,0,8,0,0,1,0,0,1.000,0,0,0,-
박준태,좌익수,0,2021,키움,5,3,20,0,0,8,0,0,1.000,0,0,0,-
이명기,1루수,0,2021,키움,2,2,12,0,0,13,2,1,1.000,0,0,0,-
김병휘,유격수,0,2021,키움,3,0,3,0,0,0,2,1,1.000,0,0,0,-
박주홍,1루수,0,2021,키움,1,1,7,0,0,11,0,1,1.000,0,0,0,-
이용규,중견수,0,2021,키움,12,8,62,0,0,23,1,0,1.000,0,0,0,-
김은성,좌익수,0,2021,키움,6,5,44,0,0,17,0,0,1.000,0,0,0,-
신준우,3루수,0,2021,키움,2,0,2,0,0,0,1,0,1.000,0,0,0,-
박정음,중견수,0,2021,키움,17,0,27,0,0,10,0,0,1.000,0,0,0,-
예진원,우익수,0,2021,키움,9,1,27,0,0,4,0,0,1.000,0,0,0,-
크레익,1루수,0,2021,키움,29,26,226 2/3,0,0,232,17,27,1.000,0,0,0,-
임지열,좌익수,0,2021,키움,10,7,53,0,0,10,1,0,1.000,0,0,0,-
송성문,1루수,0,2021,키움,3,2,19,0,0,24,1,3,1.000,0,0,0,-
전병우,2루수,0,2021,키움,13,6,57 1/3,0,0,13,26,8,1.000,0,0,0,-
문찬종,3루수,0,2021,키움,2,1,10,0,0,0,3,0,1.000,0,0,0,-
프레이타스,1루수,0,2021,키움,1,1,6,0,0,5,2,1,1.000,0,0,0,-
예진원,좌익수,0,2021,키움,24,15,126,0,0,38,1,0,1.000,0,0,0,-
변상권,좌익수,0,2021,키움,58,41,360 2/3,0,0,96,2,1,1.000,0,0,0,-
박준태,중견수,0,2021,키움,10,4,45,0,0,14,0,0,1.000,0,0,0,-
김주형,2루수,0,2021,키움,3,0,4,0,0,1,0,0,1.000,0,0,0,-
문찬종,1루수,0,2021,키움,2,0,2,0,0,1,0,0,1.000,0,0,0,-
허정협,좌익수,0,2021,키움,13,6,61,0,0,19,0,0,1.000,0,0,0,-
박주홍,좌익수,0,2021,키움,11,5,53,0,0,20,0,0,1.000,0,0,0,-
박정음,우익수,0,2021,키움,11,0,15 2/3,0,0,4,0,0,1.000,0,0,0,-
임지열,우익수,0,2021,키움,2,0,2,0,0,0,0,0,-,0,0,0,-
문찬종,유격수,0,2021,키움,3,0,7,0,0,2,4,2,1.000,0,0,0,-
신준우,2루수,0,2021,키움,22,0,33 1/3,0,0,10,10,2,1.000,0,0,0,-
박정음,좌익수,0,2021,키움,19,1,41 1/3,0,0,16,0,0,1.000,0,0,0,-
예진원,중견수,0,2021,키움,22,18,150 2/3,0,0,40,2,0,1.000,0,0,0,-
이주형,좌익수,0,2021,키움,1,0,1,0,0,0,0,0,-,0,0,0,-
변상권,중견수,0,2021,키움,7,0,12,0,0,2,0,0,1.000,0,0,0,-
박준태,우익수,0,2021,키움,16,6,71,0,0,17,0,0,1.000,0,0,0,-
김주형,3루수,0,2021,키움,1,1,9,0,0,1,1,0,1.000,0,0,0,-
