순위,선수명,팀명,AVG,AB,H,2B,3B,HR,RBI,BB,HBP,SO,GDP,Year,Position,Inning
7,심우준,KT,0.244,41,10,2,0,0,7,4,0,3,1,2021,내야수,4
8,황재균,KT,0.209,43,9,1,0,0,4,2,1,10,1,2021,내야수,4
9,오윤석,KT,0.190,21,4,0,0,0,0,3,0,7,1,2021,내야수,4
10,박경수,KT,0.118,34,4,0,0,2,6,2,0,8,2,2021,내야수,4
11,권동진,KT,0.000,7,0,0,0,0,0,2,0,3,0,2021,내야수,4
1,천성호,KT,0.667,3,2,0,0,0,1,0,0,0,0,2021,내야수,5
2,김병희,KT,0.571,7,4,2,0,2,6,0,0,1,0,2021,내야수,5
3,강민국,KT,0.400,5,2,0,0,0,0,0,0,1,0,2021,내야수,5
4,강백호,KT,0.355,62,22,2,0,4,18,6,0,8,2,2021,내야수,5
5,신본기,KT,0.316,19,6,1,0,0,4,1,1,5,0,2021,내야수,5
6,황재균,KT,0.283,53,15,2,0,2,11,5,0,5,1,2021,내야수,5
7,오윤석,KT,0.267,15,4,1,0,1,1,2,1,2,1,2021,내야수,5
8,심우준,KT,0.190,58,11,0,1,0,4,5,0,8,0,2021,내야수,5
9,박경수,KT,0.160,25,4,0,0,1,2,5,1,7,1,2021,내야수,5
10,권동진,KT,0.000,5,0,0,0,0,0,1,0,4,0,2021,내야수,5
1,강백호,KT,0.345,58,20,2,0,1,14,13,0,8,1,2021,내야수,6
2,오윤석,KT,0.333,24,8,2,0,2,4,2,0,5,0,2021,내야수,6
3,황재균,KT,0.298,47,14,0,0,1,9,9,0,11,1,2021,내야수,6
4,심우준,KT,0.271,48,13,2,0,1,5,6,1,8,0,2021,내야수,6
5,강민국,KT,0.200,5,1,0,0,0,0,0,0,0,0,2021,내야수,6
5,권동진,KT,0.200,5,1,1,0,0,0,2,0,3,0,2021,내야수,6
5,신본기,KT,0.200,20,4,2,0,0,3,3,1,5,1,2021,내야수,6
8,박경수,KT,0.172,29,5,3,0,0,3,2,1,13,1,2021,내야수,6
9,김병희,KT,0.167,6,1,0,0,1,1,1,0,1,0,2021,내야수,6
10,박승욱,KT,0.000,1,0,0,0,0,0,0,0,0,0,2021,내야수,6
10,천성호,KT,0.000,5,0,0,0,0,0,1,0,1,0,2021,내야수,6
1,오윤석,KT,0.381,21,8,2,0,1,3,6,0,9,0,2021,내야수,7
2,강백호,KT,0.333,48,16,4,0,1,10,18,0,7,0,2021,내야수,7
2,김병희,KT,0.333,3,1,0,0,0,0,2,2,1,0,2021,내야수,7
2,신본기,KT,0.333,18,6,1,0,0,3,6,0,4,0,2021,내야수,7
5,황재균,KT,0.262,42,11,2,0,0,4,9,0,6,2,2021,내야수,7
6,심우준,KT,0.241,54,13,1,0,0,5,6,2,9,0,2021,내야수,7
7,천성호,KT,0.200,5,1,0,0,0,0,0,1,0,0,2021,내야수,7
8,박경수,KT,0.171,35,6,0,0,2,6,6,1,10,1,2021,내야수,7
9,강민국,KT,0.143,7,1,0,0,0,0,1,0,0,0,2021,내야수,7
10,권동진,KT,0.000,7,0,0,0,0,0,1,0,4,0,2021,내야수,7
10,박승욱,KT,0.000,1,0,0,0,0,0,0,0,0,0,2021,내야수,7
1,강민국,KT,0.500,2,1,0,0,0,0,1,0,0,0,2021,내야수,8
2,권동진,KT,0.438,16,7,3,0,0,2,8,0,8,0,2021,내야수,8
3,강백호,KT,0.410,61,25,6,0,2,15,11,0,11,0,2021,내야수,8
4,심우준,KT,0.386,44,17,4,0,0,6,2,0,7,0,2021,내야수,8
5,천성호,KT,0.364,11,4,0,0,0,1,1,0,5,0,2021,내야수,8
6,오윤석,KT,0.278,18,5,0,0,0,4,4,0,6,1,2021,내야수,8
7,황재균,KT,0.276,58,16,2,0,0,6,2,1,16,2,2021,내야수,8
8,박경수,KT,0.259,27,7,2,0,1,4,4,0,10,0,2021,내야수,8
9,김병희,KT,0.200,5,1,1,0,0,1,4,0,2,0,2021,내야수,8
10,신본기,KT,0.190,21,4,1,0,0,4,0,1,7,0,2021,내야수,8
1,박승욱,KT,1.000,1,1,0,0,0,0,0,0,0,0,2021,내야수,9
2,강민국,KT,0.500,2,1,1,0,0,2,0,0,0,0,2021,내야수,9
3,권동진,KT,0.286,14,4,0,0,0,1,2,0,4,0,2021,내야수,9
4,신본기,KT,0.250,12,3,0,0,0,1,1,0,5,0,2021,내야수,9
4,오윤석,KT,0.250,20,5,2,0,0,2,1,0,6,0,2021,내야수,9
6,황재균,KT,0.208,24,5,1,1,1,2,2,0,8,1,2021,내야수,9
7,강백호,KT,0.207,29,6,2,1,1,6,8,0,3,1,2021,내야수,9
7,심우준,KT,0.207,29,6,1,0,2,3,2,0,1,0,2021,내야수,9
9,박경수,KT,0.190,21,4,1,0,1,3,4,0,5,0,2021,내야수,9
10,천성호,KT,0.167,6,1,0,0,0,1,1,1,1,0,2021,내야수,9
11,김병희,KT,0.143,7,1,0,0,0,1,1,0,2,0,2021,내야수,9
12,고명성,KT,0.000,1,0,0,0,0,0,0,0,0,0,2021,내야수,9
1,심우준,KT,1.000,1,1,0,0,0,0,0,0,0,0,2021,내야수,"10,11,12,13,15,16,17,18"
2,강백호,KT,0.333,3,1,1,0,0,0,1,0,0,0,2021,내야수,"10,11,12,13,15,16,17,18"
2,박경수,KT,0.333,3,1,0,0,0,0,1,0,0,0,2021,내야수,"10,11,12,13,15,16,17,18"
4,권동진,KT,-,0,0,0,0,0,0,1,0,0,0,2021,내야수,"10,11,12,13,15,16,17,18"
4,김병희,KT,-,0,0,0,0,0,0,1,0,0,0,2021,내야수,"10,11,12,13,15,16,17,18"
4,신본기,KT,0.000,1,0,0,0,0,0,0,0,1,0,2021,내야수,"10,11,12,13,15,16,17,18"
4,오윤석,KT,0.000,1,0,0,0,0,0,1,0,0,0,2021,내야수,"10,11,12,13,15,16,17,18"
4,황재균,KT,0.000,2,0,0,0,0,0,0,0,1,0,2021,내야수,"10,11,12,13,15,16,17,18"
1,알몬테,KT,0.361,36,13,1,0,2,12,4,0,5,1,2021,외야수,1
2,유한준,KT,0.324,37,12,2,0,1,13,6,2,4,2,2021,외야수,1
3,문상철,KT,0.286,7,2,1,0,1,3,1,0,3,0,2021,외야수,1
4,김민혁,KT,0.241,29,7,1,0,1,1,4,1,4,0,2021,외야수,1
5,호잉,KT,0.208,24,5,1,0,0,5,3,0,6,0,2021,외야수,1
6,조용호,KT,0.185,81,15,2,0,0,0,20,0,21,0,2021,외야수,1
7,배정대,KT,0.155,58,9,2,0,1,10,11,2,17,3,2021,외야수,1
8,김태훈,KT,0.000,3,0,0,0,0,0,0,0,1,0,2021,외야수,1
1,김태훈,KT,0.417,12,5,2,0,0,0,0,0,3,0,2021,외야수,2
2,유한준,KT,0.393,28,11,5,0,0,1,5,0,5,1,2021,외야수,2
3,김건형,KT,0.375,8,3,0,0,0,0,1,0,1,0,2021,외야수,2
4,조용호,KT,0.268,41,11,3,0,0,7,1,1,6,0,2021,외야수,2
5,배정대,KT,0.254,63,16,1,0,2,7,5,1,10,0,2021,외야수,2
6,김민혁,KT,0.250,12,3,1,0,0,3,1,0,4,0,2021,외야수,2
6,문상철,KT,0.250,12,3,1,0,0,0,0,0,5,0,2021,외야수,2
8,호잉,KT,0.243,37,9,2,1,1,4,5,0,4,0,2021,외야수,2
9,알몬테,KT,0.063,16,1,1,0,0,0,3,0,6,0,2021,외야수,2
10,송민섭,KT,0.000,1,0,0,0,0,0,1,0,0,0,2021,외야수,2
10,홍현빈,KT,0.000,1,0,0,0,0,0,0,0,1,0,2021,외야수,2
1,호잉,KT,0.407,27,11,3,0,1,4,0,0,4,0,2021,외야수,3
2,유한준,KT,0.375,32,12,3,0,3,12,7,0,2,2,2021,외야수,3
3,알몬테,KT,0.300,30,9,1,0,2,7,2,1,9,3,2021,외야수,3
4,김민혁,KT,0.273,22,6,2,0,0,4,2,0,4,0,2021,외야수,3
4,김태훈,KT,0.273,11,3,0,0,0,0,1,1,1,0,2021,외야수,3
6,조용호,KT,0.200,55,11,2,0,0,3,12,1,9,1,2021,외야수,3
7,배정대,KT,0.194,62,12,1,0,1,5,6,1,23,0,2021,외야수,3
8,김건형,KT,0.000,3,0,0,0,0,0,0,0,1,0,2021,외야수,3
8,문상철,KT,0.000,6,0,0,0,0,1,2,0,3,0,2021,외야수,3
8,송민섭,KT,0.000,1,0,0,0,0,0,0,0,1,0,2021,외야수,3
1,조용호,KT,0.297,37,11,1,1,0,6,6,0,4,1,2021,외야수,4
2,김민혁,KT,0.294,17,5,0,1,0,2,1,0,1,0,2021,외야수,4
3,김태훈,KT,0.250,8,2,0,0,0,0,0,0,3,0,2021,외야수,4
3,배정대,KT,0.250,60,15,1,0,0,1,6,1,14,0,2021,외야수,4
3,유한준,KT,0.250,32,8,2,0,0,7,2,1,2,1,2021,외야수,4
6,호잉,KT,0.222,36,8,2,0,1,4,2,0,7,0,2021,외야수,4
7,김건형,KT,0.200,5,1,0,0,0,0,0,0,1,0,2021,외야수,4
8,알몬테,KT,0.192,26,5,1,0,0,3,1,0,8,1,2021,외야수,4
9,문상철,KT,0.077,13,1,0,0,0,1,1,1,3,0,2021,외야수,4
10,송민섭,KT,0.000,2,0,0,0,0,0,0,0,1,0,2021,외야수,4
1,김민혁,KT,0.500,16,8,0,0,0,1,2,0,0,1,2021,외야수,5
2,문상철,KT,0.333,6,2,0,0,0,1,0,0,1,0,2021,외야수,5
3,김태훈,KT,0.308,13,4,0,0,0,1,0,0,3,1,2021,외야수,5
4,유한준,KT,0.265,34,9,0,0,0,2,4,1,4,1,2021,외야수,5
5,김건형,KT,0.250,4,1,0,0,0,0,1,0,0,0,2021,외야수,5
5,배정대,KT,0.250,56,14,3,0,2,6,6,1,16,1,2021,외야수,5
7,조용호,KT,0.200,60,12,2,0,0,8,9,0,14,1,2021,외야수,5
8,알몬테,KT,0.174,23,4,1,0,0,2,2,0,4,1,2021,외야수,5
8,호잉,KT,0.174,23,4,0,0,1,4,4,0,5,0,2021,외야수,5
10,송민섭,KT,0.000,2,0,0,0,0,0,0,0,1,0,2021,외야수,5
10,홍현빈,KT,0.000,1,0,0,0,0,0,0,0,1,0,2021,외야수,5
1,송민섭,KT,0.500,2,1,0,0,0,1,1,0,1,0,2021,외야수,6
2,알몬테,KT,0.367,30,11,3,0,0,2,1,0,5,0,2021,외야수,6
3,김건형,KT,0.333,3,1,0,0,0,0,3,0,0,0,2021,외야수,6
4,김민혁,KT,0.316,19,6,0,0,0,0,4,0,2,1,2021,외야수,6
5,배정대,KT,0.265,68,18,6,1,2,14,5,2,14,2,2021,외야수,6
6,조용호,KT,0.262,42,11,1,0,0,6,8,0,9,0,2021,외야수,6
7,호잉,KT,0.176,34,6,0,0,2,5,1,0,10,1,2021,외야수,6
8,유한준,KT,0.147,34,5,1,0,0,0,5,0,7,2,2021,외야수,6
9,김태훈,KT,0.000,6,0,0,0,0,0,0,0,0,0,2021,외야수,6
9,문상철,KT,0.000,11,0,0,0,0,0,2,0,2,0,2021,외야수,6
1,유한준,KT,0.421,38,16,2,0,0,2,7,1,6,1,2021,외야수,7
2,알몬테,KT,0.400,25,10,0,0,1,4,3,0,4,0,2021,외야수,7
3,김민혁,KT,0.385,26,10,2,0,0,1,1,1,5,1,2021,외야수,7
4,배정대,KT,0.327,52,17,3,0,2,13,8,2,11,3,2021,외야수,7
5,호잉,KT,0.321,28,9,2,0,3,12,3,1,5,0,2021,외야수,7
6,조용호,KT,0.319,47,15,1,0,0,7,7,0,11,3,2021,외야수,7
7,문상철,KT,0.286,14,4,2,0,1,6,0,0,6,0,2021,외야수,7
8,김건형,KT,0.200,5,1,1,0,0,0,1,0,1,0,2021,외야수,7
9,김태훈,KT,0.176,17,3,1,0,1,4,0,0,2,0,2021,외야수,7
10,송민섭,KT,0.000,4,0,0,0,0,0,1,0,3,0,2021,외야수,7
1,유한준,KT,0.450,20,9,1,0,1,4,7,1,0,1,2021,외야수,8
2,배정대,KT,0.400,55,22,5,0,2,10,10,2,18,0,2021,외야수,8
3,조용호,KT,0.317,41,13,2,0,0,7,8,0,9,0,2021,외야수,8
4,송민섭,KT,0.304,23,7,0,0,0,6,3,0,9,0,2021,외야수,8
5,문상철,KT,0.267,15,4,2,0,0,4,2,0,7,0,2021,외야수,8
6,알몬테,KT,0.227,22,5,0,0,1,5,4,0,1,3,2021,외야수,8
7,홍현빈,KT,0.200,5,1,0,0,0,0,0,0,4,0,2021,외야수,8
8,김태훈,KT,0.167,12,2,1,0,0,1,0,0,5,0,2021,외야수,8
9,김민혁,KT,0.133,15,2,0,0,0,0,3,0,4,0,2021,외야수,8
10,호잉,KT,0.125,24,3,0,0,0,5,7,3,5,1,2021,외야수,8
11,김건형,KT,0.000,3,0,0,0,0,0,0,0,2,0,2021,외야수,8
1,김민혁,KT,0.500,16,8,0,1,0,1,2,0,2,0,2021,외야수,9
2,문상철,KT,0.455,11,5,0,0,0,0,0,1,3,0,2021,외야수,9
3,호잉,KT,0.269,26,7,1,0,2,9,1,0,6,0,2021,외야수,9
4,배정대,KT,0.250,36,9,1,0,0,2,7,0,9,0,2021,외야수,9
4,송민섭,KT,0.250,12,3,0,0,0,0,6,0,5,0,2021,외야수,9
6,알몬테,KT,0.214,14,3,1,0,1,1,2,0,7,0,2021,외야수,9
7,유한준,KT,0.200,25,5,0,0,0,1,1,1,4,1,2021,외야수,9
8,조용호,KT,0.091,22,2,0,0,0,4,3,1,2,2,2021,외야수,9
9,김건형,KT,0.000,2,0,0,0,0,0,0,0,0,0,2021,외야수,9
9,김태훈,KT,0.000,4,0,0,0,0,0,1,0,1,0,2021,외야수,9
9,홍현빈,KT,0.000,3,0,0,0,0,0,0,0,2,0,2021,외야수,9
1,김태훈,KT,1.000,1,1,0,1,0,0,0,0,0,0,2021,외야수,"10,11,12,13,15,16,17,18"
1,홍현빈,KT,1.000,1,1,0,0,0,0,0,0,0,0,2021,외야수,"10,11,12,13,15,16,17,18"
3,문상철,KT,0.000,1,0,0,0,0,0,0,0,0,1,2021,외야수,"10,11,12,13,15,16,17,18"
3,배정대,KT,-,0,0,0,0,0,0,1,0,0,0,2021,외야수,"10,11,12,13,15,16,17,18"
3,송민섭,KT,0.000,1,0,0,0,0,0,0,0,1,0,2021,외야수,"10,11,12,13,15,16,17,18"
3,알몬테,KT,0.000,3,0,0,0,0,0,0,0,1,0,2021,외야수,"10,11,12,13,15,16,17,18"
3,유한준,KT,0.000,2,0,0,0,0,0,0,0,0,0,2021,외야수,"10,11,12,13,15,16,17,18"
3,조용호,KT,0.000,2,0,0,0,0,0,0,0,0,0,2021,외야수,"10,11,12,13,15,16,17,18"
1,허도환,KT,0.500,2,1,0,0,0,3,0,0,0,0,2021,포수,1
2,장성우,KT,0.097,31,3,2,0,0,7,3,0,12,1,2021,포수,1
3,김준태,KT,0.000,2,0,0,0,0,0,1,0,2,0,2021,포수,1
3,이홍구,KT,0.000,1,0,0,0,0,0,0,0,0,0,2021,포수,1
1,허도환,KT,0.300,20,6,2,0,1,4,1,1,8,0,2021,포수,2
2,김준태,KT,0.227,22,5,2,0,1,2,2,0,8,0,2021,포수,2
3,장성우,KT,0.143,56,8,1,0,0,4,11,0,16,2,2021,포수,2
4,이홍구,KT,0.000,10,0,0,0,0,1,1,0,7,1,2021,포수,2
1,이홍구,KT,0.333,3,1,0,0,0,2,0,0,1,0,2021,포수,3
2,김준태,KT,0.231,13,3,2,0,0,1,1,0,5,0,2021,포수,3
3,장성우,KT,0.200,35,7,0,0,1,4,8,0,2,3,2021,포수,3
4,허도환,KT,0.182,11,2,1,0,0,0,1,0,4,0,2021,포수,3
1,이홍구,KT,0.400,5,2,0,0,1,1,0,0,2,0,2021,포수,4
2,허도환,KT,0.333,12,4,0,0,0,3,0,0,3,0,2021,포수,4
3,장성우,KT,0.300,40,12,2,0,2,6,11,0,5,0,2021,포수,4
4,김준태,KT,0.214,14,3,1,0,1,2,2,0,5,0,2021,포수,4
1,허도환,KT,0.250,12,3,0,0,0,0,1,0,3,0,2021,포수,5
2,장성우,KT,0.191,47,9,0,0,2,6,6,0,5,2,2021,포수,5
3,김준태,KT,0.158,19,3,0,0,1,1,0,1,4,0,2021,포수,5
4,이홍구,KT,0.111,9,1,0,0,0,0,0,0,5,0,2021,포수,5
1,허도환,KT,0.500,8,4,2,0,1,6,4,0,1,0,2021,포수,6
2,김준태,KT,0.300,10,3,0,0,0,2,2,0,1,1,2021,포수,6
3,장성우,KT,0.265,49,13,2,0,4,7,5,1,8,1,2021,포수,6
4,이홍구,KT,0.000,2,0,0,0,0,0,0,0,1,0,2021,포수,6
1,허도환,KT,0.357,14,5,1,0,0,2,0,0,3,0,2021,포수,7
2,장성우,KT,0.340,50,17,4,0,3,18,6,2,8,3,2021,포수,7
3,이홍구,KT,0.333,9,3,0,0,0,0,0,0,2,2,2021,포수,7
4,김준태,KT,0.118,17,2,0,0,0,0,5,0,6,1,2021,포수,7
1,이홍구,KT,0.286,7,2,0,0,0,1,0,0,2,1,2021,포수,8
2,장성우,KT,0.231,52,12,0,0,2,7,4,0,9,1,2021,포수,8
3,김준태,KT,0.188,16,3,0,0,1,6,2,0,3,1,2021,포수,8
4,허도환,KT,0.182,11,2,0,0,0,3,0,1,1,2,2021,포수,8
1,장성우,KT,0.273,22,6,1,0,0,2,5,0,4,3,2021,포수,9
2,김준태,KT,0.214,14,3,0,0,0,1,3,0,6,0,2021,포수,9
3,허도환,KT,0.133,15,2,0,0,0,0,1,0,5,1,2021,포수,9
4,이홍구,KT,0.000,8,0,0,0,0,0,1,0,7,0,2021,포수,9
1,장성우,KT,0.667,3,2,1,0,0,2,1,0,0,0,2021,포수,"10,11,12,13,15,16,17,18"
2,김준태,KT,0.000,1,0,0,0,0,0,0,0,0,0,2021,포수,"10,11,12,13,15,16,17,18"
2,이홍구,KT,0.000,1,0,0,0,0,0,0,0,1,0,2021,포수,"10,11,12,13,15,16,17,18"
