선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
김수윤,3루수,-0.136,2023,NC,9,3,29,1,0,7,3,1,0.909,0,0,0,-
김한별,3루수,-0.149,2023,NC,4,0,7 2/3,1,0,2,0,0,0.667,0,0,0,-
박건우,중견수,-0.152,2023,NC,6,5,41 2/3,0,0,14,0,0,1.0,0,0,0,-
오영수,1루수,-0.159,2023,NC,66,61,482,8,0,417,25,35,0.982,0,0,0,-
오태양,2루수,-0.197,2023,NC,5,0,5,1,0,0,2,1,0.667,0,0,0,-
천재환,우익수,-0.237,2023,NC,30,4,85 1/3,0,0,14,1,0,1.0,0,0,0,-
마틴,중견수,-0.354,2023,NC,84,82,681 2/3,2,0,187,0,0,0.989,0,0,0,-
김성욱,중견수,-0.469,2023,NC,26,17,154 1/3,0,0,38,0,0,1.0,0,0,0,-
박석민,3루수,-0.497,2023,NC,23,21,156,2,0,11,22,4,0.943,0,0,0,-
박건우,우익수,-0.55,2023,NC,87,87,686,0,0,133,3,0,1.0,0,0,0,-
안중열,포수,-0.675,2023,NC,74,50,411 2/3,5,1,373,21,2,0.987,4,32,10,23.8
권희동,좌익수,-0.725,2023,NC,85,80,660,2,0,153,2,0,0.987,0,0,0,-
도태훈,유격수,,2023,NC,1,0,2,0,0,1,1,1,1.000,0,0,0,-
조현진,2루수,,2023,NC,1,0,1,0,0,0,1,0,1.000,0,0,0,-
최정원,좌익수,,2023,NC,1,0,1,0,0,1,0,0,1.000,0,0,0,-
김수윤,1루수,,2023,NC,4,0,4 1/3,0,0,7,0,0,1.000,0,0,0,-
한석현,우익수,,2023,NC,1,0,1,0,0,0,0,0,-,0,0,0,-
양의지,포수,1.982,2023,두산,97,93,773,3,1,635,48,8,0.996,6,28,17,37.8
김재호,유격수,1.228,2023,두산,86,71,611 1/3,9,0,119,166,43,0.969,0,0,0,-
허경민,3루수,0.738,2023,두산,126,116,997 2/3,5,0,90,155,15,0.980,0,0,0,-
박준영,3루수,0.553,2023,두산,29,19,178 2/3,2,0,17,32,2,0.961,0,0,0,-
정수빈,중견수,0.547,2023,두산,135,131,1111,0,0,318,8,2,1.000,0,0,0,-
이유찬,2루수,0.382,2023,두산,67,41,394,12,0,107,123,27,0.950,0,0,0,-
강승호,2루수,0.298,2023,두산,93,85,724,13,0,187,210,37,0.968,0,0,0,-
이유찬,유격수,0.29,2023,두산,30,21,181 1/3,4,0,34,54,9,0.957,0,0,0,-
조수행,우익수,0.195,2023,두산,61,34,316 1/3,2,0,72,2,1,0.974,0,0,0,-
조수행,좌익수,0.138,2023,두산,48,3,113 2/3,0,0,33,0,0,1.000,0,0,0,-
이유찬,3루수,0.041,2023,두산,3,0,7,0,0,2,4,2,1.000,0,0,0,-
이유찬,3루수,0.041,2023,두산,3,0,7,0,0,2,4,2,1.000,0,0,0,-
조수행,중견수,0.038,2023,두산,35,12,150 2/3,0,0,54,0,0,1.000,0,0,0,-
안재석,2루수,0.033,2023,두산,4,2,21,0,0,4,4,2,1.000,0,0,0,-
안재석,2루수,0.033,2023,두산,4,2,21,0,0,4,4,2,1.000,0,0,0,-
홍성호,1루수,0.033,2023,두산,1,0,3,0,0,1,0,0,1.000,0,0,0,-
홍성호,1루수,0.033,2023,두산,1,0,3,0,0,1,0,0,1.000,0,0,0,-
양찬열,좌익수,0.031,2023,두산,6,0,10,0,0,2,0,0,1.000,0,0,0,-
양찬열,좌익수,0.031,2023,두산,6,0,10,0,0,2,0,0,1.000,0,0,0,-
안재석,3루수,0.015,2023,두산,6,3,30,0,0,4,5,0,1.000,0,0,0,-
안재석,3루수,0.015,2023,두산,6,3,30,0,0,4,5,0,1.000,0,0,0,-
서예일,3루수,0.008,2023,두산,2,0,8,0,0,2,0,0,1.000,0,0,0,-
서예일,3루수,0.008,2023,두산,2,0,8,0,0,2,0,0,1.000,0,0,0,-
전민재,1루수,0.004,2023,두산,2,0,3 2/3,0,0,0,1,0,1.000,0,0,0,-
전민재,1루수,0.004,2023,두산,2,0,3 2/3,0,0,0,1,0,1.000,0,0,0,-
전민재,2루수,0.001,2023,두산,3,0,3,0,0,0,0,0,-,0,0,0,-
전민재,2루수,0.001,2023,두산,3,0,3,0,0,0,0,0,-,0,0,0,-
신성현,1루수,-0.002,2023,두산,5,1,17 1/3,0,0,14,1,2,1.000,0,0,0,-
신성현,1루수,-0.002,2023,두산,5,1,17 1/3,0,0,14,1,2,1.000,0,0,0,-
양찬열,우익수,-0.005,2023,두산,34,22,212 2/3,0,0,50,3,2,1.000,0,0,0,-
박지훈,3루수,-0.009,2023,두산,3,1,6 1/3,0,0,0,1,0,1.000,0,0,0,-
박지훈,3루수,-0.009,2023,두산,3,1,6 1/3,0,0,0,1,0,1.000,0,0,0,-
전민재,유격수,-0.01,2023,두산,3,2,16,0,0,7,3,2,1.000,0,0,0,-
전민재,유격수,-0.01,2023,두산,3,2,16,0,0,7,3,2,1.000,0,0,0,-
신성현,우익수,-0.019,2023,두산,1,1,8,0,0,1,0,0,1.000,0,0,0,-
신성현,우익수,-0.019,2023,두산,1,1,8,0,0,1,0,0,1.000,0,0,0,-
권민석,유격수,-0.025,2023,두산,1,0,2 1/3,0,0,0,0,0,-,0,0,0,-
권민석,유격수,-0.025,2023,두산,1,0,2 1/3,0,0,0,0,0,-,0,0,0,-
서예일,2루수,-0.027,2023,두산,2,2,13,1,0,2,4,1,0.857,0,0,0,-
서예일,2루수,-0.027,2023,두산,2,2,13,1,0,2,4,1,0.857,0,0,0,-
김대한,중견수,-0.049,2023,두산,1,0,6,0,0,2,0,0,1.000,0,0,0,-
김대한,중견수,-0.049,2023,두산,1,0,6,0,0,2,0,0,1.000,0,0,0,-
박지훈,유격수,-0.054,2023,두산,2,0,4,0,0,0,0,0,-,0,0,0,-
박지훈,유격수,-0.054,2023,두산,2,0,4,0,0,0,0,0,-,0,0,0,-
박준영,2루수,-0.073,2023,두산,1,0,3,0,0,1,1,0,1.000,0,0,0,-
박준영,2루수,-0.073,2023,두산,1,0,3,0,0,1,1,0,1.000,0,0,0,-
김재호,3루수,-0.077,2023,두산,1,0,2,1,0,0,1,0,0.500,0,0,0,-
김재호,3루수,-0.077,2023,두산,1,0,2,1,0,0,1,0,0.500,0,0,0,-
홍성호,좌익수,-0.082,2023,두산,3,3,22,0,0,7,0,0,1.000,0,0,0,-
홍성호,좌익수,-0.082,2023,두산,3,3,22,0,0,7,0,0,1.000,0,0,0,-
양석환,1루수,-0.122,2023,두산,111,111,920 2/3,10,0,785,64,69,0.988,0,0,0,-
강승호,1루수,-0.129,2023,두산,42,24,240 1/3,3,0,209,17,16,0.987,0,0,0,-
박계범,유격수,-0.153,2023,두산,48,27,267 1/3,8,0,38,75,9,0.934,0,0,0,-
장승현,포수,-0.182,2023,두산,75,37,390 1/3,2,1,312,29,2,0.994,5,21,11,34.4
로하스,우익수,-0.67,2023,두산,31,30,230,2,0,47,1,0,0.960,0,0,0,-
김재환,좌익수,-0.749,2023,두산,58,55,440,1,0,114,3,0,0.992,0,0,0,-
김대한,우익수,-0.88,2023,두산,30,21,183,3,0,33,1,1,0.919,0,0,0,-
로하스,좌익수,-1.079,2023,두산,69,63,508,0,0,112,3,1,1.000,0,0,0,-
신성현,중견수,,2023,두산,1,0,2,0,0,1,0,0,1.000,0,0,0,-
신성현,중견수,,2023,두산,1,0,2,0,0,1,0,0,1.000,0,0,0,-
권민석,2루수,,2023,두산,1,0,1 2/3,0,0,0,0,0,-,0,0,0,-
권민석,2루수,,2023,두산,1,0,1 2/3,0,0,0,0,0,-,0,0,0,-
박해민,중견수,2.029,2023,LG,142,136,1187 2/3,3,0,338,2,1,0.991,0,0,0,-
오지환,유격수,1.47,2023,LG,125,115,1010 2/3,14,0,176,275,64,0.97,0,0,0,-
홍창기,좌익수,0.661,2023,LG,27,27,228,0,0,64,0,0,1.000,0,0,0,-
김민성,3루수,0.588,2023,LG,27,14,135,1,0,14,27,4,0.976,0,0,0,-
김민성,2루수,0.572,2023,LG,45,37,280,1,0,68,79,17,0.993,0,0,0,-
문성주,좌익수,0.478,2023,LG,85,63,602 2/3,1,0,162,1,0,0.994,0,0,0,-
홍창기,우익수,0.407,2023,LG,104,97,841 2/3,2,0,198,7,3,0.99,0,0,0,-
신민재,2루수,0.341,2023,LG,89,76,689 1/3,9,0,162,231,57,0.978,0,0,0,-
문성주,우익수,0.188,2023,LG,56,43,386 2/3,2,0,97,4,0,0.981,0,0,0,-
손호영,2루수,0.142,2023,LG,7,2,29,0,0,5,10,1,1.000,0,0,0,-
김현수,1루수,0.117,2023,LG,10,10,68 1/3,2,0,53,11,5,0.970,0,0,0,-
최승민,중견수,0.074,2023,LG,12,1,35,0,0,13,0,0,1.000,0,0,0,-
신민재,중견수,0.069,2023,LG,7,0,10,0,0,3,0,0,1.000,0,0,0,-
최승민,우익수,0.059,2023,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
안익훈,좌익수,0.039,2023,LG,5,1,19 2/3,0,0,5,0,0,1.000,0,0,0,-
안익훈,중견수,0.027,2023,LG,1,1,6,0,0,1,0,0,1.000,0,0,0,-
신민재,좌익수,0.018,2023,LG,10,0,19 2/3,0,0,4,0,0,1.000,0,0,0,-
신민재,3루수,0.001,2023,LG,1,0,2,0,0,0,0,0,-,0,0,0,-
김민성,유격수,-0.002,2023,LG,21,18,145,4,0,34,40,9,0.949,0,0,0,-
이재원,우익수,-0.002,2023,LG,2,1,4 2/3,0,0,0,0,0,-,0,0,0,-
전준호,포수,-0.011,2023,LG,2,0,3,0,0,4,0,0,1.000,0,1,0,0.0
송찬의,1루수,-0.013,2023,LG,5,3,20,0,0,16,1,1,1.000,0,0,0,-
이천웅,좌익수,-0.017,2023,LG,2,0,2,0,0,0,0,0,-,0,0,0,-
이재원,1루수,-0.023,2023,LG,4,2,20,1,0,14,2,1,0.941,0,0,0,-
신민재,우익수,-0.042,2023,LG,6,0,11,0,0,2,0,0,1.000,0,0,0,-
송대현,유격수,-0.072,2023,LG,3,0,6,1,0,1,1,0,0.667,0,0,0,-
손호영,3루수,-0.075,2023,LG,2,1,5,1,0,1,2,0,0.750,0,0,0,-
홍창기,중견수,-0.08,2023,LG,12,6,53 2/3,0,0,14,0,0,1.000,0,0,0,-
안익훈,우익수,-0.082,2023,LG,8,2,30 1/3,0,0,7,0,0,1.000,0,0,0,-
최승민,좌익수,-0.103,2023,LG,8,0,16 1/3,0,0,2,0,0,1.000,0,0,0,-
오스틴,우익수,-0.109,2023,LG,2,1,9,0,0,2,0,0,1.000,0,0,0,-
송찬의,2루수,-0.121,2023,LG,1,0,1,1,0,0,0,0,0.000,0,0,0,-
정주현,유격수,-0.137,2023,LG,11,4,47,1,0,10,9,1,0.950,0,0,0,-
손호영,유격수,-0.148,2023,LG,13,7,66 2/3,4,0,19,18,8,0.902,0,0,0,-
김주성,유격수,-0.15,2023,LG,7,0,18,2,0,2,3,0,0.714,0,0,0,-
이재원,좌익수,-0.212,2023,LG,36,25,180 1/3,1,0,50,2,0,0.981,0,0,0,-
김민성,1루수,-0.235,2023,LG,27,10,105 2/3,2,0,85,10,9,0.979,0,0,0,-
김범석,1루수,-0.239,2023,LG,5,5,43,2,0,38,5,6,0.956,0,0,0,-
정주현,2루수,-0.243,2023,LG,18,4,57,4,0,12,16,6,0.875,0,0,0,-
정주현,1루수,-0.281,2023,LG,47,1,100,1,0,86,10,12,0.99,0,0,0,-
박동원,포수,-0.296,2023,LG,128,112,982,8,4,751,72,9,0.99,8,83,19,18.6
허도환,포수,-0.335,2023,LG,45,21,212,0,0,168,8,2,1.0,0,20,3,13.0
서건창,2루수,-0.337,2023,LG,35,25,237,9,0,53,61,14,0.927,0,0,0,-
문보경,3루수,-0.42,2023,LG,128,126,1090 2/3,20,0,104,183,24,0.935,0,0,0,-
김현수,좌익수,-0.446,2023,LG,27,26,204 2/3,0,0,45,1,0,1.0,0,0,0,-
정주현,3루수,-0.46,2023,LG,16,3,58 2/3,4,0,5,12,2,0.810,0,0,0,-
오스틴,1루수,-0.577,2023,LG,114,113,930 1/3,14,0,832,72,88,0.985,0,0,0,-
김기연,포수,-0.627,2023,LG,27,11,96 1/3,4,0,85,7,1,0.958,2,11,3,21.4
손호영,1루수,,2023,LG,5,0,6,0,0,4,0,1,1.000,0,0,0,-
김주성,3루수,,2023,LG,1,0,2,0,0,0,0,0,-,0,0,0,-
문성주,중견수,,2023,LG,1,0,1,0,0,1,0,0,1.000,0,0,0,-
박성한,유격수,1.982,2023,SSG,128,124,1090 1/3,19,0,218,368,90,0.969,0,0,0,-
김민식,포수,1.445,2023,SSG,121,87,786 2/3,1,4,601,62,7,0.998,6,65,18,21.7
김성현,2루수,0.594,2023,SSG,69,44,426,6,0,122,144,42,0.978,0,0,0,-
최준우,2루수,0.475,2023,SSG,23,13,99,0,0,26,34,9,1.000,0,0,0,-
조형우,포수,0.395,2023,SSG,55,38,312 2/3,5,3,258,30,5,0.983,4,29,15,34.1
김성현,유격수,0.334,2023,SSG,26,19,179,4,0,40,53,16,0.959,0,0,0,-
하재훈,좌익수,0.27,2023,SSG,41,24,253,1,0,63,3,0,0.985,0,0,0,-
최상민,중견수,0.268,2023,SSG,14,3,56 2/3,0,0,23,0,0,1.000,0,0,0,-
김찬형,유격수,0.147,2023,SSG,3,1,9,0,0,4,7,1,1.000,0,0,0,-
오태곤,좌익수,0.118,2023,SSG,14,6,62,1,0,13,0,0,0.929,0,0,0,-
김찬형,2루수,0.117,2023,SSG,8,3,31 2/3,0,0,9,17,3,1.000,0,0,0,-
이재원,포수,0.084,2023,SSG,27,15,134,1,0,105,12,0,0.992,0,22,4,15.4
에레디아,중견수,0.077,2023,SSG,13,11,94 1/3,0,0,21,1,0,1.000,0,0,0,-
고명준,1루수,0.074,2023,SSG,1,1,5,0,0,7,0,1,1.000,0,0,0,-
하재훈,우익수,0.072,2023,SSG,28,23,208,1,0,44,2,0,0.979,0,0,0,-
김강민,중견수,0.03,2023,SSG,33,22,202 1/3,0,0,57,3,1,1.0,0,0,0,-
안상현,유격수,0.028,2023,SSG,6,0,10,0,0,1,2,1,1.000,0,0,0,-
최상민,우익수,0.027,2023,SSG,23,2,46 2/3,0,0,13,0,0,1.000,0,0,0,-
이정범,우익수,0.016,2023,SSG,3,3,18,0,0,3,0,0,1.000,0,0,0,-
고명준,3루수,0.0,2023,SSG,1,0,1 1/3,0,0,0,0,0,-,0,0,0,-
김건웅,1루수,0.0,2023,SSG,1,1,9,0,0,6,0,1,1.000,0,0,0,-
강진성,우익수,-0.001,2023,SSG,2,0,2,0,0,0,0,0,-,0,0,0,-
최지훈,우익수,-0.015,2023,SSG,19,9,87,0,0,23,2,0,1.000,0,0,0,-
한유섬,좌익수,-0.016,2023,SSG,11,8,69,1,0,16,0,0,0.941,0,0,0,-
최상민,좌익수,-0.02,2023,SSG,5,1,11 1/3,0,0,0,0,0,-,0,0,0,-
김정민,우익수,-0.022,2023,SSG,5,0,8,0,0,2,0,0,1.000,0,0,0,-
안상현,2루수,-0.026,2023,SSG,45,14,169,2,0,38,54,15,0.979,0,0,0,-
강진성,1루수,-0.04,2023,SSG,31,27,221 1/3,1,0,221,15,24,0.996,0,0,0,-
하재훈,중견수,-0.069,2023,SSG,1,1,7,0,0,0,0,0,-,0,0,0,-
안상현,3루수,-0.07,2023,SSG,1,0,3,0,0,0,1,0,1.000,0,0,0,-
이정범,좌익수,-0.079,2023,SSG,3,2,7 1/3,0,0,2,1,0,1.000,0,0,0,-
최경모,2루수,-0.086,2023,SSG,10,1,21,2,0,9,7,4,0.889,0,0,0,-
김강민,우익수,-0.097,2023,SSG,4,1,13 2/3,0,0,3,0,0,1.000,0,0,0,-
강진성,좌익수,-0.098,2023,SSG,8,4,33,0,0,7,0,0,1.000,0,0,0,-
에레디아,좌익수,-0.138,2023,SSG,101,97,843 2/3,5,0,201,10,1,0.977,0,0,0,-
최지훈,좌익수,-0.151,2023,SSG,1,1,8,0,0,1,0,0,1.000,0,0,0,-
최항,3루수,-0.16,2023,SSG,3,2,15,2,0,3,2,0,0.714,0,0,0,-
오태곤,우익수,-0.18,2023,SSG,23,14,124,2,0,26,2,0,0.933,0,0,0,-
최경모,3루수,-0.202,2023,SSG,12,3,48,3,0,4,8,1,0.800,0,0,0,-
오태곤,중견수,-0.205,2023,SSG,12,7,56 1/3,1,0,16,0,0,0.941,0,0,0,-
이흥련,포수,-0.21,2023,SSG,16,4,55,1,0,45,2,1,0.979,1,11,0,0.0
최항,1루수,-0.232,2023,SSG,7,4,32 1/3,2,0,28,1,6,0.935,0,0,0,-
오태곤,1루수,-0.247,2023,SSG,80,40,433 2/3,2,0,413,37,59,0.996,0,0,0,-
전의산,1루수,-0.299,2023,SSG,45,37,296,4,0,268,20,27,0.986,0,0,0,-
최지훈,중견수,-0.3,2023,SSG,109,100,871 2/3,3,0,225,3,1,0.987,0,0,0,-
김성현,3루수,-0.311,2023,SSG,26,21,185 2/3,4,0,14,32,7,0.92,0,0,0,-
김찬형,3루수,-0.338,2023,SSG,25,6,100,3,0,5,14,3,0.864,0,0,0,-
최주환,2루수,-0.355,2023,SSG,78,69,540 2/3,7,0,131,168,55,0.977,0,0,0,-
추신수,우익수,-0.442,2023,SSG,25,24,187 1/3,0,0,42,1,0,1.000,0,0,0,-
최주환,1루수,-0.568,2023,SSG,47,34,293,2,0,265,27,30,0.993,0,0,0,-
최정,3루수,-0.708,2023,SSG,114,112,934 1/3,13,0,70,175,24,0.95,0,0,0,-
한유섬,우익수,-1.639,2023,SSG,79,68,593 2/3,3,0,106,5,1,0.974,0,0,0,-
김정민,좌익수,,2023,SSG,1,0,1,0,0,0,0,0,-,0,0,0,-
최항,2루수,,2023,SSG,1,0,1,0,0,0,0,0,-,0,0,0,-
최준우,3루수,,2023,SSG,1,0,1,0,0,0,1,0,1.000,0,0,0,-
장성우,포수,1.26,2023,KT,116,104,886,6,0,719,43,10,0.992,2,76,13,14.6
알포드,좌익수,0.937,2023,KT,112,108,858,3,0,209,5,1,0.986,0,0,0,-
박병호,1루수,0.71,2023,KT,92,89,730 1/3,5,0,670,61,55,0.993,0,0,0,-
김민혁,우익수,0.522,2023,KT,46,42,288,2,0,64,0,0,0.97,0,0,0,-
황재균,3루수,0.482,2023,KT,107,103,895,11,0,82,162,14,0.957,0,0,0,-
송민섭,우익수,0.471,2023,KT,42,1,83,0,0,27,0,0,1.0,0,0,0,-
김상수,유격수,0.43,2023,KT,129,123,1020 1/3,6,0,176,259,54,0.986,0,0,0,-
정준영,좌익수,0.332,2023,KT,14,2,31,0,0,11,1,0,1.0,0,0,0,-
이호연,2루수,0.32,2023,KT,64,52,370 1/3,8,0,80,125,19,0.962,0,0,0,-
강현우,포수,0.277,2023,KT,46,24,235 1/3,1,0,175,11,1,0.995,0,14,2,12.5
김민혁,좌익수,0.248,2023,KT,46,28,275 2/3,1,0,68,1,0,0.986,0,0,0,-
장준원,3루수,0.24,2023,KT,26,12,109 1/3,0,0,5,17,1,1.0,0,0,0,-
김민혁,중견수,0.226,2023,KT,30,28,204,1,0,58,0,0,0.983,0,0,0,-
강민성,3루수,0.199,2023,KT,10,7,57,2,0,4,14,0,0.9,0,0,0,-
김준태,포수,0.199,2023,KT,35,16,162 2/3,4,0,108,11,2,0.967,1,21,4,16.0
홍현빈,우익수,0.17,2023,KT,8,4,32 1/3,0,0,9,0,0,1.000,0,0,0,-
정준영,우익수,0.149,2023,KT,11,3,44,0,0,10,1,0,1.0,0,0,0,-
장준원,유격수,0.129,2023,KT,43,14,167 1/3,2,0,32,52,13,0.977,0,0,0,-
이상호,3루수,0.127,2023,KT,11,4,46 1/3,0,0,6,10,0,1.0,0,0,0,-
이상호,2루수,0.125,2023,KT,31,6,93,1,0,16,22,4,0.974,0,0,0,-
신본기,유격수,0.11,2023,KT,19,6,70 1/3,2,0,11,19,6,0.938,0,0,0,-
신본기,2루수,0.109,2023,KT,17,6,71 2/3,0,0,20,28,5,1.0,0,0,0,-
오윤석,1루수,0.109,2023,KT,52,34,308 2/3,0,0,276,32,28,1.0,0,0,0,-
이호연,1루수,0.095,2023,KT,10,2,32 2/3,0,0,33,2,1,1.0,0,0,0,-
김병준,중견수,0.087,2023,KT,1,1,5,0,0,3,0,0,1.000,0,0,0,-
오윤석,3루수,0.079,2023,KT,7,0,11 2/3,0,0,0,3,0,1.000,0,0,0,-
김병희,3루수,0.066,2023,KT,3,1,14,0,0,0,3,0,1.000,0,0,0,-
황재균,유격수,0.06,2023,KT,2,0,5,0,0,1,3,1,1.000,0,0,0,-
손민석,2루수,0.058,2023,KT,6,3,27,0,0,6,12,2,1.000,0,0,0,-
박경수,2루수,0.048,2023,KT,101,52,503,4,0,117,179,35,0.987,0,0,0,-
조용호,좌익수,0.047,2023,KT,11,2,31,0,0,5,1,1,1.0,0,0,0,-
손민석,유격수,0.045,2023,KT,5,0,7,0,0,4,0,0,1.000,0,0,0,-
강민성,1루수,0.036,2023,KT,1,0,3,0,0,3,1,0,1.000,0,0,0,-
이시원,우익수,0.029,2023,KT,15,5,59,0,0,21,0,0,1.0,0,0,0,-
송민섭,중견수,0.029,2023,KT,17,0,37 2/3,0,0,14,0,0,1.0,0,0,0,-
이호연,3루수,0.027,2023,KT,12,6,60,1,0,3,12,1,0.938,0,0,0,-
조용호,중견수,0.027,2023,KT,1,0,2,0,0,1,0,0,1.000,0,0,0,-
안치영,중견수,0.015,2023,KT,4,2,15,0,0,5,0,0,1.000,0,0,0,-
안치영,좌익수,0.011,2023,KT,10,0,14 2/3,0,0,4,0,0,1.0,0,0,0,-
김병희,2루수,-0.005,2023,KT,1,0,2,0,0,0,0,0,-,0,0,0,-
장준원,2루수,-0.006,2023,KT,6,0,12,0,0,2,3,1,1.000,0,0,0,-
이시원,좌익수,-0.014,2023,KT,7,0,17 1/3,0,0,4,0,0,1.000,0,0,0,-
이시원,중견수,-0.02,2023,KT,3,1,13,0,0,3,0,0,1.000,0,0,0,-
문상인,포수,-0.021,2023,KT,1,0,3,0,0,2,0,0,1.000,0,0,0,-
문상철,우익수,-0.032,2023,KT,2,1,7 2/3,0,0,4,0,0,1.000,0,0,0,-
류현인,2루수,-0.038,2023,KT,8,1,22,0,0,3,9,1,1.000,0,0,0,-
홍현빈,좌익수,-0.047,2023,KT,10,0,16 1/3,0,0,6,0,0,1.0,0,0,0,-
이상호,유격수,-0.048,2023,KT,2,0,3,0,0,1,2,0,1.000,0,0,0,-
문상준,유격수,-0.053,2023,KT,1,0,2,0,0,0,0,0,-,0,0,0,-
오윤석,2루수,-0.06,2023,KT,28,23,176,2,0,33,60,8,0.979,0,0,0,-
박민석,유격수,-0.064,2023,KT,1,1,9,1,0,1,2,2,0.750,0,0,0,-
강백호,1루수,-0.065,2023,KT,6,6,51,0,0,43,6,6,1.000,0,0,0,-
손민석,3루수,-0.069,2023,KT,1,0,1,1,0,0,0,0,0.000,0,0,0,-
문상철,좌익수,-0.088,2023,KT,7,3,39,1,0,11,0,0,0.917,0,0,0,-
문상준,2루수,-0.109,2023,KT,2,1,8,1,0,1,0,0,0.500,0,0,0,-
강현우,1루수,-0.121,2023,KT,1,0,1,1,0,1,0,0,0.500,0,0,0,-
류현인,3루수,-0.13,2023,KT,6,4,35,1,0,3,5,2,0.889,0,0,0,-
배정대,중견수,-0.14,2023,KT,97,93,800,1,0,246,6,3,0.996,0,0,0,-
신본기,3루수,-0.158,2023,KT,13,7,56 2/3,1,0,11,5,1,0.941,0,0,0,-
홍현빈,중견수,-0.162,2023,KT,27,16,151 2/3,0,0,47,1,0,1.0,0,0,0,-
