선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율,년도
김지찬,삼성,0.274,120,336,296,50,81,6,0,1,90,26,10,3,27,0,0,31,0,0.304,0.331,0.635,20,0.278,0.333,2021
김민수,삼성,0.263,47,87,76,9,20,5,0,3,34,13,2,2,6,0,1,13,2,0.447,0.318,0.765,5,0.217,0.0,2021
강한울,삼성,0.260,124,258,223,25,58,5,0,0,63,27,3,3,29,0,0,58,5,0.283,0.341,0.624,8,0.339,0.348,2021
김현준,삼성,0.250,13,4,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0.250,0.250,0.500,0,0.0,0.0,2021
김동엽,삼성,0.238,69,203,185,20,44,9,0,4,65,24,0,4,10,0,4,42,2,0.351,0.286,0.637,10,0.258,0.111,2021
김상수,삼성,0.235,132,496,429,46,101,17,1,3,129,42,8,4,52,0,3,51,14,0.301,0.320,0.621,24,0.223,0.333,2021
송준석,삼성,0.235,19,55,51,5,12,2,0,2,20,4,0,0,3,0,1,13,1,0.392,0.291,0.683,3,0.188,0.0,2021
이원석,삼성,0.231,131,480,399,40,92,19,0,9,138,59,2,8,60,2,11,80,11,0.346,0.341,0.687,18,0.309,0.25,2021
김호재,삼성,0.227,87,90,75,9,17,2,0,0,19,7,3,1,9,0,2,14,0,0.253,0.322,0.575,0,0.333,0.333,2021
오선진,삼성,0.214,23,46,42,5,9,0,0,0,9,2,0,0,3,0,1,8,2,0.214,0.283,0.497,1,0.154,1.0,2021
이학주,삼성,0.206,66,174,155,17,32,8,0,4,52,20,4,0,14,0,1,61,3,0.335,0.276,0.611,9,0.244,0.0,2021
박승규,삼성,0.182,59,78,66,13,12,1,0,3,22,5,1,0,9,0,2,9,4,0.333,0.299,0.632,1,0.143,0.222,2021
김성윤,삼성,0.167,30,19,18,7,3,0,0,0,3,2,0,1,0,0,0,5,0,0.167,0.158,0.325,0,0.4,0.0,2021
김도환,삼성,0.146,25,46,41,1,6,2,0,0,8,1,1,0,2,0,2,20,0,0.195,0.222,0.417,1,0.0,0.0,2021
권정웅,삼성,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2021
김윤수,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
김응민,삼성,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2021
노건우,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2021
