순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,문상준,KT,0.333,2,3,3,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0.667,0.333,1.000,0,1.0,0.0
1,전진영,KT,0.333,4,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.333,0.333,0.666,0,0.5,0.0
3,조용호,KT,0.308,131,531,474,52,146,18,4,3,181,44,2,3,49,3,3,74,3,0.382,0.374,0.756,39,0.293,0.2
4,알포드,KT,0.286,80,323,283,48,81,19,1,14,144,50,0,4,33,3,3,90,3,0.509,0.362,0.871,22,0.239,0.0
5,김민혁,KT,0.284,132,434,373,47,106,10,2,0,120,35,19,3,37,2,2,62,10,0.322,0.349,0.671,20,0.279,0.296
6,박병호,KT,0.275,124,487,429,72,118,17,0,35,240,98,0,6,40,3,12,131,7,0.559,0.349,0.908,24,0.259,0.429
7,김준태,KT,0.273,98,270,231,28,63,16,1,4,93,27,3,3,33,1,0,77,4,0.403,0.360,0.763,16,0.25,0.182
8,배정대,KT,0.266,144,575,508,64,135,24,2,6,181,56,5,4,54,0,4,126,2,0.356,0.339,0.695,34,0.281,0.333
9,황재균,KT,0.262,141,581,519,59,136,25,3,10,197,64,2,2,53,5,5,99,17,0.380,0.335,0.715,36,0.303,0.0
10,장성우,KT,0.260,117,420,362,48,94,11,0,18,159,55,1,3,52,2,2,79,12,0.439,0.353,0.792,26,0.277,0.1
11,라모스,KT,0.250,18,80,72,10,18,1,1,3,30,11,1,1,4,0,2,18,2,0.417,0.304,0.721,3,0.1,0.0
12,장준원,KT,0.246,35,63,57,7,14,2,0,3,25,10,3,0,3,0,0,17,5,0.439,0.283,0.722,2,0.364,0.5
13,강백호,KT,0.245,62,264,237,24,58,12,0,6,88,29,1,2,23,2,1,44,6,0.371,0.312,0.683,18,0.23,0.0
14,심우준,KT,0.240,132,449,388,69,93,8,2,4,117,34,11,4,43,0,2,75,11,0.302,0.316,0.618,23,0.175,0.333
15,홍현빈,KT,0.237,61,92,76,8,18,2,0,0,20,1,6,0,10,0,0,26,1,0.263,0.326,0.589,2,0.087,1.0
16,오윤석,KT,0.234,112,337,286,23,67,13,0,6,98,37,5,6,34,0,6,69,9,0.343,0.322,0.665,14,0.186,0.333
17,문상철,KT,0.224,28,52,49,5,11,3,0,2,20,4,0,0,3,0,0,17,2,0.408,0.269,0.677,2,0.083,0.188
18,유준규,KT,0.214,7,16,14,3,3,0,0,0,3,0,1,0,1,0,0,6,0,0.214,0.267,0.481,1,0.25,0.0
19,김병희,KT,0.203,41,85,74,8,15,2,0,1,20,6,0,1,7,0,3,26,2,0.270,0.294,0.564,3,0.19,0.273
20,신본기,KT,0.182,74,138,121,9,22,3,0,1,28,8,4,1,10,0,2,28,5,0.231,0.254,0.485,3,0.179,0.4
21,송민섭,KT,0.156,119,72,64,17,10,1,2,0,15,3,3,0,5,0,0,19,0,0.234,0.217,0.451,1,0.214,0.182
22,이시원,KT,0.133,31,16,15,6,2,0,0,0,2,1,0,0,0,0,1,4,0,0.133,0.188,0.321,0,0.2,0.5
23,권동진,KT,0.132,48,40,38,9,5,1,1,0,8,4,1,0,1,0,0,16,0,0.211,0.154,0.365,0,0.091,0.0
24,박경수,KT,0.120,100,194,166,13,20,3,0,3,32,10,2,1,24,0,1,70,3,0.193,0.234,0.427,1,0.122,0.176
25,고명성,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
25,김재윤,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
25,김태훈,KT,0.000,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0
25,문상인,KT,0.000,12,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0,0.0,0.0
25,박영현,KT,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
25,배제성,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
25,심재민,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
25,양승혁,KT,0.000,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
25,이상우,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
25,이정현,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
25,조대현,KT,0.000,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0
25,주권,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
25,지명성,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
