순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,로하스,KT,0.349,87,94,140,0.67,16,0.49,4.06,0.331,137.9,0.358
2,강백호,KT,0.330,60,124,121,1.02,8,0.71,3.81,0.214,104.2,0.321
3,황재균,KT,0.312,61,112,166,0.67,9,0.48,3.82,0.200,95.3,0.295
4,조용호,KT,0.296,15,119,88,1.35,6,0.77,4.46,0.037,59.5,0.26
5,배정대,KT,0.289,41,117,124,0.94,7,0.48,3.99,0.131,84.1,0.272
6,박경수,KT,0.281,30,64,80,0.80,3,0.50,4.31,0.173,55.8,0.285
7,유한준,KT,0.280,28,113,115,0.98,8,0.78,3.91,0.130,53.2,0.258
8,장성우,KT,0.278,28,106,125,0.85,6,0.59,3.79,0.135,54.8,0.255
9,허도환,KT,0.264,1,11,13,0.85,3,0.40,3.77,0.019,5.6,0.233
10,박승욱,KT,0.264,6,17,28,0.61,1,0.30,3.77,0.091,15.4,0.246
11,문상철,KT,0.260,13,33,40,0.83,2,0.26,3.55,0.201,22.1,0.257
12,김민혁,KT,0.239,12,82,46,1.78,2,0.52,3.81,0.108,25.1,0.227
13,심우준,KT,0.235,22,138,132,1.05,5,0.38,4.08,0.065,46.0,0.206
14,강민국,KT,0.224,3,34,29,1.17,0,0.35,3.81,0.028,7.3,0.185
15,천성호,KT,0.203,3,18,22,0.82,0,0.47,3.68,0.043,5.2,0.19
16,강현우,KT,0.200,3,7,6,1.17,0,0.18,4.22,0.167,2.4,0.204
17,송민섭,KT,0.195,3,3,18,0.17,0,0.38,3.82,0.146,4.9,0.217
18,이홍구,KT,0.190,5,19,24,0.79,1,0.23,3.84,0.131,7.3,0.2
19,김병희,KT,0.143,1,2,10,0.20,0,0.00,4.14,0.143,1.1,0.133
20,김민,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,김민수,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,김성훈,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,김재윤,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,김태훈,KT,0.000,0,1,1,1.00,0,0.00,5.00,0.000,-0.3,0.0
20,류희운,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,문상인,KT,0.000,0,0,1,0.00,0,0.00,3.00,0.000,-0.2,0.0
20,박준혁,KT,0.000,0,1,0,-,0,0.00,4.00,0.000,-0.2,0.0
20,안현준,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,유원상,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,이대은,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,이보근,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,이상화,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,이창재,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,전유수,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,정주후,KT,0.000,0,1,0,-,0,-,5.00,0.000,-0.1,0.225
20,조병욱,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,주권,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
20,홍현빈,KT,0.000,0,8,5,1.60,0,1.00,4.21,0.000,-0.3,0.098
