순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,강백호,KT,0.336,43,121,87,1.39,11,0.70,3.84,0.160,84.2,0.311
2,로하스,KT,0.322,57,103,135,0.76,4,0.41,3.78,0.207,99.1,0.304
3,유한준,KT,0.317,34,147,139,1.06,13,0.85,3.96,0.126,80.1,0.283
4,송민섭,KT,0.302,1,11,14,0.79,1,0.46,3.58,0.038,7.8,0.264
5,조용호,KT,0.293,9,68,37,1.84,1,0.75,4.15,0.064,24.7,0.253
6,황재균,KT,0.283,39,106,149,0.71,9,0.73,3.78,0.183,73.9,0.277
7,김민혁,KT,0.281,11,163,116,1.41,6,0.52,3.60,0.026,52.8,0.23
8,심우준,KT,0.279,17,134,81,1.65,1,0.34,3.87,0.061,46.3,0.233
9,강민국,KT,0.273,1,28,19,1.47,1,0.35,4.03,0.023,8.3,0.217
10,김진곤,KT,0.267,2,8,6,1.33,1,0.25,3.29,0.067,2.6,0.224
11,장성우,KT,0.262,14,98,92,1.07,4,0.41,4.01,0.077,41.5,0.231
12,오태곤,KT,0.250,23,98,90,1.09,2,0.40,3.69,0.102,41.9,0.23
13,박경수,KT,0.247,34,88,133,0.66,8,0.54,3.93,0.128,54.2,0.245
14,박승욱,KT,0.233,10,66,55,1.20,2,0.28,3.58,0.090,20.1,0.209
15,윤석민,KT,0.231,6,51,57,0.89,2,0.29,3.53,0.059,12.0,0.189
16,배정대,KT,0.203,4,16,20,0.80,0,0.30,3.75,0.054,4.3,0.19
17,문상철,KT,0.200,3,11,13,0.85,2,0.15,3.99,0.117,6.3,0.199
18,이준수,KT,0.194,1,10,8,1.25,0,0.82,3.65,0.028,4.2,0.222
19,안치영,KT,0.167,0,2,1,2.00,0,0.00,3.71,0.000,0.4,0.17
20,김병희,KT,0.143,0,2,2,1.00,0,0.00,2.86,0.000,-0.1,0.1
20,이대형,KT,0.143,1,5,3,1.67,0,0.80,4.37,0.071,1.8,0.196
22,안승한,KT,0.136,1,7,18,0.39,1,0.08,3.68,0.023,0.0,0.118
23,고명성,KT,0.125,0,7,0,-,0,0.29,4.11,0.000,0.0,0.131
23,이해창,KT,0.125,0,10,14,0.71,0,0.18,3.72,0.000,0.3,0.115
25,김영환,KT,0.071,0,3,7,0.43,0,0.33,3.40,0.000,-0.7,0.078
26,김재윤,KT,0.000,0,1,0,-,0,-,4.00,0.000,-0.1,0.0
26,박민석,KT,0.000,0,1,0,-,0,-,6.00,0.000,-0.1,0.0
26,손동현,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
26,엄상백,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
26,이대은,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
26,정성곤,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
26,주권,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
26,하준호,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
