선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
강민호,포수,1.144,2021,4,삼성,119,110,934,7,0,800,49,5,0.992,3,40,11,21.6
박해민,중견수,0.784,2021,3,삼성,125,119,989 2/3,1,0,280,2,1,0.996,0,0,0,-
박승규,좌익수,0.489,2021,42,삼성,18,9,93 1/3,0,0,32,0,0,1.0,0,0,0,-
김지찬,2루수,0.260,2021,19,삼성,36,10,130,3,0,27,44,10,0.959,0,0,0,-
구자욱,우익수,0.235,2021,1,삼성,130,130,1085,3,0,247,9,3,0.988,0,0,0,-
박승규,중견수,0.226,2021,33,삼성,22,4,62 1/3,0,0,24,0,0,1.0,0,0,0,-
김헌곤,우익수,0.153,2021,41,삼성,19,13,125 1/3,0,0,31,0,0,1.0,0,0,0,-
김도환,포수,0.131,2021,30,삼성,25,13,113 2/3,1,0,88,3,1,0.989,1,5,0,0.0
김성윤,우익수,0.069,2021,53,삼성,8,1,23,1,0,7,0,0,0.875,0,0,0,-
김현준,우익수,0.064,2021,55,삼성,6,0,9 2/3,0,0,5,0,0,1.0,0,0,0,-
박승규,우익수,0.061,2021,59,삼성,5,0,10,0,0,1,0,0,1.0,0,0,0,-
김민수,포수,0.056,2021,15,삼성,46,19,201 1/3,3,0,176,13,1,0.984,1,13,6,31.6
김호재,2루수,0.023,2021,55,삼성,6,0,12 1/3,0,0,0,4,1,1.0,0,0,0,-
김현준,좌익수,0.019,2021,62,삼성,4,0,6,0,0,2,0,0,1.000,0,0,0,-
김상수,2루수,0.017,2021,1,삼성,130,125,1039,12,0,241,359,84,0.98,0,0,0,-
권정웅,포수,0.004,2021,67,삼성,2,1,3,0,0,2,0,0,1.000,0,0,0,-
오선진,2루수,0.001,2021,67,삼성,2,0,3,0,0,1,1,1,1.000,0,0,0,-
김지찬,3루수,0.001,2021,59,삼성,5,4,33,1,0,0,11,0,0.917,0,0,0,-
김응민,포수,-0.001,2021,70,삼성,1,1,7,0,0,4,0,0,1.000,0,3,0,0.0
김호재,3루수,-0.004,2021,25,삼성,27,2,56,0,0,5,10,2,1.0,0,0,0,-
김지찬,유격수,-0.026,2021,8,삼성,90,73,599 1/3,15,0,90,172,34,0.946,0,0,0,-
김호재,유격수,-0.037,2021,48,삼성,12,3,35,1,0,3,9,2,0.923,0,0,0,-
송준석,좌익수,-0.042,2021,47,삼성,13,12,90,0,0,24,0,0,1.0,0,0,0,-
최영진,3루수,-0.046,2021,43,삼성,17,5,63,0,0,8,12,4,1.0,0,0,0,-
김호재,1루수,-0.056,2021,21,삼성,35,8,109 2/3,1,0,88,8,5,0.99,0,0,0,-
강한울,2루수,-0.077,2021,43,삼성,17,9,73 2/3,1,0,15,17,6,0.97,0,0,0,-
이원석,3루수,-0.080,2021,6,삼성,103,103,742,4,0,43,129,16,0.977,0,0,0,-
김성표,중견수,-0.085,2021,38,삼성,20,3,65 1/3,1,0,17,0,0,0.944,0,0,0,-
이학주,유격수,-0.116,2021,10,삼성,64,46,401 2/3,11,0,81,131,24,0.951,0,0,0,-
박해민,1루수,-0.119,2021,62,삼성,4,1,14 2/3,0,0,14,0,3,1.000,0,0,0,-
강한울,유격수,-0.149,2021,31,삼성,23,11,112,1,0,22,30,11,0.981,0,0,0,-
최영진,1루수,-0.187,2021,35,삼성,21,4,59 2/3,0,0,53,7,4,1.0,0,0,0,-
김성윤,중견수,-0.188,2021,55,삼성,6,2,19 2/3,0,0,4,0,0,1.0,0,0,0,-
이원석,1루수,-0.195,2021,38,삼성,20,17,128,1,0,103,7,11,0.991,0,0,0,-
김성윤,좌익수,-0.198,2021,54,삼성,7,0,9,1,0,0,0,0,0.0,0,0,0,-
김동엽,좌익수,-0.223,2021,19,삼성,36,25,193 2/3,1,0,39,1,0,0.976,0,0,0,-
강한울,3루수,-0.248,2021,9,삼성,82,30,365,7,0,27,63,6,0.928,0,0,0,-
오선진,유격수,-0.249,2021,35,삼성,21,10,111,2,0,20,22,4,0.955,0,0,0,-
김헌곤,좌익수,-0.301,2021,7,삼성,93,61,569,1,0,130,6,1,0.993,0,0,0,-
오재일,1루수,-0.317,2021,5,삼성,117,113,936,2,0,864,50,95,0.998,0,0,0,-
김헌곤,중견수,-0.389,2021,31,삼성,23,16,120,0,0,24,2,0,1.0,0,0,0,-
피렐라,좌익수,-0.460,2021,18,삼성,38,37,295 1/3,0,0,61,2,1,1.0,0,0,0,-
이태훈,1루수,,2021,70,삼성,1,0,1,0,0,0,0,0,-,0,0,0,-
안주형,2루수,,2021,70,삼성,1,0,1,0,0,0,1,1,1.000,0,0,0,-
김성표,우익수,,2021,65,삼성,3,0,4,0,0,0,0,0,-,0,0,0,-
송준석,우익수,,2021,70,삼성,1,0,2,0,0,0,0,0,-,0,0,0,-
김현준,중견수,,2021,70,삼성,1,0,2,0,0,1,0,0,1.000,0,0,0,-
백승민,1루수,,2021,65,삼성,3,0,5,0,0,3,0,0,1.000,0,0,0,-
김성표,좌익수,,2021,67,삼성,2,0,2 2/3,0,0,0,0,0,-,0,0,0,-
