선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
박해민,중견수,3.207,2020,1,삼성,126,121,1019 1/3,0,0,340,5,2,1.0,0,0,0,-
강민호,포수,1.359,2020,2,삼성,113,103,862 2/3,8,1,640,43,3,0.988,2,33,23,41.1
이학주,유격수,1.318,2020,7,삼성,62,57,483 1/3,4,0,108,161,40,0.985,0,0,0,-
김지찬,유격수,0.537,2020,23,삼성,37,27,233,4,0,47,68,13,0.966,0,0,0,-
박승규,우익수,0.459,2020,17,삼성,47,30,271,0,0,58,3,1,1.0,0,0,0,-
김지찬,2루수,0.409,2020,5,삼성,74,30,328 2/3,5,0,78,112,16,0.974,0,0,0,-
김상수,2루수,0.357,2020,3,삼성,106,100,817 1/3,7,0,215,249,72,0.985,0,0,0,-
김응민,포수,0.281,2020,20,삼성,43,21,212 1/3,2,0,167,8,1,0.989,0,12,1,7.7
김지찬,3루수,0.257,2020,54,삼성,13,6,64,0,0,5,11,2,1.000,0,0,0,-
김호재,유격수,0.220,2020,54,삼성,13,9,79,1,0,18,17,4,0.972,0,0,0,-
박계범,유격수,0.218,2020,22,삼성,41,23,218,4,0,38,63,14,0.962,0,0,0,-
송준석,우익수,0.191,2020,48,삼성,16,8,73,0,0,13,0,0,1.000,0,0,0,-
김재현,3루수,0.152,2020,54,삼성,13,0,16,0,0,2,5,0,1.000,0,0,0,-
최영진,1루수,0.127,2020,42,삼성,17,6,81 1/3,0,0,79,5,7,1.000,0,0,0,-
박해민,1루수,0.126,2020,68,삼성,6,4,36,0,0,29,4,5,1.000,0,0,0,-
김헌곤,중견수,0.125,2020,65,삼성,7,2,23,0,0,7,1,1,1.000,0,0,0,-
김지찬,중견수,0.105,2020,78,삼성,3,3,26,0,0,6,0,0,1.000,0,0,0,-
박찬도,우익수,0.090,2020,48,삼성,16,8,75,0,0,21,0,0,1.000,0,0,0,-
백승민,1루수,0.083,2020,73,삼성,5,3,23,0,0,26,3,5,1.000,0,0,0,-
강한울,3루수,0.081,2020,58,삼성,11,6,58 1/3,1,0,2,18,1,0.952,0,0,0,-
김성표,중견수,0.072,2020,62,삼성,10,0,16,0,0,6,0,0,1.000,0,0,0,-
이성곤,1루수,0.060,2020,38,삼성,24,15,120 1/3,2,0,107,8,11,0.983,0,0,0,-
김성윤,우익수,0.050,2020,85,삼성,2,0,5,0,0,1,0,0,1.000,0,0,0,-
구자욱,우익수,0.034,2020,16,삼성,48,48,390,1,0,91,2,0,0.989,0,0,0,-
살라디노,유격수,0.027,2020,68,삼성,6,6,46,2,0,9,19,6,0.933,0,0,0,-
이성규,1루수,0.024,2020,4,삼성,76,42,435 1/3,5,0,368,35,46,0.988,0,0,0,-
김민수,포수,0.022,2020,42,삼성,17,7,68,0,1,54,5,0,1.000,1,3,2,40.0
박찬도,좌익수,0.022,2020,30,삼성,31,18,170,0,0,39,1,0,1.0,0,0,0,-
이성규,유격수,0.020,2020,85,삼성,2,0,5,0,0,0,1,0,1.000,0,0,0,-
이성규,2루수,0.012,2020,92,삼성,1,0,3,0,0,1,0,0,1.000,0,0,0,-
박승규,좌익수,-0.001,2020,78,삼성,3,0,5,0,0,0,0,0,-,0,0,0,-
박계범,1루수,-0.002,2020,85,삼성,2,0,3,0,0,1,0,0,1.000,0,0,0,-
권정웅,포수,-0.004,2020,78,삼성,3,0,5 2/3,0,0,4,0,0,1.000,0,0,0,-
양우현,3루수,-0.038,2020,85,삼성,2,2,14,1,0,0,2,0,0.667,0,0,0,-
강한울,유격수,-0.043,2020,39,삼성,23,20,170,1,0,23,39,8,0.984,0,0,0,-
김헌곤,좌익수,-0.046,2020,21,삼성,42,24,234,1,0,58,1,0,0.983,0,0,0,-
김도환,포수,-0.048,2020,28,삼성,32,13,123 2/3,1,0,100,3,1,0.99,3,9,2,18.2
김동엽,좌익수,-0.051,2020,24,삼성,35,27,231,2,0,64,2,0,0.971,0,0,0,-
김호재,1루수,-0.055,2020,63,삼성,8,0,9,0,0,6,0,0,1.000,0,0,0,-
이성규,3루수,-0.060,2020,51,삼성,15,11,95,3,0,9,18,2,0.900,0,0,0,-
박승규,중견수,-0.066,2020,24,삼성,35,16,164,0,0,57,0,0,1.0,0,0,0,-
김호재,3루수,-0.068,2020,24,삼성,35,18,177 2/3,2,0,17,31,3,0.96,0,0,0,-
김호재,2루수,-0.075,2020,42,삼성,17,5,49 1/3,1,0,8,11,2,0.950,0,0,0,-
박계범,2루수,-0.078,2020,78,삼성,3,1,9,0,0,3,2,2,1.000,0,0,0,-
김성표,좌익수,-0.079,2020,92,삼성,1,1,7,0,0,0,0,0,-,0,0,0,-
김성윤,중견수,-0.084,2020,78,삼성,3,0,5,0,0,1,0,0,1.000,0,0,0,-
김성윤,좌익수,-0.087,2020,78,삼성,3,1,9 1/3,0,0,2,0,0,1.000,0,0,0,-
강한울,2루수,-0.090,2020,78,삼성,3,2,15,0,0,3,4,2,1.000,0,0,0,-
김재현,2루수,-0.090,2020,68,삼성,6,0,9,0,0,5,5,1,1.000,0,0,0,-
양우현,2루수,-0.095,2020,68,삼성,6,5,41,2,0,9,15,0,0.923,0,0,0,-
김헌곤,우익수,-0.117,2020,11,삼성,54,41,358,0,0,111,3,2,1.0,0,0,0,-
구자욱,좌익수,-0.123,2020,10,삼성,55,53,445,1,0,114,6,0,0.992,0,0,0,-
이성곤,우익수,-0.135,2020,53,삼성,14,3,45 1/3,0,0,12,2,0,1.000,0,0,0,-
김재현,유격수,-0.163,2020,42,삼성,17,1,38,1,0,5,5,0,0.909,0,0,0,-
박계범,3루수,-0.173,2020,28,삼성,32,19,171 1/3,3,0,16,33,6,0.942,0,0,0,-
팔카,좌익수,-0.184,2020,63,삼성,8,8,65,0,0,9,0,0,1.000,0,0,0,-
김지찬,우익수,-0.217,2020,85,삼성,2,0,5,1,0,1,0,0,0.500,0,0,0,-
최영진,좌익수,-0.244,2020,92,삼성,1,1,7,1,0,2,0,0,0.667,0,0,0,-
살라디노,3루수,-0.244,2020,54,삼성,13,10,83,2,0,8,6,1,0.875,0,0,0,-
팔카,우익수,-0.264,2020,68,삼성,6,6,47,0,0,6,0,0,1.000,0,0,0,-
팔카,1루수,-0.279,2020,58,삼성,11,11,84,2,0,65,9,6,0.974,0,0,0,-
살라디노,좌익수,-0.288,2020,48,삼성,16,11,96,0,0,19,0,0,1.000,0,0,0,-
살라디노,1루수,-0.302,2020,51,삼성,15,12,93,1,0,68,7,8,0.987,0,0,0,-
최영진,3루수,-0.363,2020,27,삼성,34,13,157 1/3,2,0,15,26,3,0.953,0,0,0,-
박찬도,중견수,-0.378,2020,73,삼성,5,2,18,0,0,4,0,0,1.000,0,0,0,-
이원석,1루수,-0.778,2020,12,삼성,53,49,387 1/3,2,0,322,29,28,0.994,0,0,0,-
이원석,3루수,-0.871,2020,9,삼성,59,56,435 2/3,8,0,28,52,8,0.909,0,0,0,-
송준석,좌익수,,2020,85,삼성,2,0,3,0,0,1,0,0,1.000,0,0,0,-
김성표,우익수,,2020,85,삼성,2,0,3,0,0,1,0,0,1.000,0,0,0,-
이성규,중견수,,2020,92,삼성,1,0,1,0,0,1,0,0,1.000,0,0,0,-
