순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,박계범,삼성,1.000,1,1,1,0,0,1,0,0,0,0,1번
1,송준석,삼성,1.000,1,1,0,0,0,0,0,0,0,0,1번
1,이학주,삼성,1.000,1,1,0,0,0,2,0,0,0,0,1번
4,김호재,삼성,0.500,2,1,0,0,0,0,0,1,0,0,1번
5,김동엽,삼성,0.375,8,3,0,0,0,1,2,1,1,0,1번
6,김상수,삼성,0.336,229,77,14,1,3,22,31,7,33,10,1번
7,박해민,삼성,0.273,282,77,11,3,7,33,26,2,42,4,1번
8,김지찬,삼성,0.207,29,6,0,0,0,1,0,0,3,0,1번
9,박승규,삼성,0.167,12,2,0,0,0,0,0,0,1,0,1번
10,김헌곤,삼성,0.156,32,5,2,0,0,3,0,1,2,0,1번
11,김성윤,삼성,0.000,1,0,0,0,0,0,0,0,0,0,1번
11,김성표,삼성,0.000,3,0,0,0,0,0,0,0,1,0,1번
11,김재현,삼성,0.000,2,0,0,0,0,1,0,0,0,1,1번
11,박찬도,삼성,-,0,0,0,0,0,0,0,0,0,0,1번
11,최영진,삼성,0.000,1,0,0,0,0,0,0,0,0,0,1번
1,김재현,삼성,1.000,1,1,0,0,0,1,0,0,0,0,2번
2,최영진,삼성,0.615,13,8,2,0,0,1,2,1,0,0,2번
3,살라디노,삼성,0.333,9,3,0,0,0,2,1,0,2,0,2번
4,김지찬,삼성,0.286,28,8,1,0,0,2,6,1,4,0,2번
5,김상수,삼성,0.280,132,37,1,2,1,18,14,0,16,5,2번
6,김동엽,삼성,0.278,54,15,2,0,2,12,0,0,8,3,2번
7,구자욱,삼성,0.266,143,38,9,0,1,15,23,4,30,1,2번
8,박승규,삼성,0.250,56,14,3,0,1,3,0,1,10,1,2번
9,박해민,삼성,0.226,53,12,1,0,2,3,4,0,10,3,2번
10,송준석,삼성,0.222,9,2,1,0,1,1,0,1,1,1,2번
11,박찬도,삼성,0.175,40,7,2,0,0,1,3,0,12,0,2번
12,김호재,삼성,0.167,6,1,0,0,0,0,1,0,1,0,2번
13,박계범,삼성,0.158,19,3,1,0,1,2,2,0,6,0,2번
14,김헌곤,삼성,0.143,7,1,0,0,0,1,1,0,1,0,2번
15,강한울,삼성,0.133,15,2,0,0,0,1,2,0,5,0,2번
16,김응민,삼성,-,0,0,0,0,0,0,0,0,0,0,2번
16,라이블리,삼성,0.000,1,0,0,0,0,0,0,0,0,0,2번
16,이성곤,삼성,0.000,1,0,0,0,0,0,0,0,1,0,2번
16,이성규,삼성,0.000,3,0,0,0,0,0,0,0,1,0,2번
16,이원석,삼성,0.000,1,0,0,0,0,0,0,0,0,0,2번
16,이학주,삼성,0.000,1,0,0,0,0,0,0,0,1,0,2번
1,김호재,삼성,1.0,1,1,0,0,0,0,0,0,0,0,3번
1,박계범,삼성,1.0,1,1,0,0,0,1,0,0,0,0,3번
1,최영진,삼성,1.0,2,2,0,0,0,1,0,0,0,0,3번
4,박찬도,삼성,0.75,4,3,0,0,1,1,1,0,0,0,3번
5,박해민,삼성,0.375,8,3,0,0,0,1,0,1,0,0,3번
6,구자욱,삼성,0.328,296,97,18,2,14,63,27,4,61,3,3번
7,김동엽,삼성,0.306,85,26,5,0,1,11,8,1,24,4,3번
8,살라디노,삼성,0.286,42,12,4,0,2,7,15,1,12,3,3번
8,이성규,삼성,0.286,7,2,0,0,0,2,0,1,1,0,3번
10,김상수,삼성,0.25,16,4,1,0,0,1,2,0,1,1,3번
11,팔카,삼성,0.238,21,5,1,0,1,3,1,0,6,1,3번
12,이성곤,삼성,0.231,13,3,1,0,0,1,2,0,5,0,3번
13,김헌곤,삼성,0.222,9,2,0,0,0,3,0,0,1,0,3번
14,이학주,삼성,0.179,56,10,3,0,1,6,7,0,19,1,3번
15,강민호,삼성,0.0,1,0,0,0,0,0,0,0,0,0,3번
15,김성윤,삼성,0.0,1,0,0,0,0,0,0,0,0,0,3번
15,김성표,삼성,0.0,1,0,0,0,0,0,0,0,0,0,3번
15,김지찬,삼성,0.0,2,0,0,0,0,0,0,0,1,0,3번
15,박승규,삼성,0.0,2,0,0,0,0,0,0,0,1,0,3번
15,송준석,삼성,0.0,1,0,0,0,0,0,0,0,1,0,3번
1,김상수,삼성,1.000,1,1,0,0,1,4,1,0,0,0,4번
1,김지찬,삼성,1.000,1,1,1,0,0,0,0,0,0,0,4번
1,송준석,삼성,1.000,1,1,0,0,0,0,0,0,0,0,4번
4,김도환,삼성,0.500,2,1,1,0,0,2,0,0,1,0,4번
5,김호재,삼성,0.333,3,1,0,0,0,1,0,0,0,0,4번
5,이학주,삼성,0.333,12,4,1,0,0,2,1,0,3,0,4번
7,김동엽,삼성,0.292,96,28,3,0,7,20,12,1,12,1,4번
8,강민호,삼성,0.280,25,7,0,0,2,4,2,1,3,2,4번
9,이원석,삼성,0.273,220,60,11,0,7,52,30,1,47,5,4번
10,구자욱,삼성,0.250,4,1,0,0,0,0,1,0,0,0,4번
11,살라디노,삼성,0.243,37,9,2,0,2,9,3,4,15,0,4번
12,팔카,삼성,0.213,94,20,5,0,4,13,12,0,27,1,4번
13,이성곤,삼성,0.211,19,4,0,0,0,3,0,0,7,0,4번
14,이성규,삼성,0.190,21,4,1,0,1,4,0,1,8,0,4번
15,최영진,삼성,0.111,9,1,0,0,0,3,2,0,0,0,4번
16,권정웅,삼성,-,0,0,0,0,0,0,1,0,0,0,4번
16,김헌곤,삼성,0.000,2,0,0,0,0,0,1,0,1,0,4번
16,박계범,삼성,0.000,1,0,0,0,0,0,0,0,0,0,4번
16,백승민,삼성,0.000,3,0,0,0,0,1,0,1,0,0,4번
1,김호재,삼성,1.0,1,1,0,0,0,0,0,0,0,0,5번
2,박해민,삼성,0.6,10,6,1,1,0,2,0,0,0,0,5번
3,김재현,삼성,0.5,2,1,0,0,0,1,0,0,0,0,5번
3,살라디노,삼성,0.5,18,9,2,0,1,6,1,0,3,0,5번
5,최영진,삼성,0.35,20,7,1,0,0,2,4,0,3,1,5번
6,김동엽,삼성,0.342,79,27,5,0,6,19,3,0,17,2,5번
7,박승규,삼성,0.333,3,1,0,0,0,1,0,0,1,0,5번
7,이성곤,삼성,0.333,54,18,3,0,4,9,6,0,11,0,5번
9,강민호,삼성,0.323,31,10,2,0,0,6,2,1,4,0,5번
10,이원석,삼성,0.312,93,29,3,0,3,10,7,0,15,1,5번
11,이학주,삼성,0.284,81,23,5,0,1,12,10,2,21,1,5번
12,김상수,삼성,0.222,18,4,2,0,0,2,6,1,2,0,5번
13,김지찬,삼성,0.2,5,1,0,1,0,0,0,0,0,0,5번
14,박계범,삼성,0.19,21,4,0,0,0,3,1,0,6,1,5번
15,이성규,삼성,0.188,16,3,1,0,1,2,1,0,4,1,5번
16,김헌곤,삼성,0.182,33,6,1,0,0,0,3,2,5,1,5번
