선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
김지찬,2루수,1.151,2022,5,삼성,96,83,734 1/3,18,0,194,251,55,0.961,0,0,0,-
박승규,중견수,0.371,2022,36,삼성,24,12,127 1/3,0,0,49,0,0,1.0,0,0,0,-
이원석,3루수,0.347,2022,18,삼성,39,36,277,3,0,22,48,6,0.959,0,0,0,-
이재현,유격수,0.309,2022,12,삼성,56,42,380 1/3,7,0,61,111,25,0.961,0,0,0,-
안주형,2루수,0.300,2022,44,삼성,15,3,53,0,0,13,25,3,1.0,0,0,0,-
강한울,3루수,0.215,2022,8,삼성,61,36,336 1/3,6,0,26,71,6,0.942,0,0,0,-
김태군,포수,0.178,2022,7,삼성,69,40,390,1,0,323,26,3,0.997,1,14,12,46.2
공민규,1루수,0.164,2022,71,삼성,5,3,27,0,0,30,2,1,1.000,0,0,0,-
오선진,유격수,0.135,2022,24,삼성,30,21,176 1/3,5,0,39,51,13,0.947,0,0,0,-
김현준,우익수,0.135,2022,48,삼성,13,6,67 2/3,0,0,14,0,0,1.0,0,0,0,-
김영웅,3루수,0.126,2022,56,삼성,8,1,21,0,0,1,5,0,1.0,0,0,0,-
강한울,2루수,0.116,2022,28,삼성,27,12,120 1/3,0,0,15,44,14,1.0,0,0,0,-
이해승,유격수,0.110,2022,20,삼성,38,26,245 1/3,8,0,38,73,11,0.933,0,0,0,-
윤정빈,우익수,0.106,2022,71,삼성,5,0,8,0,0,3,0,0,1.000,0,0,0,-
박승규,좌익수,0.102,2022,56,삼성,8,0,13 2/3,0,0,3,0,0,1.0,0,0,0,-
김호재,3루수,0.084,2022,56,삼성,8,1,20,0,0,1,6,2,1.0,0,0,0,-
최영진,1루수,0.079,2022,46,삼성,14,5,56,0,0,44,4,6,1.0,0,0,0,-
김재혁,중견수,0.078,2022,80,삼성,3,0,6,0,0,4,1,0,1.000,0,0,0,-
김성윤,우익수,0.077,2022,54,삼성,9,2,25,1,0,8,0,0,0.889,0,0,0,-
박승규,우익수,0.074,2022,40,삼성,17,5,59,0,0,11,0,0,1.0,0,0,0,-
이성규,좌익수,0.073,2022,94,삼성,1,0,2,0,0,2,0,0,1.000,0,0,0,-
윤정빈,좌익수,0.052,2022,80,삼성,3,0,5,0,0,2,0,0,1.000,0,0,0,-
김상수,유격수,0.046,2022,15,삼성,47,37,326 1/3,5,0,79,98,21,0.973,0,0,0,-
이태훈,1루수,0.044,2022,80,삼성,3,1,10,0,0,8,1,1,1.000,0,0,0,-
이재현,3루수,0.029,2022,26,삼성,28,19,156,3,0,7,36,4,0.935,0,0,0,-
피렐라,우익수,0.029,2022,80,삼성,3,0,5,0,0,0,0,0,-,0,0,0,-
윤정빈,1루수,0.020,2022,80,삼성,3,0,6,0,0,4,0,0,1.000,0,0,0,-
조민성,1루수,0.019,2022,52,삼성,10,3,31,1,0,31,2,3,0.971,0,0,0,-
이해승,3루수,0.012,2022,63,삼성,6,1,14,1,0,1,5,1,0.857,0,0,0,-
안주형,유격수,0.002,2022,94,삼성,1,0,1,0,0,0,0,0,-,0,0,0,-
김성표,좌익수,-0.001,2022,90,삼성,2,0,2,0,0,0,0,0,-,0,0,0,-
이해승,1루수,-0.001,2022,94,삼성,1,0,2,0,0,4,0,0,1.000,0,0,0,-
김동진,2루수,-0.003,2022,90,삼성,2,0,6,0,0,0,5,0,1.000,0,0,0,-
김헌곤,좌익수,-0.007,2022,33,삼성,25,9,104,0,0,24,2,0,1.0,0,0,0,-
김동엽,좌익수,-0.008,2022,54,삼성,9,5,45,0,0,11,0,0,1.0,0,0,0,-
이병헌,포수,-0.013,2022,80,삼성,3,2,11,0,0,9,3,1,1.000,0,2,2,50.0
이재현,2루수,-0.015,2022,63,삼성,6,4,30,1,0,7,7,0,0.933,0,0,0,-
김상수,3루수,-0.016,2022,76,삼성,4,2,18,0,0,1,2,1,1.000,0,0,0,-
이성규,1루수,-0.022,2022,71,삼성,5,2,22,0,0,23,0,1,1.000,0,0,0,-
최영진,3루수,-0.040,2022,41,삼성,16,11,98,1,0,11,22,1,0.971,0,0,0,-
김호재,1루수,-0.042,2022,61,삼성,7,0,13,0,0,10,0,0,1.000,0,0,0,-
김영웅,유격수,-0.042,2022,80,삼성,3,2,13,1,0,2,1,0,0.750,0,0,0,-
김재혁,우익수,-0.057,2022,76,삼성,4,4,32 1/3,0,0,3,0,0,1.000,0,0,0,-
김호재,유격수,-0.061,2022,90,삼성,2,0,3,0,0,0,1,0,1.000,0,0,0,-
김성윤,좌익수,-0.062,2022,63,삼성,6,1,17,0,0,1,0,0,1.000,0,0,0,-
김지찬,유격수,-0.073,2022,44,삼성,15,11,99,4,0,14,32,8,0.92,0,0,0,-
조민성,좌익수,-0.080,2022,80,삼성,3,1,9,0,0,2,0,0,1.000,0,0,0,-
공민규,3루수,-0.099,2022,61,삼성,7,1,18,2,0,1,3,0,0.667,0,0,0,-
김호재,2루수,-0.100,2022,63,삼성,6,3,31,2,0,8,10,1,0.900,0,0,0,-
김재혁,좌익수,-0.105,2022,63,삼성,6,5,43,0,0,8,0,0,1.000,0,0,0,-
