선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
이재현,유격수,1.403,2023,1,삼성,140,135,1156 1/3,20,0,222,341,70,0.966,0,0,0,-
김동진,2루수,0.51,2023,21,삼성,37,23,236,4,0,55,87,22,0.973,0,0,0,-
이성규,중견수,0.4,2023,23,삼성,33,25,218 2/3,1,0,68,1,0,0.986,0,0,0,-
오재일,1루수,0.361,2023,7,삼성,88,80,700,8,0,656,53,55,0.989,0,0,0,-
강한울,3루수,0.342,2023,11,삼성,58,48,415 2/3,6,0,34,77,9,0.949,0,0,0,-
김성윤,우익수,0.305,2023,19,삼성,39,33,274 2/3,2,0,65,2,1,0.971,0,0,0,-
강민호,포수,0.205,2023,3,삼성,101,94,786 2/3,3,0,579,49,4,0.995,4,50,12,19.4
김영웅,3루수,0.197,2023,20,삼성,38,20,215 1/3,5,0,11,40,1,0.911,0,0,0,-
김재성,포수,0.197,2023,18,삼성,40,18,191 1/3,0,0,134,10,1,1.0,1,13,6,31.6
김영웅,유격수,0.194,2023,48,삼성,14,1,36,1,0,8,13,1,0.955,0,0,0,-
윤정빈,좌익수,0.115,2023,55,삼성,8,1,23,0,0,5,0,0,1.000,0,0,0,-
이성규,1루수,0.11,2023,35,삼성,20,8,77 2/3,0,0,68,3,4,1.000,0,0,0,-
조민성,1루수,0.109,2023,55,삼성,8,6,44,0,0,47,3,4,1.000,0,0,0,-
김호재,유격수,0.108,2023,80,삼성,3,0,6,0,0,1,3,0,1.000,0,0,0,-
김성윤,좌익수,0.107,2023,23,삼성,33,10,132 1/3,0,0,37,1,1,1.0,0,0,0,-
구자욱,좌익수,0.104,2023,31,삼성,22,22,182,0,0,53,2,0,1.000,0,0,0,-
김호재,2루수,0.095,2023,35,삼성,20,9,84,0,0,25,22,6,1.000,0,0,0,-
김동진,3루수,0.09,2023,61,삼성,7,4,31,0,0,3,7,0,1.000,0,0,0,-
류지혁,2루수,0.089,2023,40,삼성,18,13,108,0,0,24,36,8,1.000,0,0,0,-
김동진,유격수,0.088,2023,61,삼성,7,3,35 1/3,2,0,7,8,3,0.882,0,0,0,-
강한울,유격수,0.071,2023,80,삼성,3,1,11,0,0,2,4,0,1.000,0,0,0,-
강준서,중견수,0.062,2023,68,삼성,6,2,21 2/3,0,0,6,0,0,1.000,0,0,0,-
김태훈,1루수,0.062,2023,69,삼성,5,1,12,0,0,15,2,0,1.000,0,0,0,-
