선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
윤정빈,중견수,0.06,2023,73,삼성,4,3,17,0,0,5,0,0,1.000,0,0,0,-
김재상,3루수,0.047,2023,73,삼성,4,1,13,0,0,2,2,0,1.000,0,0,0,-
송준석,좌익수,0.038,2023,89,삼성,2,1,3,0,0,1,0,0,1.000,0,0,0,-
김현준,우익수,0.032,2023,98,삼성,1,1,8,0,0,2,0,0,1.000,0,0,0,-
공민규,1루수,0.031,2023,52,삼성,10,1,28 1/3,0,0,33,0,2,1.000,0,0,0,-
강한울,2루수,0.021,2023,51,삼성,11,7,63 2/3,1,0,12,20,5,0.970,0,0,0,-
이해승,3루수,0.02,2023,69,삼성,5,0,10 1/3,0,0,3,3,0,1.000,0,0,0,-
류승민,좌익수,0.016,2023,80,삼성,3,0,3,0,0,0,0,0,-,0,0,0,-
김성윤,중견수,0.012,2023,28,삼성,28,12,141,0,0,45,0,0,1.0,0,0,0,-
이해승,유격수,0.011,2023,80,삼성,3,1,8,0,0,0,1,0,1.000,0,0,0,-
김헌곤,우익수,-0.001,2023,98,삼성,1,0,1,0,0,0,0,0,-,0,0,0,-
김민수,포수,-0.003,2023,89,삼성,2,0,3,0,0,3,0,0,1.000,0,2,0,0.0
김영웅,2루수,-0.003,2023,73,삼성,4,0,9,0,0,0,2,0,1.000,0,0,0,-
김호재,3루수,-0.005,2023,23,삼성,33,17,157 2/3,0,0,11,31,1,1.0,0,0,0,-
이성규,좌익수,-0.008,2023,89,삼성,2,0,5,0,0,2,0,0,1.000,0,0,0,-
김상민,우익수,-0.011,2023,80,삼성,3,0,8,0,0,1,0,0,1.000,0,0,0,-
김도환,포수,-0.027,2023,55,삼성,8,3,31,0,0,24,1,0,1.000,0,5,0,0.0
김재상,2루수,-0.028,2023,73,삼성,4,2,19,1,0,7,6,0,0.929,0,0,0,-
구자욱,우익수,-0.05,2023,9,삼성,70,69,590 2/3,0,0,121,3,1,1.0,0,0,0,-
송준석,우익수,-0.063,2023,89,삼성,2,1,6,0,0,0,0,0,-,0,0,0,-
김태훈,좌익수,-0.064,2023,69,삼성,5,5,40,0,0,8,1,0,1.000,0,0,0,-
김상민,중견수,-0.079,2023,89,삼성,2,1,8,0,0,3,0,0,1.000,0,0,0,-
강한울,1루수,-0.079,2023,89,삼성,2,2,17,0,0,12,1,0,1.000,0,0,0,-
이병헌,포수,-0.083,2023,33,삼성,21,9,85 1/3,0,0,63,3,1,1.000,1,5,1,16.7
김재성,1루수,-0.092,2023,55,삼성,8,5,44 2/3,0,0,38,2,1,1.000,0,0,0,-
강준서,좌익수,-0.092,2023,80,삼성,3,2,18,0,0,2,0,0,1.000,0,0,0,-
조민성,우익수,-0.104,2023,98,삼성,1,0,3,0,0,1,0,0,1.000,0,0,0,-
류지혁,3루수,-0.111,2023,4,삼성,99,83,690 2/3,6,0,56,124,14,0.968,0,0,0,-
윤정빈,우익수,-0.117,2023,61,삼성,7,2,21,0,0,3,0,0,1.000,0,0,0,-
안주형,3루수,-0.124,2023,73,삼성,4,2,16 1/3,0,0,0,2,1,1.000,0,0,0,-
안주형,유격수,-0.131,2023,50,삼성,13,2,25 2/3,0,0,5,2,0,1.000,0,0,0,-
류지혁,1루수,-0.138,2023,26,삼성,31,22,194,0,0,173,11,20,1.0,0,0,0,-
김상민,좌익수,-0.141,2023,80,삼성,3,2,15,0,0,10,0,0,1.000,0,0,0,-
안주형,2루수,-0.141,2023,40,삼성,18,12,113 1/3,2,0,35,38,9,0.973,0,0,0,-
이태훈,1루수,-0.158,2023,61,삼성,7,3,22 2/3,1,0,17,0,1,0.944,0,0,0,-
윤정빈,1루수,-0.166,2023,53,삼성,9,5,42,0,0,39,2,3,1.000,0,0,0,-
김호재,1루수,-0.174,2023,35,삼성,20,9,86,2,0,70,9,5,0.975,0,0,0,-
이성규,우익수,-0.233,2023,17,삼성,41,3,104 2/3,2,0,22,2,0,0.923,0,0,0,-
공민규,3루수,-0.247,2023,53,삼성,9,6,47,0,0,3,5,0,1.000,0,0,0,-
김동엽,좌익수,-0.283,2023,55,삼성,8,6,44,1,0,10,0,0,0.909,0,0,0,-
피렐라,우익수,-0.334,2023,38,삼성,19,19,141,1,0,32,0,0,0.970,0,0,0,-
김현준,중견수,-0.337,2023,2,삼성,104,101,872,5,0,301,4,2,0.984,0,0,0,-
류승민,우익수,-0.361,2023,40,삼성,18,16,120 1/3,1,0,22,0,0,0.957,0,0,0,-
김지찬,2루수,-0.443,2023,6,삼성,91,84,696 1/3,16,0,170,224,45,0.961,0,0,0,-
피렐라,좌익수,-1.984,2023,4,삼성,99,95,809,1,0,171,6,0,0.994,0,0,0,-
이해승,2루수,,2023,98,삼성,1,0,1,0,0,1,1,0,1.000,0,0,0,-
김헌곤,좌익수,,2023,73,삼성,4,0,4,0,0,0,0,0,-,0,0,0,-
