선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
장성우,포수,1.547,2022,5,KT,126,114,952,3,0,665,34,6,0.996,6,54,14,20.6
심우준,유격수,0.761,2022,1,KT,144,133,1157,21,0,231,427,94,0.969,0,0,0,-
조용호,좌익수,0.633,2022,8,KT,86,69,525 2/3,1,0,107,6,1,0.991,0,0,0,-
홍현빈,우익수,0.423,2022,57,KT,4,0,5,0,0,0,0,0,-,0,0,0,-
홍현빈,좌익수,0.333,2022,30,KT,26,2,51 1/3,0,0,16,0,0,1.000,0,0,0,-
김민혁,좌익수,0.331,2022,11,KT,68,48,379 2/3,4,0,97,1,0,0.961,0,0,0,-
송민섭,중견수,0.139,2022,42,KT,17,1,38,0,0,16,2,0,1.000,0,0,0,-
송민섭,우익수,0.093,2022,14,KT,55,0,85 1/3,0,0,15,1,0,1.0,0,0,0,-
문상인,포수,0.026,2022,62,KT,3,0,7,0,0,2,0,0,1.000,0,0,0,-
강백호,1루수,0.005,2022,4,KT,127,121,1064,10,0,1056,75,111,0.991,0,0,0,-
홍현빈,중견수,0.005,2022,46,KT,11,2,22 2/3,0,0,7,0,0,1.000,0,0,0,-
황재균,1루수,-0.002,2022,66,KT,2,1,11 1/3,0,0,8,0,2,1.000,0,0,0,-
송민섭,좌익수,-0.014,2022,14,KT,55,0,93 2/3,0,0,19,1,0,1.0,0,0,0,-
김병희,3루수,-0.039,2022,44,KT,14,2,32 2/3,0,0,0,7,1,1.000,0,0,0,-
김민혁,우익수,-0.054,2022,53,KT,6,1,14,0,0,3,0,0,1.000,0,0,0,-
김병희,2루수,-0.087,2022,57,KT,4,1,13 2/3,1,0,2,6,1,0.889,0,0,0,-
박경수,2루수,-0.193,2022,6,KT,105,94,746 1/3,8,0,180,286,66,0.983,0,0,0,-
김병희,1루수,-0.213,2022,47,KT,10,1,15,0,0,12,1,2,1.000,0,0,0,-
배정대,중견수,-0.231,2022,2,KT,143,141,1221 1/3,5,0,354,13,2,0.987,0,0,0,-
조용호,우익수,-0.234,2022,26,KT,31,23,192 2/3,0,0,44,0,0,1.0,0,0,0,-
문상철,1루수,-0.266,2022,28,KT,29,17,146 1/3,1,0,131,9,16,0.993,0,0,0,-
황재균,3루수,-0.331,2022,3,KT,132,128,1113 2/3,13,0,106,213,31,0.961,0,0,0,-
문상철,좌익수,,2022,43,KT,15,11,89,0,0,23,0,0,1.000,0,0,0,-
