선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
심우준,유격수,2.325,2019,3,KT,124,113,976 1/3,9,0,213,290,77,0.982,0,0,0,-
박경수,2루수,1.973,2019,1,KT,126,121,983 2/3,9,0,222,349,81,0.984,0,0,0,-
황재균,3루수,1.889,2019,4,KT,117,112,964,10,0,103,215,22,0.97,0,0,0,-
장성우,포수,1.350,2019,2,KT,125,107,911 2/3,5,0,626,54,4,0.993,10,60,24,28.6
배정대,중견수,0.487,2019,20,KT,35,10,149 1/3,1,0,49,1,1,0.98,0,0,0,-
박승욱,1루수,0.464,2019,11,KT,52,25,252 1/3,2,0,265,21,27,0.993,0,0,0,-
김민혁,좌익수,0.382,2019,6,KT,96,85,710 2/3,4,0,160,1,1,0.976,0,0,0,-
송민섭,좌익수,0.374,2019,26,KT,29,3,63 1/3,0,0,19,1,0,1.0,0,0,0,-
황재균,유격수,0.351,2019,50,KT,9,6,54,1,0,12,18,4,0.968,0,0,0,-
김민혁,중견수,0.277,2019,29,KT,27,25,192,0,0,57,0,0,1.0,0,0,0,-
안승한,포수,0.229,2019,19,KT,36,11,119,2,0,88,5,0,0.979,1,8,2,20.0
박승욱,2루수,0.199,2019,17,KT,42,17,200,2,0,50,54,16,0.981,0,0,0,-
심우준,3루수,0.185,2019,46,KT,11,1,32 1/3,1,0,1,13,0,0.933,0,0,0,-
김진곤,좌익수,0.181,2019,56,KT,7,2,27 1/3,0,0,8,0,0,1.000,0,0,0,-
고명성,유격수,0.169,2019,43,KT,13,1,35 2/3,1,0,3,18,4,0.955,0,0,0,-
송민섭,중견수,0.167,2019,36,KT,21,2,39 1/3,0,0,17,0,0,1.000,0,0,0,-
송민섭,우익수,0.146,2019,18,KT,37,1,80 1/3,0,0,22,1,0,1.0,0,0,0,-
로하스,우익수,0.143,2019,60,KT,6,1,20 2/3,0,0,7,0,0,1.000,0,0,0,-
배정대,우익수,0.137,2019,48,KT,10,0,15 1/3,0,0,6,0,0,1.000,0,0,0,-
로하스,좌익수,0.105,2019,14,KT,44,40,317 1/3,0,0,72,4,0,1.0,0,0,0,-
오태곤,좌익수,0.078,2019,50,KT,9,6,48 2/3,0,0,8,0,0,1.000,0,0,0,-
이준수,포수,0.076,2019,22,KT,32,14,141 2/3,2,0,96,10,0,0.981,1,16,3,15.8
강백호,1루수,0.060,2019,77,KT,1,0,3,0,0,1,1,0,1.000,0,0,0,-
이대형,중견수,0.057,2019,77,KT,1,0,5,0,0,2,0,0,1.000,0,0,0,-
강민국,3루수,0.053,2019,43,KT,13,1,31 2/3,1,0,6,5,0,0.917,0,0,0,-
심우준,2루수,0.047,2019,56,KT,7,3,31 1/3,1,0,6,12,2,0.947,0,0,0,-
김병희,3루수,0.044,2019,68,KT,3,2,17,0,0,2,5,0,1.000,0,0,0,-
배정대,좌익수,0.039,2019,38,KT,20,3,48 2/3,0,0,9,1,0,1.000,0,0,0,-
박민석,유격수,0.029,2019,71,KT,2,0,2,0,0,0,1,0,1.000,0,0,0,-
박승욱,3루수,0.026,2019,45,KT,12,8,70 2/3,0,0,2,15,3,1.000,0,0,0,-
오태곤,우익수,0.024,2019,71,KT,2,0,7,0,0,1,0,0,1.000,0,0,0,-
고명성,2루수,0.023,2019,50,KT,9,0,15 1/3,0,0,2,8,1,1.000,0,0,0,-
김진곤,중견수,0.011,2019,62,KT,5,3,19,0,0,5,0,0,1.000,0,0,0,-
유한준,좌익수,0.008,2019,77,KT,1,1,6,0,0,0,0,0,-,0,0,0,-
이해창,포수,0.006,2019,34,KT,25,12,103 1/3,1,0,68,10,1,0.987,3,6,5,45.5
김영환,유격수,-0.001,2019,77,KT,1,1,8,0,0,2,1,0,1.000,0,0,0,-
김진곤,우익수,-0.001,2019,71,KT,2,0,4,0,0,0,0,0,-,0,0,0,-
강백호,좌익수,-0.002,2019,77,KT,1,0,4,0,0,0,0,0,-,0,0,0,-
윤석민,3루수,-0.010,2019,35,KT,22,18,129 2/3,4,0,12,22,0,0.895,0,0,0,-
윤석민,1루수,-0.021,2019,23,KT,31,20,179,1,0,179,11,21,0.995,0,0,0,-
로하스,1루수,-0.035,2019,77,KT,1,0,3,0,0,1,0,0,1.000,0,0,0,-
황재균,1루수,-0.038,2019,64,KT,4,1,8 2/3,0,0,12,0,1,1.000,0,0,0,-
김영환,2루수,-0.044,2019,56,KT,7,2,20,0,0,2,5,0,1.000,0,0,0,-
조용호,우익수,-0.049,2019,29,KT,27,22,181 1/3,0,0,42,1,0,1.000,0,0,0,-
박승욱,유격수,-0.054,2019,54,KT,8,2,29,1,0,7,6,1,0.929,0,0,0,-
안치영,2루수,-0.056,2019,77,KT,1,0,4,0,0,1,2,0,1.000,0,0,0,-
강민국,2루수,-0.097,2019,46,KT,11,4,38,3,0,7,12,1,0.864,0,0,0,-
