선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
심우준,유격수,1.557,2021,2,KT,138,129,1065,19,0,210,327,78,0.966,0,0,0,-
장성우,포수,1.470,2021,5,KT,110,97,813 1/3,7,0,698,43,8,0.991,3,75,19,20.2
오윤석,2루수,0.736,2021,16,KT,50,28,258,1,0,44,102,21,0.993,0,0,0,-
배정대,중견수,0.463,2021,1,KT,144,139,1189 1/3,3,0,308,7,1,0.991,0,0,0,-
송민섭,우익수,0.369,2021,18,KT,48,3,109 1/3,0,0,32,2,1,1.0,0,0,0,-
황재균,3루수,0.366,2021,4,KT,114,112,938 1/3,16,0,67,178,21,0.939,0,0,0,-
신본기,2루수,0.352,2021,14,KT,52,30,233 2/3,3,0,52,64,16,0.975,0,0,0,-
호잉,우익수,0.348,2021,8,KT,68,65,554,3,0,121,4,1,0.977,0,0,0,-
송민섭,좌익수,0.338,2021,11,KT,58,0,102 1/3,0,0,22,1,0,1.0,0,0,0,-
이홍구,포수,0.288,2021,26,KT,35,13,143 1/3,0,0,122,7,0,1.0,2,7,4,36.4
허도환,포수,0.212,2021,12,KT,57,33,290 1/3,1,0,238,13,0,0.996,1,11,3,21.4
오윤석,1루수,0.192,2021,23,KT,41,17,171 2/3,1,0,150,15,18,0.994,0,0,0,-
홍현빈,좌익수,0.162,2021,36,KT,23,1,49 2/3,0,0,11,1,0,1.0,0,0,0,-
신본기,유격수,0.112,2021,44,KT,14,6,53 1/3,0,0,5,13,4,1.0,0,0,0,-
박경수,2루수,0.103,2021,7,KT,97,60,522,3,0,121,181,43,0.99,0,0,0,-
호잉,중견수,0.101,2021,56,KT,5,3,26,0,0,8,1,0,1.0,0,0,0,-
신본기,3루수,0.099,2021,20,KT,47,21,195,1,0,14,45,6,0.983,0,0,0,-
천성호,2루수,0.098,2021,53,KT,9,4,31 2/3,0,0,4,11,2,1.0,0,0,0,-
강민국,3루수,0.075,2021,74,KT,1,0,3,0,0,0,3,0,1.000,0,0,0,-
김태훈,좌익수,0.066,2021,56,KT,5,4,22,0,0,4,1,0,1.0,0,0,0,-
권동진,3루수,0.066,2021,67,KT,2,0,5,0,0,1,2,1,1.000,0,0,0,-
김준태,포수,0.055,2021,14,KT,52,32,302,2,0,267,21,3,0.993,2,33,11,25.0
홍현빈,우익수,0.043,2021,67,KT,2,0,5,0,0,2,0,0,1.000,0,0,0,-
문상철,좌익수,0.042,2021,64,KT,3,0,3 1/3,0,0,1,0,0,1.000,0,0,0,-
조용호,중견수,0.035,2021,67,KT,2,2,10,0,0,2,0,0,1.000,0,0,0,-
문상철,1루수,0.034,2021,39,KT,18,7,66 2/3,0,0,74,3,9,1.0,0,0,0,-
김민혁,중견수,0.033,2021,67,KT,2,0,4,0,0,1,0,0,1.000,0,0,0,-
고명성,유격수,0.007,2021,61,KT,4,0,4 2/3,0,0,0,3,0,1.000,0,0,0,-
강민국,2루수,0.004,2021,41,KT,16,13,105,1,0,24,42,13,0.985,0,0,0,-
문상철,3루수,0.000,2021,74,KT,1,0,1,0,0,0,0,0,-,0,0,0,-
김병희,1루수,-0.002,2021,67,KT,2,0,3,0,0,2,0,1,1.000,0,0,0,-
권동진,2루수,-0.014,2021,24,KT,39,5,96 1/3,3,0,21,29,5,0.943,0,0,0,-
김민혁,좌익수,-0.032,2021,25,KT,38,30,225 2/3,0,0,48,0,0,1.0,0,0,0,-
강백호,포수,-0.033,2021,74,KT,1,0,1,0,0,2,0,0,1.000,1,0,0,-
천성호,1루수,-0.062,2021,45,KT,12,2,37 2/3,1,0,31,0,2,0.969,0,0,0,-
송민섭,중견수,-0.062,2021,40,KT,17,0,34 2/3,0,0,7,0,0,1.0,0,0,0,-
박승욱,2루수,-0.114,2021,61,KT,4,2,12,2,0,4,4,1,0.800,0,0,0,-
김건형,우익수,-0.177,2021,48,KT,11,11,85,0,0,9,1,0,1.0,0,0,0,-
