순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,임재현,SK,0.667,6,3,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0.667,0.667,1.334,0,0.0,0.0
2,고종욱,SK,0.323,137,513,492,76,159,25,7,3,207,56,0,2,18,1,1,89,5,0.421,0.347,0.768,48,0.341,0.231
3,최정,SK,0.292,141,606,503,86,147,27,0,29,261,99,0,8,69,6,26,92,4,0.519,0.399,0.918,40,0.333,0.0
4,김재현,SK,0.286,83,49,42,29,12,2,1,0,16,2,3,0,4,0,0,11,0,0.381,0.348,0.729,2,0.25,0.333
5,정의윤,SK,0.282,110,419,380,44,107,24,0,13,170,59,0,2,30,1,6,60,9,0.447,0.342,0.789,29,0.279,0.25
6,로맥,SK,0.276,137,589,504,86,139,28,1,29,256,95,0,6,73,3,6,117,11,0.508,0.370,0.878,39,0.266,0.0
7,김강민,SK,0.270,127,460,422,54,114,14,2,8,156,50,0,3,31,3,4,103,2,0.370,0.324,0.694,31,0.298,0.25
8,이재원,SK,0.268,139,502,451,33,121,19,0,12,176,75,1,7,34,2,9,59,16,0.390,0.327,0.717,29,0.303,0.364
9,한유섬,SK,0.265,125,502,427,52,113,20,0,12,169,52,0,0,55,4,20,100,6,0.396,0.375,0.771,28,0.264,0.3
10,김성민,SK,0.250,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0.250,0.250,0.500,0,0.0,0.0
10,노수광,SK,0.250,117,445,388,69,97,16,1,2,121,28,9,0,46,0,2,68,1,0.312,0.333,0.645,27,0.333,0.5
12,김성현,SK,0.246,144,472,426,45,105,16,2,1,128,34,8,3,33,0,2,43,15,0.300,0.302,0.602,24,0.216,0.0
13,안상현,SK,0.235,65,108,102,14,24,3,0,0,27,5,1,1,4,0,0,28,3,0.265,0.262,0.527,4,0.227,0.0
14,최항,SK,0.228,52,147,127,12,29,5,0,0,34,14,1,1,16,0,2,24,3,0.268,0.322,0.590,5,0.25,0.0
15,남태혁,SK,0.227,12,24,22,1,5,0,0,0,5,1,0,0,2,0,0,3,3,0.227,0.292,0.519,0,0.167,0.2
15,최승준,SK,0.227,10,24,22,2,5,0,0,0,5,0,0,0,2,0,0,10,1,0.227,0.292,0.519,1,0.0,0.0
17,배영섭,SK,0.225,30,80,71,5,16,1,0,0,17,7,0,1,6,0,2,15,0,0.239,0.300,0.539,2,0.385,0.25
18,나주환,SK,0.222,94,245,225,14,50,9,0,3,68,20,4,1,12,0,3,54,6,0.302,0.270,0.572,12,0.226,0.385
19,최준우,SK,0.212,15,36,33,3,7,2,0,0,9,0,0,0,3,0,0,3,2,0.273,0.278,0.551,2,0.0,0.5
20,박정권,SK,0.188,18,37,32,5,6,1,0,1,10,5,0,0,5,0,0,11,0,0.313,0.297,0.610,2,0.25,0.2
20,정진기,SK,0.188,13,17,16,1,3,0,0,0,3,2,0,0,1,0,0,2,0,0.188,0.235,0.423,1,0.5,1.0
22,김창평,SK,0.178,18,53,45,4,8,2,0,0,10,3,3,0,4,0,1,11,1,0.222,0.260,0.482,3,0.25,0.0
23,강승호,SK,0.154,15,42,39,5,6,0,0,2,12,5,1,0,2,0,0,18,1,0.308,0.195,0.503,1,0.25,0.0
24,허도환,SK,0.127,56,93,79,3,10,3,0,1,16,6,4,2,5,0,3,18,3,0.203,0.202,0.405,0,0.0,0.0
25,정현,SK,0.079,27,45,38,3,3,0,0,0,3,2,0,1,6,0,0,17,1,0.079,0.200,0.279,0,0.167,0.0
26,최경모,SK,0.063,17,16,16,2,1,1,0,0,2,1,0,0,0,0,0,2,0,0.125,0.063,0.188,0,0.0,0.0
27,김태훈,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
27,신재웅,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
27,오준혁,SK,0.000,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
27,이승진,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
27,이현석,SK,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
27,채현우,SK,0.0,9,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0
27,최민재,SK,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
