선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
박성한,유격수,2.979,2022,1,SSG,138,131,1176,24,0,215,376,97,0.961,0,0,0,-
최지훈,중견수,1.243,2022,4,SSG,114,106,921 2/3,1,0,241,8,2,0.996,0,0,0,-
김성현,2루수,0.846,2022,5,SSG,105,67,649,7,0,131,230,58,0.981,0,0,0,-
오태곤,좌익수,0.601,2022,8,SSG,81,50,488,1,0,117,7,1,0.992,0,0,0,-
김민식,포수,0.532,2022,7,SSG,98,64,595,5,3,462,50,3,0.99,3,39,17,30.4
이재원,포수,0.497,2022,6,SSG,100,78,660 1/3,4,0,567,20,8,0.993,0,55,6,9.8
최지훈,좌익수,0.386,2022,30,SSG,27,18,166 1/3,0,0,41,1,0,1.0,0,0,0,-
라가레스,좌익수,0.235,2022,17,SSG,46,46,394 2/3,2,0,97,2,0,0.98,0,0,0,-
최경모,3루수,0.214,2022,13,SSG,62,9,157 2/3,3,0,15,35,1,0.943,0,0,0,-
안상현,2루수,0.192,2022,25,SSG,30,9,103,1,0,21,42,10,0.984,0,0,0,-
최정,3루수,0.179,2022,3,SSG,117,115,958 1/3,12,0,71,170,12,0.953,0,0,0,-
김강민,중견수,0.175,2022,15,SSG,60,35,341,0,0,85,0,0,1.0,0,0,0,-
최경모,2루수,0.172,2022,27,SSG,28,5,76,0,0,17,20,2,1.0,0,0,0,-
최상민,우익수,0.169,2022,41,SSG,13,0,22,0,0,10,0,0,1.000,0,0,0,-
오준혁,우익수,0.148,2022,39,SSG,17,8,64,0,0,14,0,0,1.000,0,0,0,-
최지훈,우익수,0.104,2022,23,SSG,39,14,151 1/3,0,0,42,2,0,1.0,0,0,0,-
오준혁,좌익수,0.092,2022,48,SSG,8,4,29 1/3,0,0,3,2,0,1.000,0,0,0,-
최경모,유격수,0.086,2022,48,SSG,8,0,15 2/3,1,0,4,8,3,0.923,0,0,0,-
석정우,3루수,0.084,2022,63,SSG,3,1,9,0,0,1,3,1,1.000,0,0,0,-
한유섬,우익수,0.067,2022,2,SSG,120,114,979 2/3,0,0,210,4,0,1.0,0,0,0,-
최상민,중견수,0.055,2022,59,SSG,4,1,14,0,0,8,0,0,1.000,0,0,0,-
이흥련,포수,0.046,2022,34,SSG,22,15,139,0,0,109,5,1,1.000,0,14,1,6.7
추신수,우익수,0.041,2022,69,SSG,2,2,17,0,0,4,0,0,1.000,0,0,0,-
김성현,유격수,0.040,2022,36,SSG,20,11,94 1/3,1,0,16,32,7,0.980,0,0,0,-
오태곤,3루수,0.027,2022,74,SSG,1,0,2,0,0,0,1,0,1.000,0,0,0,-
석정우,2루수,0.016,2022,63,SSG,3,1,9 1/3,0,0,4,4,2,1.000,0,0,0,-
김규남,좌익수,0.012,2022,74,SSG,1,0,2,0,0,0,0,0,-,0,0,0,-
안상현,유격수,0.002,2022,74,SSG,1,0,2,0,0,0,0,0,-,0,0,0,-
최준우,2루수,0.000,2022,52,SSG,6,4,25,1,0,9,11,3,0.952,0,0,0,-
하재훈,우익수,-0.001,2022,74,SSG,1,0,3,0,0,0,0,0,-,0,0,0,-
오태곤,우익수,-0.003,2022,40,SSG,16,3,42 1/3,0,0,15,1,0,1.000,0,0,0,-
최항,3루수,-0.008,2022,63,SSG,3,2,13,0,0,0,2,1,1.000,0,0,0,-
이현석,포수,-0.012,2022,45,SSG,9,3,35,1,0,25,2,1,0.964,0,3,1,25.0
이정범,우익수,-0.014,2022,69,SSG,2,2,14,1,0,5,1,0,0.857,0,0,0,-
석정우,유격수,-0.014,2022,63,SSG,3,1,7 1/3,0,0,1,2,0,1.000,0,0,0,-
이정범,좌익수,-0.019,2022,74,SSG,1,1,4,0,0,0,0,0,-,0,0,0,-
오태곤,1루수,-0.033,2022,18,SSG,45,9,129 1/3,0,0,111,15,12,1.0,0,0,0,-
최항,1루수,-0.042,2022,63,SSG,3,0,3,0,0,2,0,0,1.000,0,0,0,-
조형우,포수,-0.046,2022,54,SSG,5,1,20,0,0,19,0,0,1.000,2,3,0,0.0
하재훈,좌익수,-0.058,2022,21,SSG,40,23,194,1,0,44,3,0,0.979,0,0,0,-
김규남,우익수,-0.061,2022,74,SSG,1,1,8,0,0,4,0,0,1.000,0,0,0,-
오태곤,중견수,-0.081,2022,54,SSG,5,1,12,0,0,0,0,0,-,0,0,0,-
김성현,3루수,-0.130,2022,38,SSG,18,10,111 1/3,4,0,12,23,2,0.897,0,0,0,-
최상민,좌익수,-0.212,2022,52,SSG,6,2,22,0,0,5,0,0,1.000,0,0,0,-
최주환,2루수,-0.233,2022,11,SSG,63,58,435,7,0,81,131,23,0.968,0,0,0,-
김재현,3루수,-0.235,2022,45,SSG,9,6,49,1,0,4,6,0,0.909,0,0,0,-
하재훈,중견수,-0.300,2022,54,SSG,5,1,12 2/3,0,0,1,0,0,1.000,0,0,0,-
최주환,1루수,-0.399,2022,31,SSG,24,18,157 2/3,4,0,143,14,20,0.975,0,0,0,-
크론,1루수,-0.749,2022,11,SSG,63,61,533 2/3,3,0,542,43,54,0.995,0,0,0,-
전의산,1루수,-0.961,2022,13,SSG,62,56,477 2/3,8,0,441,29,39,0.983,0,0,0,-
김재현,유격수,,2022,54,SSG,5,0,6,0,0,1,3,0,1.000,0,0,0,-
김재현,2루수,,2022,59,SSG,4,0,4,0,0,0,0,0,-,0,0,0,-
안상현,좌익수,,2022,74,SSG,1,0,1,0,0,0,0,0,-,0,0,0,-
안상현,3루수,,2022,74,SSG,1,0,1,0,0,0,1,0,1.000,0,0,0,-
