순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,허도환,SK,0.5,2,1,1,0,0,0,0,0,0,0,1번
2,고종욱,SK,0.385,52,20,2,1,0,2,2,0,5,1,1번
3,나주환,SK,0.333,3,1,0,0,0,0,1,0,2,0,1번
3,이재원,SK,0.333,3,1,0,0,0,1,0,0,0,0,1번
5,김강민,SK,0.251,179,45,4,1,4,16,15,1,44,0,1번
6,노수광,SK,0.242,322,78,13,1,2,25,36,2,51,1,1번
7,배영섭,SK,0.222,18,4,0,0,0,3,1,0,6,0,1번
8,김재현,SK,0.2,25,5,1,1,0,0,3,0,8,0,1번
9,로맥,SK,0.0,1,0,0,0,0,0,0,0,0,0,1번
9,정의윤,SK,0.0,1,0,0,0,0,0,0,0,0,0,1번
9,정진기,SK,0.0,1,0,0,0,0,0,1,0,1,0,1번
9,한유섬,SK,0.0,1,0,0,0,0,0,0,0,1,0,1번
1,김재현,SK,1.0,1,1,0,0,0,0,1,0,0,0,2번
2,노수광,SK,0.333,15,5,0,0,0,0,2,0,4,0,2번
3,고종욱,SK,0.303,188,57,10,4,3,21,7,1,40,3,2번
4,한유섬,SK,0.285,354,101,17,0,11,43,39,16,78,5,2번
5,강승호,SK,0.278,18,5,0,0,1,3,0,0,4,0,2번
6,로맥,SK,0.143,7,1,0,0,0,0,2,0,1,0,2번
7,김강민,SK,0.0,2,0,0,0,0,0,0,0,0,0,2번
7,김성현,SK,0.0,1,0,0,0,0,0,0,0,0,0,2번
7,나주환,SK,0.0,1,0,0,0,0,0,0,0,0,0,2번
7,박정권,SK,0.0,1,0,0,0,0,0,1,0,0,0,2번
7,배영섭,SK,0.0,2,0,0,0,0,0,0,0,0,0,2번
7,오준혁,SK,0.0,1,0,0,0,0,0,0,0,1,0,2번
7,채현우,SK,0.0,1,0,0,0,0,0,0,0,1,0,2번
7,최승준,SK,0.0,2,0,0,0,0,0,0,0,2,0,2번
7,최정,SK,0.0,1,0,0,0,0,0,0,0,0,0,2번
1,최준우,SK,1.0,1,1,0,0,0,0,1,0,0,0,3번
2,김강민,SK,0.391,23,9,2,1,0,6,0,3,3,0,3번
3,정의윤,SK,0.333,36,12,4,0,1,7,6,0,7,0,3번
3,최승준,SK,0.333,6,2,0,0,0,0,0,0,1,0,3번
5,최정,SK,0.292,463,135,26,0,26,90,57,22,82,4,3번
6,한유섬,SK,0.111,9,1,0,0,0,1,0,0,4,0,3번
7,고종욱,SK,0.0,5,0,0,0,0,0,0,0,0,0,3번
7,김재현,SK,0.0,1,0,0,0,0,0,0,0,0,0,3번
7,나주환,SK,0.0,1,0,0,0,0,0,0,0,0,0,3번
7,박정권,SK,0.0,3,0,0,0,0,1,1,0,3,0,3번
7,최경모,SK,0.0,1,0,0,0,0,0,0,0,0,0,3번
7,최항,SK,0.0,2,0,0,0,0,0,0,0,0,0,3번
1,나주환,SK,0.5,2,1,0,0,0,0,0,0,0,0,4번
2,이재원,SK,0.333,24,8,2,0,1,7,0,0,4,2,4번
2,최항,SK,0.333,3,1,0,0,0,0,0,0,1,0,4번
4,정의윤,SK,0.286,112,32,6,0,5,17,9,2,14,2,4번
5,로맥,SK,0.254,346,88,23,1,17,70,48,4,81,9,4번
6,고종욱,SK,0.25,4,1,0,0,0,1,0,0,1,0,4번
7,정진기,SK,0.2,5,1,0,0,0,2,0,0,1,0,4번
8,한유섬,SK,0.156,45,7,2,0,1,5,13,1,10,1,4번
9,김재현,SK,0.0,2,0,0,0,0,0,0,0,1,0,4번
9,노수광,SK,0.0,2,0,0,0,0,1,1,0,0,0,4번
9,박정권,SK,0.0,2,0,0,0,0,0,0,0,1,0,4번
1,김성현,SK,1.0,1,1,0,0,1,1,1,0,0,0,5번
1,임재현,SK,1.0,1,1,0,0,0,0,0,0,0,0,5번
1,정진기,SK,1.0,2,2,0,0,0,0,0,0,0,0,5번
4,김재현,SK,0.75,4,3,0,0,0,1,0,0,1,0,5번
5,한유섬,SK,0.5,2,1,0,0,0,0,1,0,1,0,5번
6,로맥,SK,0.394,66,26,1,0,7,14,12,1,17,0,5번
7,고종욱,SK,0.353,153,54,7,2,0,19,5,0,25,1,5번
8,김강민,SK,0.333,15,5,0,0,0,2,1,0,2,0,5번
8,박정권,SK,0.333,6,2,0,0,0,1,3,0,3,0,5번
10,정의윤,SK,0.292,120,35,7,0,5,17,5,1,20,5,5번
11,남태혁,SK,0.286,7,2,0,0,0,0,0,0,2,0,5번
12,정현,SK,0.25,4,1,0,0,0,1,0,0,1,0,5번
13,최승준,SK,0.2,5,1,0,0,0,0,1,0,2,1,5번
14,이재원,SK,0.188,170,32,5,0,4,18,14,4,24,7,5번
15,허도환,SK,0.167,6,1,0,0,0,1,0,0,0,0,5번
16,나주환,SK,0.0,5,0,0,0,0,0,1,0,1,1,5번
1,고종욱,SK,0.354,48,17,4,0,0,9,1,0,9,0,6번
2,최정,SK,0.333,36,12,1,0,3,9,11,4,9,0,6번
3,이재원,SK,0.294,126,37,9,0,0,13,5,3,22,5,6번
4,최승준,SK,0.286,7,2,0,0,0,0,1,0,3,0,6번
5,로맥,SK,0.273,77,21,4,0,4,10,11,1,16,2,6번
6,김강민,SK,0.252,115,29,5,0,2,10,9,0,29,0,6번
7,김성민,SK,0.25,4,1,0,0,0,0,0,0,3,0,6번
7,한유섬,SK,0.25,4,1,0,0,0,0,0,0,0,0,6번
9,남태혁,SK,0.2,5,1,0,0,0,1,0,0,0,0,6번
9,배영섭,SK,0.2,5,1,0,0,0,0,0,0,0,0,6번
11,나주환,SK,0.192,26,5,3,0,1,3,2,1,6,0,6번
12,박정권,SK,0.167,12,2,0,0,0,1,0,0,2,0,6번
13,정의윤,SK,0.148,54,8,1,0,1,8,4,0,8,2,6번
14,김성현,SK,0.0,7,0,0,0,0,0,1,0,0,0,6번
14,김재현,SK,0.0,2,0,0,0,0,0,0,0,0,0,6번
14,정현,SK,0.0,5,0,0,0,0,0,0,0,2,1,6번
14,허도환,SK,0.0,6,0,0,0,0,0,3,1,3,0,6번
1,로맥,SK,0.429,7,3,0,0,1,1,0,0,2,0,7번
2,정의윤,SK,0.36,50,18,5,0,1,10,5,3,10,0,7번
3,이재원,SK,0.33,109,36,2,0,6,30,14,0,7,2,7번
4,김강민,SK,0.308,78,24,2,0,2,12,6,0,24,2,7번
5,김성현,SK,0.295,44,13,1,0,0,6,4,0,4,0,7번
6,한유섬,SK,0.25,4,1,0,0,0,1,1,0,1,0,7번
7,고종욱,SK,0.243,37,9,2,0,0,4,3,0,7,0,7번
8,나주환,SK,0.239,88,21,5,0,0,13,6,2,24,3,7번
9,남태혁,SK,0.2,5,1,0,0,0,0,0,0,0,2,7번
9,허도환,SK,0.2,10,2,1,0,0,1,0,0,1,1,7번
11,배영섭,SK,0.133,15,2,1,0,0,2,2,0,5,0,7번
12,안상현,SK,0.125,8,1,0,0,0,0,0,0,1,0,7번
13,최항,SK,0.1,30,3,0,0,0,4,2,0,8,1,7번
14,강승호,SK,0.091,11,1,0,0,1,2,2,0,6,0,7번
15,김창평,SK,0.0,8,0,0,0,0,0,1,0,4,0,7번
15,이현석,SK,0.0,3,0,0,0,0,0,0,0,0,0,7번
15,정현,SK,0.0,2,0,0,0,0,0,1,0,1,0,7번
15,최경모,SK,0.0,1,0,0,0,0,1,0,0,0,0,7번
15,최민재,SK,0.0,2,0,0,0,0,0,0,0,0,0,7번
15,최정,SK,0.0,2,0,0,0,0,0,1,0,1,0,7번
1,고종욱,SK,0.5,2,1,0,0,0,0,0,0,0,0,8번
1,박정권,SK,0.5,2,1,1,0,0,1,0,0,1,0,8번
1,임재현,SK,0.5,2,1,0,0,0,0,0,0,1,0,8번
4,이재원,SK,0.4,10,4,0,0,1,4,0,1,1,0,8번
5,최항,SK,0.28,82,23,5,0,0,10,13,2,14,1,8번
6,김강민,SK,0.25,4,1,0,0,0,1,0,0,1,0,8번
6,배영섭,SK,0.25,12,3,0,0,0,0,1,1,2,0,8번
8,김성현,SK,0.244,131,32,5,1,0,6,10,0,13,6,8번
9,김창평,SK,0.229,35,8,2,0,0,3,2,1,5,1,8번
10,나주환,SK,0.202,84,17,0,0,0,2,2,0,20,2,8번
11,노수광,SK,0.2,5,1,0,0,0,0,1,0,2,0,8번
12,안상현,SK,0.172,29,5,0,0,0,1,1,0,8,1,8번
13,한유섬,SK,0.143,7,1,1,0,0,2,1,3,5,0,8번
14,허도환,SK,0.136,22,3,1,0,1,1,2,1,6,0,8번
15,최준우,SK,0.095,21,2,2,0,0,0,2,0,3,1,8번
16,정현,SK,0.053,19,1,0,0,0,1,3,0,9,0,8번
17,강승호,SK,0.0,6,0,0,0,0,0,0,0,4,1,8번
17,남태혁,SK,0.0,3,0,0,0,0,0,0,0,1,1,8번
17,정의윤,SK,0.0,2,0,0,0,0,0,1,0,1,0,8번
17,정진기,SK,0.0,8,0,0,0,0,0,0,0,0,0,8번
17,최경모,SK,0.0,9,0,0,0,0,0,0,0,1,0,8번
17,최승준,SK,0.0,2,0,0,0,0,0,0,0,2,0,8번
17,최정,SK,0.0,1,0,0,0,0,0,0,0,0,0,8번
1,남태혁,SK,0.5,2,1,0,0,0,0,2,0,0,0,9번
2,김재현,SK,0.429,7,3,1,0,0,1,0,0,1,0,9번
3,정의윤,SK,0.4,5,2,1,0,0,0,0,0,0,0,9번
4,최준우,SK,0.364,11,4,0,0,0,0,0,0,0,1,9번
5,나주환,SK,0.333,15,5,1,0,2,2,0,0,1,0,9번
5,이재원,SK,0.333,9,3,1,0,0,2,1,1,1,0,9번
7,배영섭,SK,0.316,19,6,0,0,0,2,2,1,2,0,9번
8,노수광,SK,0.295,44,13,3,0,0,2,6,0,11,0,9번
9,안상현,SK,0.277,65,18,3,0,0,4,3,0,19,2,9번
10,김성현,SK,0.244,242,59,10,1,0,21,17,2,26,9,9번
11,최경모,SK,0.2,5,1,1,0,0,0,0,0,1,0,9번
11,최항,SK,0.2,10,2,0,0,0,0,1,0,1,1,9번
13,김강민,SK,0.167,6,1,1,0,0,3,0,0,0,0,9번
13,박정권,SK,0.167,6,1,0,0,1,1,0,0,1,0,9번
15,정현,SK,0.125,8,1,0,0,0,0,2,0,4,0,9번
16,허도환,SK,0.091,33,3,0,0,0,3,0,1,8,2,9번
17,강승호,SK,0.0,4,0,0,0,0,0,0,0,4,0,9번
17,고종욱,SK,0.0,3,0,0,0,0,0,0,0,2,0,9번
17,김창평,SK,0.0,2,0,0,0,0,0,1,0,2,0,9번
17,한유섬,SK,0.0,1,0,0,0,0,0,0,0,0,0,9번
1,허도환,SK,0.5,2,1,1,0,0,0,0,0,0,0,상위(1~2번)
2,이재원,SK,0.333,3,1,0,0,0,1,0,0,0,0,상위(1~2번)
3,고종욱,SK,0.321,240,77,12,5,3,23,9,1,45,4,상위(1~2번)
4,한유섬,SK,0.285,355,101,17,0,11,43,39,16,79,5,상위(1~2번)
5,강승호,SK,0.278,18,5,0,0,1,3,0,0,4,0,상위(1~2번)
6,나주환,SK,0.25,4,1,0,0,0,0,1,0,2,0,상위(1~2번)
7,김강민,SK,0.249,181,45,4,1,4,16,15,1,44,0,상위(1~2번)
8,노수광,SK,0.246,337,83,13,1,2,25,38,2,55,1,상위(1~2번)
9,김재현,SK,0.231,26,6,1,1,0,0,4,0,8,0,상위(1~2번)
10,배영섭,SK,0.2,20,4,0,0,0,3,1,0,6,0,상위(1~2번)
11,로맥,SK,0.125,8,1,0,0,0,0,2,0,1,0,상위(1~2번)
12,김성현,SK,0.0,1,0,0,0,0,0,0,0,0,0,상위(1~2번)
12,박정권,SK,0.0,1,0,0,0,0,0,1,0,0,0,상위(1~2번)
12,오준혁,SK,0.0,1,0,0,0,0,0,0,0,1,0,상위(1~2번)
12,정의윤,SK,0.0,1,0,0,0,0,0,0,0,0,0,상위(1~2번)
12,정진기,SK,0.0,1,0,0,0,0,0,1,0,1,0,상위(1~2번)
12,채현우,SK,0.0,1,0,0,0,0,0,0,0,1,0,상위(1~2번)
12,최승준,SK,0.0,2,0,0,0,0,0,0,0,2,0,상위(1~2번)
12,최정,SK,0.0,1,0,0,0,0,0,0,0,0,0,상위(1~2번)
1,김성현,SK,1.0,1,1,0,0,1,1,1,0,0,0,중심(3~5번)
1,임재현,SK,1.0,1,1,0,0,0,0,0,0,0,0,중심(3~5번)
1,최준우,SK,1.0,1,1,0,0,0,0,1,0,0,0,중심(3~5번)
4,김재현,SK,0.429,7,3,0,0,0,1,0,0,2,0,중심(3~5번)
4,정진기,SK,0.429,7,3,0,0,0,2,0,0,1,0,중심(3~5번)
6,김강민,SK,0.368,38,14,2,1,0,8,1,3,5,0,중심(3~5번)
7,고종욱,SK,0.34,162,55,7,2,0,20,5,0,26,1,중심(3~5번)
8,정의윤,SK,0.295,268,79,17,0,11,41,20,3,41,7,중심(3~5번)
9,최정,SK,0.292,463,135,26,0,26,90,57,22,82,4,중심(3~5번)
10,남태혁,SK,0.286,7,2,0,0,0,0,0,0,2,0,중심(3~5번)
11,로맥,SK,0.277,412,114,24,1,24,84,60,5,98,9,중심(3~5번)
12,최승준,SK,0.273,11,3,0,0,0,0,1,0,3,1,중심(3~5번)
13,정현,SK,0.25,4,1,0,0,0,1,0,0,1,0,중심(3~5번)
14,이재원,SK,0.206,194,40,7,0,5,25,14,4,28,9,중심(3~5번)
15,최항,SK,0.2,5,1,0,0,0,0,0,0,1,0,중심(3~5번)
16,박정권,SK,0.182,11,2,0,0,0,2,4,0,7,0,중심(3~5번)
17,허도환,SK,0.167,6,1,0,0,0,1,0,0,0,0,중심(3~5번)
18,한유섬,SK,0.161,56,9,2,0,1,6,14,1,15,1,중심(3~5번)
19,나주환,SK,0.125,8,1,0,0,0,0,1,0,1,1,중심(3~5번)
20,노수광,SK,0.0,2,0,0,0,0,1,1,0,0,0,중심(3~5번)
20,최경모,SK,0.0,1,0,0,0,0,0,0,0,0,0,중심(3~5번)
1,임재현,SK,0.5,2,1,0,0,0,0,0,0,1,0,하위(6~9번)
2,김재현,SK,0.333,9,3,1,0,0,1,0,0,1,0,하위(6~9번)
3,이재원,SK,0.315,254,80,12,0,7,49,20,5,31,7,하위(6~9번)
4,최정,SK,0.308,39,12,1,0,3,9,12,4,10,0,하위(6~9번)
5,고종욱,SK,0.3,90,27,6,0,0,13,4,0,18,0,하위(6~9번)
6,노수광,SK,0.286,49,14,3,0,0,2,7,0,13,0,하위(6~9번)
6,로맥,SK,0.286,84,24,4,0,5,11,11,1,18,2,하위(6~9번)
8,김강민,SK,0.271,203,55,8,0,4,26,15,0,54,2,하위(6~9번)
9,정의윤,SK,0.252,111,28,7,0,2,18,10,3,19,2,하위(6~9번)
10,김성민,SK,0.25,4,1,0,0,0,0,0,0,3,0,하위(6~9번)
11,김성현,SK,0.245,424,104,16,2,0,33,32,2,43,15,하위(6~9번)
12,배영섭,SK,0.235,51,12,1,0,0,4,5,2,9,0,하위(6~9번)
12,안상현,SK,0.235,102,24,3,0,0,5,4,0,28,3,하위(6~9번)
14,최항,SK,0.23,122,28,5,0,0,14,16,2,23,3,하위(6~9번)
15,나주환,SK,0.225,213,48,9,0,3,20,10,3,51,5,하위(6~9번)
16,최승준,SK,0.222,9,2,0,0,0,0,1,0,5,0,하위(6~9번)
17,남태혁,SK,0.2,15,3,0,0,0,1,2,0,1,3,하위(6~9번)
17,박정권,SK,0.2,20,4,1,0,1,3,0,0,4,0,하위(6~9번)
19,최준우,SK,0.188,32,6,2,0,0,0,2,0,3,2,하위(6~9번)
19,한유섬,SK,0.188,16,3,1,0,0,3,2,3,6,0,하위(6~9번)
21,김창평,SK,0.178,45,8,2,0,0,3,4,1,11,1,하위(6~9번)
22,허도환,SK,0.113,71,8,2,0,1,5,5,3,18,3,하위(6~9번)
23,최경모,SK,0.067,15,1,1,0,0,1,0,0,2,0,하위(6~9번)
24,정현,SK,0.059,34,2,0,0,0,1,6,0,16,1,하위(6~9번)
25,강승호,SK,0.048,21,1,0,0,1,2,2,0,14,1,하위(6~9번)
26,이현석,SK,0.0,3,0,0,0,0,0,0,0,0,0,하위(6~9번)
26,정진기,SK,0.0,8,0,0,0,0,0,0,0,0,0,하위(6~9번)
26,최민재,SK,0.0,2,0,0,0,0,0,0,0,0,0,하위(6~9번)
