순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
15,안상현,SSG,0.083,12,1,0,0,0,1,1,0,6,1,8번
16,이현석,SSG,0.0,3,0,0,0,0,0,0,0,1,0,8번
16,최경모,SSG,0.0,2,0,0,0,0,0,0,0,0,0,8번
16,최상민,SSG,0.0,6,0,0,0,0,0,0,0,1,0,8번
16,최정,SSG,0.0,2,0,0,0,0,0,0,0,0,0,8번
16,추신수,SSG,0.0,1,0,0,0,0,0,0,0,1,0,8번
16,크론,SSG,0.0,1,0,0,0,0,0,0,0,0,0,8번
16,하재훈,SSG,0.0,2,0,0,0,0,0,0,0,0,0,8번
1,최지훈,SSG,0.429,7,3,1,0,0,1,1,0,1,0,9번
2,하재훈,SSG,0.375,8,3,2,0,0,3,0,0,4,0,9번
3,박성한,SSG,0.333,6,2,0,1,0,0,0,0,0,0,9번
3,이정범,SSG,0.333,3,1,0,0,0,1,0,0,1,0,9번
3,전의산,SSG,0.333,3,1,0,0,0,1,0,0,1,0,9번
3,최준우,SSG,0.333,6,2,0,0,0,0,2,0,2,0,9번
7,최경모,SSG,0.306,49,15,2,0,0,2,1,0,12,1,9번
8,안상현,SSG,0.300,10,3,0,0,1,2,2,0,2,0,9번
9,김재현,SSG,0.250,16,4,1,0,0,4,0,0,2,2,9번
10,김민식,SSG,0.244,45,11,1,0,0,4,2,0,7,2,9번
11,김성현,SSG,0.242,132,32,3,0,2,25,13,1,16,6,9번
12,김강민,SSG,0.211,19,4,1,0,0,1,3,0,2,1,9번
13,석정우,SSG,0.200,5,1,0,0,0,0,0,0,2,0,9번
14,오준혁,SSG,0.182,11,2,0,0,0,1,0,0,5,0,9번
14,이현석,SSG,0.182,11,2,0,0,0,1,0,0,3,1,9번
16,이재원,SSG,0.162,68,11,1,0,2,9,4,1,16,5,9번
17,이흥련,SSG,0.139,36,5,2,0,0,1,5,1,20,1,9번
18,오태곤,SSG,0.114,35,4,3,0,0,1,1,1,12,0,9번
19,최주환,SSG,0.077,13,1,0,0,0,0,0,0,3,0,9번
20,라가레스,SSG,0.000,2,0,0,0,0,0,0,0,0,0,9번
20,최상민,SSG,0.000,3,0,0,0,0,0,0,0,2,0,9번
20,최정,SSG,-,0,0,0,0,0,0,1,0,0,0,9번
20,최항,SSG,0.000,2,0,0,0,0,0,0,0,0,0,9번
20,추신수,SSG,0.000,1,0,0,0,0,0,0,0,1,0,9번
20,크론,SSG,0.000,1,0,0,0,0,0,0,0,1,0,9번
20,한유섬,SSG,0.000,1,0,0,0,0,0,0,0,1,0,9번
1,최정,SSG,1.000,1,1,0,0,0,0,0,0,0,0,상위(1~2번)
2,최경모,SSG,0.500,2,1,0,0,0,0,0,0,1,0,상위(1~2번)
3,이정범,SSG,0.333,3,1,0,0,0,0,0,0,1,0,상위(1~2번)
4,라가레스,SSG,0.308,39,12,2,0,1,9,2,1,2,1,상위(1~2번)
5,최지훈,SSG,0.300,547,164,29,2,10,57,45,6,76,7,상위(1~2번)
6,오준혁,SSG,0.294,17,5,1,0,0,0,0,0,3,3,상위(1~2번)
7,박성한,SSG,0.261,23,6,0,0,0,1,3,0,1,1,상위(1~2번)
8,추신수,SSG,0.259,398,103,19,1,16,57,69,13,98,6,상위(1~2번)
9,김강민,SSG,0.208,24,5,2,0,0,0,2,1,7,0,상위(1~2번)
10,오태곤,SSG,0.200,30,6,1,0,0,2,2,0,9,0,상위(1~2번)
11,최주환,SSG,0.192,26,5,4,0,0,7,2,0,3,0,상위(1~2번)
12,안상현,SSG,0.167,6,1,0,0,0,0,0,0,0,1,상위(1~2번)
13,전의산,SSG,0.148,27,4,2,0,0,2,3,0,11,0,상위(1~2번)
14,한유섬,SSG,0.143,7,1,0,0,0,0,1,0,4,0,상위(1~2번)
15,하재훈,SSG,0.125,8,1,1,0,0,0,0,1,6,0,상위(1~2번)
16,김성현,SSG,0.083,12,1,1,0,0,0,0,0,2,2,상위(1~2번)
17,김민식,SSG,0.000,1,0,0,0,0,0,0,0,0,0,상위(1~2번)
17,이현석,SSG,0.000,1,0,0,0,0,0,0,0,1,0,상위(1~2번)
17,전경원,SSG,0.000,1,0,0,0,0,0,0,0,0,0,상위(1~2번)
17,조형우,SSG,-,0,0,0,0,0,0,1,0,0,0,상위(1~2번)
17,최항,SSG,0.000,4,0,0,0,0,0,0,0,3,0,상위(1~2번)
17,크론,SSG,0.000,2,0,0,0,0,0,0,0,2,0,상위(1~2번)
1,안상현,SSG,1.000,1,1,0,0,1,2,2,1,0,0,중심(3~5번)
1,이재원,SSG,1.000,1,1,0,0,0,2,0,0,0,0,중심(3~5번)
3,오태곤,SSG,0.467,15,7,1,1,2,4,2,1,1,0,중심(3~5번)
4,김강민,SSG,0.367,60,22,5,0,2,6,4,1,16,0,중심(3~5번)
5,라가레스,SSG,0.305,59,18,1,0,1,8,6,0,7,2,중심(3~5번)
6,박성한,SSG,0.301,209,63,10,1,0,30,25,1,39,2,중심(3~5번)
7,추신수,SSG,0.286,7,2,0,0,0,1,2,0,0,0,중심(3~5번)
8,전의산,SSG,0.275,91,25,5,0,5,19,9,0,32,0,중심(3~5번)
9,최정,SSG,0.265,411,109,21,0,26,87,65,19,96,6,중심(3~5번)
10,한유섬,SSG,0.260,412,107,31,1,17,90,58,15,120,6,중심(3~5번)
11,크론,SSG,0.254,169,43,9,0,9,26,7,2,50,3,중심(3~5번)
12,이정범,SSG,0.250,4,1,0,0,0,0,0,0,0,0,중심(3~5번)
12,최경모,SSG,0.250,16,4,0,0,0,1,0,0,4,0,중심(3~5번)
12,최상민,SSG,0.250,4,1,0,0,0,0,2,0,1,0,중심(3~5번)
15,하재훈,SSG,0.233,30,7,0,1,2,4,3,0,11,0,중심(3~5번)
16,최주환,SSG,0.208,149,31,3,1,8,23,13,2,28,4,중심(3~5번)
17,오준혁,SSG,0.200,5,1,1,0,0,3,2,0,1,0,중심(3~5번)
18,김성현,SSG,0.143,14,2,1,0,0,1,2,0,0,0,중심(3~5번)
19,김민식,SSG,0.000,1,0,0,0,0,0,0,0,0,0,중심(3~5번)
19,김재현,SSG,0.000,1,0,0,0,0,0,0,0,1,0,중심(3~5번)
19,석정우,SSG,0.000,1,0,0,0,0,0,0,0,0,0,중심(3~5번)
19,최준우,SSG,0.000,3,0,0,0,0,0,0,0,1,0,중심(3~5번)
19,최지훈,SSG,-,0,0,0,0,0,1,0,0,0,0,중심(3~5번)
19,최항,SSG,0.000,2,0,0,0,0,0,0,0,0,0,중심(3~5번)
1,최지훈,SSG,0.409,22,9,3,2,0,3,2,1,1,0,하위(6~9번)
2,최준우,SSG,0.333,9,3,0,0,0,1,3,0,2,0,하위(6~9번)
2,한유섬,SSG,0.333,39,13,2,0,4,10,7,1,13,2,하위(6~9번)
4,라가레스,SSG,0.325,83,27,6,0,4,15,6,0,9,1,하위(6~9번)
5,최경모,SSG,0.309,55,17,2,0,0,3,1,0,13,1,하위(6~9번)
6,박성한,SSG,0.298,262,78,14,3,2,25,32,1,41,2,하위(6~9번)
7,김강민,SSG,0.287,94,27,4,0,3,12,12,1,16,1,하위(6~9번)
8,전의산,SSG,0.252,123,31,8,1,8,24,12,0,41,6,하위(6~9번)
9,석정우,SSG,0.25,8,2,0,0,0,0,0,0,3,0,하위(6~9번)
9,이정범,SSG,0.25,4,1,0,0,0,1,0,0,1,0,하위(6~9번)
9,추신수,SSG,0.25,4,1,1,0,0,0,0,0,2,0,하위(6~9번)
12,김재현,SSG,0.235,17,4,1,0,0,4,0,0,2,2,하위(6~9번)
13,김성현,SSG,0.228,276,63,7,1,2,36,29,3,34,11,하위(6~9번)
14,김민식,SSG,0.223,220,49,9,1,2,28,32,2,45,4,하위(6~9번)
15,오태곤,SSG,0.22,218,48,12,0,2,17,11,8,58,3,하위(6~9번)
16,최주환,SSG,0.22,123,27,7,1,1,11,14,2,24,1,하위(6~9번)
17,하재훈,SSG,0.217,69,15,5,0,4,9,1,0,23,0,하위(6~9번)
18,오준혁,SSG,0.205,39,8,0,0,0,3,3,0,11,1,하위(6~9번)
19,이재원,SSG,0.197,233,46,6,0,4,26,25,8,44,13,하위(6~9번)
20,조형우,SSG,0.167,12,2,1,0,0,1,0,0,3,0,하위(6~9번)
21,크론,SSG,0.153,72,11,4,1,2,9,2,1,16,0,하위(6~9번)
22,이현석,SSG,0.143,14,2,0,0,0,1,0,0,4,1,하위(6~9번)
22,최항,SSG,0.143,14,2,0,0,0,1,2,1,4,0,하위(6~9번)
24,이흥련,SSG,0.133,45,6,2,0,0,1,5,2,22,2,하위(6~9번)
25,안상현,SSG,0.129,31,4,0,0,1,3,3,0,12,1,하위(6~9번)
26,김규남,SSG,0.0,5,0,0,0,0,0,0,0,2,1,하위(6~9번)
26,최상민,SSG,0.0,10,0,0,0,0,1,1,0,3,0,하위(6~9번)
26,최정,SSG,0.0,2,0,0,0,0,0,1,0,0,0,하위(6~9번)
