순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,라가레스,SSG,0.315,15,50,59,0.85,1,0.78,3.82,0.149,29.8,0.279
2,최지훈,SSG,0.304,46,151,172,0.88,9,0.61,3.63,0.123,90.0,0.27
3,김강민,SSG,0.303,16,47,39,1.21,1,0.46,3.70,0.146,28.9,0.281
4,최경모,SSG,0.301,2,17,16,1.06,0,0.06,3.51,0.027,7.1,0.222
5,박성한,SSG,0.298,30,156,112,1.39,7,0.74,3.99,0.077,70.7,0.262
6,이정범,SSG,0.273,0,5,1,5.00,0,0.00,3.45,0.000,0.8,0.191
7,최정,SSG,0.266,47,72,142,0.51,9,0.69,3.92,0.239,85.1,0.3
8,한유섬,SSG,0.264,55,114,91,1.25,15,0.48,4.02,0.214,82.7,0.287
9,추신수,SSG,0.259,37,101,106,0.95,5,0.71,4.09,0.171,73.8,0.279
10,최준우,SSG,0.250,0,4,3,1.33,0,1.00,3.63,0.000,2.1,0.231
11,전의산,SSG,0.249,29,47,51,0.92,3,0.29,3.73,0.232,35.1,0.262
12,오태곤,SSG,0.232,19,56,81,0.69,5,0.22,3.55,0.106,28.1,0.216
13,오준혁,SSG,0.230,2,15,17,0.88,0,0.33,3.43,0.033,3.4,0.195
14,김재현,SSG,0.222,1,6,5,1.20,0,0.00,3.50,0.056,0.3,0.169
14,석정우,SSG,0.222,0,3,1,3.00,0,0.00,2.89,0.000,0.0,0.155
14,크론,SSG,0.222,25,49,76,0.64,7,0.13,3.88,0.198,27.6,0.22
17,김민식,SSG,0.221,12,46,85,0.54,4,0.71,3.90,0.077,24.4,0.218
18,김성현,SSG,0.219,12,114,89,1.28,7,0.86,3.46,0.056,24.1,0.202
19,하재훈,SSG,0.215,13,20,26,0.77,2,0.10,3.65,0.243,13.7,0.225
20,최주환,SSG,0.211,25,65,117,0.56,4,0.53,4.06,0.151,32.5,0.22
21,이재원,SSG,0.201,10,72,74,0.97,0,0.57,3.43,0.077,19.4,0.203
22,조형우,SSG,0.167,1,4,3,1.33,0,0.33,3.31,0.083,0.6,0.166
23,안상현,SSG,0.158,2,14,6,2.33,1,0.42,3.36,0.158,3.7,0.202
24,이현석,SSG,0.133,0,3,5,0.60,0,0.00,3.60,0.000,-0.6,0.093
24,이흥련,SSG,0.133,2,9,8,1.13,0,0.23,3.96,0.044,1.5,0.157
26,최항,SSG,0.100,0,4,8,0.50,0,0.29,3.83,0.000,0.7,0.119
27,최상민,SSG,0.071,0,7,2,3.50,1,0.75,4.06,0.000,0.6,0.124
28,고효준,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김규남,SSG,0.000,0,1,2,0.50,0,0.00,3.80,0.000,-0.8,0.0
28,김택형,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,박민호,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,서동민,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,전경원,SSG,0.000,0,1,0,-,0,-,2.00,0.000,-0.1,0.0
28,조요한,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
28,최민준,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
