순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,최지훈,SSG,117,23,21,2,91.3,4,3
2,오태곤,SSG,123,21,20,1,95.2,2,0
3,에레디아,SSG,122,20,12,8,60.0,5,1
4,하재훈,SSG,77,11,11,0,100,0,1
5,최정,SSG,128,10,7,3,70.0,6,0
6,추신수,SSG,112,10,6,4,60.0,4,0
7,김성현,SSG,112,5,4,1,80.0,2,0
7,박성한,SSG,128,5,4,1,80.0,4,3
9,안상현,SSG,58,4,3,1,75.0,0,0
10,김강민,SSG,70,3,2,1,66.7,2,0
10,최경모,SSG,28,2,2,0,100,0,0
10,최상민,SSG,51,4,2,2,50.0,1,0
10,한유섬,SSG,109,3,2,1,66.7,1,1
14,강진성,SSG,58,0,0,0,-,0,0
14,고명준,SSG,2,0,0,0,-,0,0
14,고효준,SSG,2,0,0,0,-,0,0
14,김건웅,SSG,1,0,0,0,-,0,0
14,김민식,SSG,122,0,0,0,-,5,1
14,김정민,SSG,8,0,0,0,-,0,0
14,김찬형,SSG,36,0,0,0,-,0,0
14,노경은,SSG,1,0,0,0,-,0,0
14,류효승,SSG,3,0,0,0,-,0,0
14,문승원,SSG,1,0,0,0,-,0,0
14,백승건,SSG,1,0,0,0,-,0,0
14,서진용,SSG,3,0,0,0,-,0,0
14,이건욱,SSG,1,0,0,0,-,0,0
14,이재원,SSG,27,0,0,0,-,0,0
14,이정범,SSG,15,0,0,0,-,0,0
14,이흥련,SSG,16,0,0,0,-,0,0
14,임준섭,SSG,1,0,0,0,-,0,0
14,전의산,SSG,56,2,0,2,0.0,0,0
14,조형우,SSG,62,0,0,0,-,1,0
14,채현우,SSG,1,0,0,0,-,0,0
14,최민준,SSG,1,0,0,0,-,0,0
14,최주환,SSG,134,0,0,0,-,5,0
14,최준우,SSG,38,1,0,1,0.0,0,0
14,최항,SSG,21,0,0,0,-,1,0
