선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
박성한,유격수,1.315,2021,1,SSG,129,111,993 2/3,23,0,194,313,75,0.957,0,0,0,-
최지훈,중견수,0.989,2021,4,SSG,105,98,670 1/3,1,0,216,5,1,0.995,0,0,0,-
이재원,포수,0.721,2021,5,SSG,104,80,678 2/3,7,0,551,38,6,0.988,9,59,20,25.3
김성현,2루수,0.452,2021,11,SSG,73,33,357,3,0,86,119,31,0.986,0,0,0,-
최주환,2루수,0.341,2021,9,SSG,74,69,553 2/3,8,0,130,173,40,0.974,0,0,0,-
최정,3루수,0.327,2021,2,SSG,128,123,1029,12,0,83,209,24,0.961,0,0,0,-
오태곤,좌익수,0.231,2021,17,SSG,54,24,248 1/3,0,0,63,3,1,1.0,0,0,0,-
이현석,포수,0.198,2021,26,SSG,38,25,220,2,0,184,15,2,0.99,1,21,6,22.2
김강민,중견수,0.176,2021,3,SSG,116,40,566 1/3,2,0,149,6,3,0.987,0,0,0,-
김찬형,2루수,0.169,2021,28,SSG,34,17,160 1/3,0,0,27,64,12,1.0,0,0,0,-
김성현,3루수,0.120,2021,50,SSG,7,5,44,0,0,1,7,1,1.000,0,0,0,-
안상현,2루수,0.072,2021,35,SSG,20,9,82,2,0,22,25,3,0.959,0,0,0,-
김창평,좌익수,0.064,2021,50,SSG,7,2,23,0,0,3,0,0,1.000,0,0,0,-
김창평,유격수,0.063,2021,63,SSG,3,0,6,0,0,1,2,0,1.000,0,0,0,-
최항,2루수,0.054,2021,39,SSG,17,14,99 1/3,3,0,30,28,4,0.951,0,0,0,-
최항,3루수,0.030,2021,71,SSG,2,1,7,0,0,1,4,1,1.000,0,0,0,-
오준혁,좌익수,0.026,2021,59,SSG,4,1,12,0,0,3,0,0,1.000,0,0,0,-
김규남,우익수,0.010,2021,77,SSG,1,0,3,0,0,1,0,0,1.000,0,0,0,-
안상현,유격수,0.002,2021,63,SSG,3,0,3,0,0,0,0,0,-,0,0,0,-
정상호,포수,0.001,2021,63,SSG,3,1,9,1,0,4,0,0,0.800,0,1,0,0.0
최항,1루수,0.001,2021,59,SSG,4,0,5 2/3,0,0,4,0,2,1.000,0,0,0,-
오태곤,3루수,0.000,2021,71,SSG,2,0,3,0,0,0,0,0,-,0,0,0,-
유서준,중견수,0.000,2021,77,SSG,1,0,2,0,0,0,0,0,-,0,0,0,-
이흥련,포수,-0.001,2021,7,SSG,87,38,369,1,0,301,22,4,0.997,2,24,7,22.6
김규남,좌익수,-0.022,2021,71,SSG,2,2,11,0,0,3,0,0,1.000,0,0,0,-
김창평,우익수,-0.030,2021,52,SSG,6,0,8 2/3,0,0,1,0,0,1.000,0,0,0,-
김창평,2루수,-0.030,2021,63,SSG,3,0,5,0,0,2,0,0,1.000,0,0,0,-
김창평,중견수,-0.038,2021,77,SSG,1,1,8,0,0,4,0,0,1.000,0,0,0,-
오태곤,중견수,-0.069,2021,63,SSG,3,2,16,0,0,2,0,0,1.000,0,0,0,-
오태곤,우익수,-0.075,2021,47,SSG,8,2,22 2/3,1,0,4,0,0,0.800,0,0,0,-
최지훈,우익수,-0.079,2021,28,SSG,34,10,139 1/3,1,0,29,1,0,0.968,0,0,0,-
한유섬,좌익수,-0.089,2021,25,SSG,39,36,279,1,0,55,0,0,0.982,0,0,0,-
김창평,3루수,-0.091,2021,63,SSG,3,1,10,0,0,0,2,0,1.000,0,0,0,-
남태혁,1루수,-0.091,2021,52,SSG,6,3,23,2,0,21,0,2,0.913,0,0,0,-
정의윤,좌익수,-0.104,2021,34,SSG,22,20,138,0,0,33,1,0,1.000,0,0,0,-
오준혁,우익수,-0.115,2021,59,SSG,4,1,10,0,0,2,0,0,1.000,0,0,0,-
최지훈,좌익수,-0.130,2021,9,SSG,74,9,244 1/3,0,0,57,1,0,1.0,0,0,0,-
최주환,1루수,-0.153,2021,31,SSG,32,28,218 2/3,3,0,197,24,7,0.987,0,0,0,-
박성한,2루수,-0.174,2021,47,SSG,8,1,14,0,0,5,2,0,1.000,0,0,0,-
김성현,유격수,-0.189,2021,20,SSG,40,29,242 1/3,5,0,29,73,8,0.953,0,0,0,-
김찬형,유격수,-0.235,2021,41,SSG,15,8,59 1/3,2,0,13,17,2,0.938,0,0,0,-
오태곤,1루수,-0.240,2021,14,SSG,61,20,257 1/3,2,0,251,21,29,0.993,0,0,0,-
김찬형,3루수,-0.279,2021,20,SSG,40,11,159 2/3,2,0,15,28,1,0.956,0,0,0,-
한유섬,우익수,-0.302,2021,7,SSG,87,73,632 2/3,1,0,168,5,2,0.994,0,0,0,-
이정범,좌익수,-0.465,2021,39,SSG,17,17,107,1,0,19,1,0,0.952,0,0,0,-
정의윤,우익수,-0.478,2021,41,SSG,15,11,84,0,0,12,1,0,1.000,0,0,0,-
로맥,1루수,-0.729,2021,6,SSG,100,93,770,2,0,690,41,67,0.997,0,0,0,-
추신수,우익수,-0.780,2021,19,SSG,47,47,372 1/3,1,0,79,0,0,0.988,0,0,0,-
고종욱,좌익수,-0.991,2021,20,SSG,40,33,214,1,0,27,1,1,0.966,0,0,0,-
고명준,1루수,,2021,77,SSG,1,0,1,0,0,1,1,0,1.000,0,0,0,-
이정범,우익수,,2021,71,SSG,2,0,2,0,0,0,0,0,-,0,0,0,-
김찬형,1루수,,2021,77,SSG,1,0,1,0,0,0,0,0,-,0,0,0,-
유서준,우익수,,2021,71,SSG,2,0,2,0,0,2,0,0,1.000,0,0,0,-
