선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
이재원,포수,1.433,2020,5,SK,79,65,545 1/3,3,0,422,36,7,0.993,3,49,26,34.7
김성현,2루수,0.970,2020,10,SK,62,33,305,2,0,89,111,31,0.99,0,0,0,-
최항,2루수,0.755,2020,20,SK,43,35,295,3,0,83,101,30,0.984,0,0,0,-
김강민,중견수,0.684,2020,3,SK,110,69,658 1/3,2,0,207,8,4,0.991,0,0,0,-
최지훈,중견수,0.522,2020,8,SK,63,54,412,1,0,119,4,1,0.992,0,0,0,-
박성한,유격수,0.296,2020,22,SK,37,29,256,4,0,63,71,13,0.971,0,0,0,-
김성현,유격수,0.239,2020,4,SK,94,80,631 2/3,8,0,108,186,45,0.974,0,0,0,-
최지훈,우익수,0.233,2020,6,SK,78,52,468,2,0,109,3,0,0.982,0,0,0,-
김창평,2루수,0.214,2020,25,SK,32,23,208 1/3,3,0,39,69,14,0.973,0,0,0,-
이흥련,포수,0.198,2020,18,SK,47,35,302 1/3,3,0,267,17,3,0.99,3,33,10,23.3
최정,3루수,0.153,2020,2,SK,122,118,987 2/3,11,0,76,170,22,0.957,0,0,0,-
유서준,중견수,0.112,2020,80,SK,2,0,2 1/3,0,0,3,0,0,1.000,0,0,0,-
최준우,3루수,0.098,2020,68,SK,5,0,10,0,0,1,3,1,1.000,0,0,0,-
김재현,좌익수,0.092,2020,68,SK,5,2,23 1/3,0,0,4,0,0,1.000,0,0,0,-
최지훈,좌익수,0.085,2020,32,SK,28,11,127 1/3,1,0,29,1,0,0.968,0,0,0,-
정진기,좌익수,0.069,2020,49,SK,10,6,48 2/3,1,0,18,0,0,0.947,0,0,0,-
유서준,3루수,0.056,2020,66,SK,6,0,10,0,0,1,3,0,1.000,0,0,0,-
채현우,중견수,0.049,2020,72,SK,3,0,8,0,0,2,0,0,1.000,0,0,0,-
오태곤,유격수,0.040,2020,72,SK,3,2,17,1,0,4,5,0,0.900,0,0,0,-
정진기,우익수,0.037,2020,37,SK,25,19,184 1/3,3,0,49,0,0,0.942,0,0,0,-
정의윤,좌익수,0.034,2020,34,SK,27,19,160,0,0,41,0,0,1.000,0,0,0,-
김민준,좌익수,0.030,2020,57,SK,8,0,15 1/3,0,0,2,0,0,1.000,0,0,0,-
유서준,우익수,0.026,2020,72,SK,3,0,6,0,0,2,0,0,1.000,0,0,0,-
채현우,우익수,0.022,2020,80,SK,2,0,4,0,0,1,0,0,1.000,0,0,0,-
오태곤,좌익수,0.003,2020,12,SK,59,29,262 1/3,0,0,65,2,1,1.0,0,0,0,-
박성한,3루수,0.000,2020,85,SK,1,0,2,0,0,0,0,0,-,0,0,0,-
로맥,좌익수,-0.001,2020,85,SK,1,0,1,0,0,0,0,0,-,0,0,0,-
오태곤,우익수,-0.001,2020,46,SK,13,12,91,0,0,27,0,0,1.000,0,0,0,-
이거연,1루수,-0.003,2020,80,SK,2,0,4,0,0,3,0,0,1.000,0,0,0,-
최항,3루수,-0.006,2020,57,SK,8,2,24,0,0,2,4,0,1.000,0,0,0,-
정의윤,우익수,-0.012,2020,72,SK,3,2,14,0,0,2,1,0,1.000,0,0,0,-
오태곤,3루수,-0.013,2020,53,SK,9,9,64,1,0,8,10,2,0.947,0,0,0,-
윤석민,1루수,-0.021,2020,62,SK,7,4,38,0,0,33,2,3,1.000,0,0,0,-
유서준,2루수,-0.023,2020,68,SK,5,0,7,0,0,2,2,0,1.000,0,0,0,-
정현,2루수,-0.023,2020,62,SK,7,1,12 2/3,0,0,4,7,2,1.000,0,0,0,-
김경호,우익수,-0.043,2020,44,SK,15,6,62,0,0,9,0,0,1.000,0,0,0,-
김경호,중견수,-0.047,2020,48,SK,11,3,35,0,0,13,1,0,1.000,0,0,0,-
오태곤,1루수,-0.056,2020,49,SK,10,3,46 1/3,0,0,41,3,1,1.000,0,0,0,-
김재현,우익수,-0.060,2020,72,SK,3,2,13,0,0,6,0,0,1.000,0,0,0,-
오준혁,좌익수,-0.080,2020,27,SK,30,25,173 2/3,0,0,37,0,0,1.0,0,0,0,-
정현,유격수,-0.087,2020,7,SK,65,30,303 2/3,6,0,48,106,30,0.963,0,0,0,-
유서준,유격수,-0.088,2020,62,SK,7,2,23,2,0,2,10,3,0.857,0,0,0,-
정현,3루수,-0.088,2020,43,SK,16,1,41 2/3,1,0,2,9,2,0.917,0,0,0,-
김경호,좌익수,-0.100,2020,34,SK,27,11,131,0,0,27,0,0,1.000,0,0,0,-
오준혁,우익수,-0.104,2020,53,SK,9,2,23,0,0,6,0,0,1.000,0,0,0,-
류효승,1루수,-0.125,2020,72,SK,3,0,8,0,0,4,0,0,1.000,0,0,0,-
윤석민,3루수,-0.133,2020,47,SK,12,8,76,2,0,7,11,0,0.900,0,0,0,-
채현우,좌익수,-0.141,2020,57,SK,8,4,32 2/3,0,0,8,1,1,1.000,0,0,0,-
남태혁,1루수,-0.182,2020,49,SK,10,5,52,0,0,53,2,5,1.000,0,0,0,-
정진기,중견수,-0.201,2020,62,SK,7,6,47,0,0,11,0,0,1.000,0,0,0,-
채태인,1루수,-0.210,2020,41,SK,17,11,75 1/3,0,0,69,2,4,1.000,0,0,0,-
김성민,유격수,-0.213,2020,53,SK,9,1,27,2,0,3,5,1,0.800,0,0,0,-
로맥,3루수,-0.241,2020,57,SK,8,6,44,2,0,3,8,0,0.846,0,0,0,-
이현석,포수,-0.275,2020,13,SK,58,28,283 1/3,2,0,202,22,1,0.991,0,33,10,23.3
고종욱,좌익수,-0.431,2020,19,SK,45,39,302 2/3,2,0,59,0,0,0.967,0,0,0,-
최준우,2루수,-0.446,2020,11,SK,61,52,431 1/3,8,0,103,140,29,0.968,0,0,0,-
한유섬,우익수,-0.630,2020,17,SK,51,48,392,2,0,78,1,1,0.975,0,0,0,-
로맥,1루수,-0.677,2020,1,SK,124,121,1035 2/3,10,0,947,48,111,0.99,0,0,0,-
현원회,포수,,2020,85,SK,1,0,2,0,0,3,0,0,1.000,0,0,0,-
김민준,중견수,,2020,85,SK,1,0,1,0,0,1,0,0,1.000,0,0,0,-
김민준,우익수,,2020,80,SK,2,0,2,0,0,0,0,0,-,0,0,0,-
윤석민,유격수,,2020,85,SK,1,0,1,0,0,0,0,0,-,0,0,0,-
최항,1루수,,2020,85,SK,1,0,1,0,0,0,0,0,-,0,0,0,-
