순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김정민,SSG,0.500,0,0,0,-,0,0.00,4.00,0.000,0.4,0.35
2,에레디아,SSG,0.323,41,117,129,0.91,12,0.52,3.60,0.137,75.9,0.289
3,하재훈,SSG,0.303,18,32,57,0.56,3,0.36,3.82,0.164,37.7,0.285
4,최정,SSG,0.297,60,84,166,0.51,13,0.68,3.88,0.251,96.3,0.312
5,최항,SSG,0.286,2,4,5,0.80,1,0.42,3.66,0.143,5.0,0.279
6,한유섬,SSG,0.273,24,69,99,0.70,7,0.42,4.02,0.120,51.2,0.258
7,최지훈,SSG,0.268,29,124,165,0.75,4,0.58,3.65,0.089,55.2,0.231
8,김성현,SSG,0.268,15,101,92,1.10,2,0.81,3.60,0.055,34.0,0.228
9,최준우,SSG,0.267,1,24,11,2.18,0,0.80,4.01,0.017,5.8,0.227
10,박성한,SSG,0.266,28,140,145,0.97,7,1.04,4.02,0.100,62.4,0.248
11,강진성,SSG,0.261,10,31,49,0.63,0,0.30,3.68,0.127,15.8,0.235
12,추신수,SSG,0.254,30,105,103,1.02,3,0.82,3.94,0.144,61.8,0.27
13,안상현,SSG,0.241,3,16,13,1.23,0,0.33,3.55,0.052,5.3,0.209
14,오태곤,SSG,0.239,22,65,78,0.83,3,0.27,3.66,0.136,33.5,0.226
15,최상민,SSG,0.235,0,13,7,1.86,0,0.57,3.85,0.000,3.1,0.197
16,최주환,SSG,0.235,44,88,147,0.60,7,0.47,4.26,0.197,58.9,0.248
17,김찬형,SSG,0.229,4,13,14,0.93,0,0.20,3.74,0.125,4.4,0.212
18,김강민,SSG,0.226,5,25,46,0.54,0,0.61,4.22,0.066,16.8,0.224
19,김민식,SSG,0.218,15,61,92,0.66,4,0.54,3.86,0.098,27.4,0.215
20,전의산,SSG,0.201,10,32,36,0.89,3,0.38,4.07,0.134,14.1,0.216
21,조형우,SSG,0.185,7,28,45,0.62,0,0.32,3.64,0.101,8.2,0.18
22,이정범,SSG,0.172,0,12,8,1.50,2,0.33,3.00,0.000,1.3,0.138
23,최경모,SSG,0.150,0,3,9,0.33,0,0.00,3.65,0.000,0.3,0.105
24,이재원,SSG,0.091,1,12,21,0.57,0,0.25,3.56,0.023,-1.8,0.086
25,이흥련,SSG,0.071,1,3,4,0.75,0,0.33,3.47,0.214,0.9,0.156
26,고명준,SSG,0.000,0,1,0,-,0,0.00,4.25,0.000,-0.4,0.0
26,고효준,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
26,김건웅,SSG,0.000,0,1,0,-,0,0.00,2.67,0.000,-0.3,0.0
26,노경은,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
26,류효승,SSG,0.000,0,3,0,-,0,-,3.00,0.000,-0.3,0.113
26,문승원,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
26,백승건,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
26,서진용,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
26,이건욱,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
26,임준섭,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
26,채현우,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
26,최민준,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
