순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김경호,SK,0.286,4,36,24,1.50,0,0.19,3.35,0.048,8.9,0.22
1,김성민,SK,0.286,2,4,3,1.33,0,0.33,3.19,0.429,3.6,0.347
3,고종욱,SK,0.283,15,88,53,1.66,0,0.25,3.57,0.088,30.5,0.236
4,로맥,SK,0.282,64,87,149,0.58,4,0.78,4.15,0.264,105.6,0.316
5,채태인,SK,0.281,12,42,40,1.05,2,0.88,3.74,0.163,27.8,0.287
6,오태곤,SK,0.274,18,58,65,0.89,2,0.28,3.59,0.124,29.7,0.248
7,김성현,SK,0.271,12,104,122,0.85,3,1.11,3.26,0.05,37.8,0.231
8,오준혁,SK,0.27,10,37,38,0.97,2,0.32,3.86,0.108,17.4,0.24
9,최정,SK,0.27,55,76,162,0.47,12,0.77,3.93,0.268,98.7,0.311
10,최항,SK,0.265,5,34,37,0.92,1,0.78,4.01,0.068,17.9,0.249
11,최지훈,SK,0.258,25,139,130,1.07,1,0.48,3.87,0.069,51.9,0.225
12,김강민,SK,0.253,24,73,83,0.88,2,0.44,3.69,0.17,38.1,0.251
13,유서준,SK,0.25,2,8,3,2.67,0,0.14,3.76,0.167,1.9,0.23
14,한유섬,SK,0.249,20,44,54,0.81,2,0.61,4.11,0.259,36.0,0.291
15,박성한,SK,0.242,4,30,24,1.25,1,0.52,4.21,0.081,11.0,0.227
16,정의윤,SK,0.241,7,55,52,1.06,2,0.32,3.7,0.053,14.5,0.202
17,이흥련,SK,0.24,4,37,30,1.23,1,0.21,3.7,0.08,9.8,0.203
18,정진기,SK,0.238,6,38,26,1.46,1,0.21,3.72,0.095,13.2,0.209
19,최준우,SK,0.236,7,68,44,1.55,2,0.68,3.92,0.071,18.2,0.215
20,남태혁,SK,0.197,2,18,13,1.38,1,0.27,4.1,0.061,4.0,0.183
21,김창평,SK,0.192,5,21,27,0.78,1,0.69,4.27,0.077,7.8,0.197
22,윤석민,SK,0.192,5,30,18,1.67,1,0.17,3.79,0.151,4.8,0.18
23,이재원,SK,0.185,10,59,99,0.60,3,0.79,3.58,0.063,11.9,0.182
24,이현석,SK,0.178,4,26,27,0.96,0,0.13,3.39,0.079,4.4,0.165
25,정현,SK,0.152,6,27,34,0.79,1,0.32,3.9,0.089,5.2,0.168
26,김재현,SK,0.143,0,3,5,0.60,0,0.0,3.57,0.0,-0.1,0.1
27,화이트,SK,0.136,2,6,12,0.50,0,6.0,4.77,0.182,3.7,0.245
28,채현우,SK,0.13,1,9,3,3.00,0,0.13,3.83,0.043,0.0,0.119
29,류효승,SK,0.125,1,1,2,0.50,0,0.25,3.78,0.375,1.1,0.225
29,이거연,SK,0.125,0,1,0,-,0,0.33,4.3,0.0,0.5,0.166
31,김민준,SK,0.000,0,1,2,0.50,0,0.00,3.20,0.000,-0.5,0.0
31,김사윤,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,김주온,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,김주한,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,김태훈,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,박민호,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,박종훈,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,서동민,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,서진용,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,신재웅,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,오원석,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,정영일,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,조이현,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,하재훈,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
31,현원회,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
