순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,임재현,SK,0.667,0,0,0,-,0,0.00,3.67,0.000,0.9,0.467
2,고종욱,SK,0.323,35,147,99,1.48,8,0.20,3.61,0.098,68.6,0.261
3,최정,SK,0.292,56,82,190,0.43,14,0.75,3.85,0.227,107.1,0.309
4,김재현,SK,0.286,3,8,11,0.73,0,0.36,3.61,0.095,6.1,0.252
5,정의윤,SK,0.282,37,99,116,0.85,7,0.50,3.62,0.166,55.5,0.266
6,로맥,SK,0.276,58,90,164,0.55,12,0.62,4.19,0.232,94.5,0.294
7,김강민,SK,0.270,24,88,120,0.73,7,0.30,3.95,0.100,52.3,0.238
8,이재원,SK,0.268,31,137,141,0.97,10,0.58,3.57,0.122,57.1,0.245
9,한유섬,SK,0.265,32,108,106,1.02,7,0.55,4.00,0.131,65.7,0.268
10,김성민,SK,0.250,0,0,0,-,0,0.00,4.00,0.000,0.2,0.175
10,노수광,SK,0.250,19,121,102,1.19,3,0.68,3.96,0.062,45.7,0.228
12,김성현,SK,0.246,19,148,133,1.11,3,0.77,3.47,0.054,37.0,0.211
13,안상현,SK,0.235,3,29,22,1.32,1,0.14,3.76,0.029,6.4,0.184
14,최항,SK,0.228,5,36,39,0.92,2,0.67,3.68,0.039,12.4,0.212
15,남태혁,SK,0.227,0,8,6,1.33,0,0.67,3.96,0.000,0.5,0.188
15,최승준,SK,0.227,0,4,3,1.33,0,0.20,3.54,0.000,1.2,0.188
17,배영섭,SK,0.225,1,15,26,0.58,3,0.40,4.00,0.014,6.6,0.195
18,나주환,SK,0.222,12,57,65,0.88,4,0.22,3.77,0.080,16.6,0.197
19,최준우,SK,0.212,2,15,8,1.88,0,1.00,4.03,0.061,1.9,0.193
20,박정권,SK,0.188,2,7,8,0.88,0,0.45,3.86,0.125,3.4,0.212
20,정진기,SK,0.188,0,6,5,1.20,0,0.50,5.06,0.000,0.7,0.153
22,김창평,SK,0.178,2,15,11,1.36,0,0.36,4.08,0.044,2.5,0.173
23,강승호,SK,0.154,2,7,8,0.88,1,0.11,4.00,0.154,2.1,0.165
24,허도환,SK,0.127,4,30,23,1.30,1,0.28,3.69,0.076,2.4,0.142
25,정현,SK,0.079,0,10,9,1.11,0,0.35,4.53,0.000,0.1,0.11
26,최경모,SK,0.063,1,5,8,0.63,0,0.00,3.31,0.063,-0.6,0.06
27,김태훈,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
27,신재웅,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
27,오준혁,SK,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.0
27,이승진,SK,-,0,0,0,-,0,-,-,-,0.0,0.0
27,이현석,SK,0.0,0,1,2,0.50,0,-,4.0,0.0,-0.3,0.0
27,채현우,SK,0.0,0,0,0,-,0,0.00,4.0,0.0,0.1,0.0
27,최민재,SK,0.0,0,1,1,1.00,0,-,3.0,0.0,-0.2,0.0
