순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,최지훈,SSG,144,38,31,7,81.6,5,3
2,추신수,SSG,112,20,15,5,75.0,5,1
3,박성한,SSG,140,20,12,8,60.0,2,0
3,최정,SSG,121,17,12,5,70.6,4,0
5,오태곤,SSG,130,15,11,4,73.3,1,0
6,김성현,SSG,130,6,3,3,50.0,5,0
6,라가레스,SSG,49,4,3,1,75.0,3,0
6,최상민,SSG,27,4,3,1,75.0,0,0
9,안상현,SSG,46,2,2,0,100,0,0
9,최경모,SSG,98,2,2,0,100,3,0
11,김강민,SSG,84,4,1,3,25.0,4,0
11,이재원,SSG,105,1,1,0,100,1,0
11,하재훈,SSG,60,1,1,0,100,1,0
11,한유섬,SSG,135,2,1,1,50.0,1,0
15,고효준,SSG,2,0,0,0,-,0,0
15,김규남,SSG,2,0,0,0,-,0,0
15,김민식,SSG,104,0,0,0,-,1,0
15,김재현,SSG,18,0,0,0,-,0,0
15,김택형,SSG,1,0,0,0,-,0,0
15,박민호,SSG,1,0,0,0,-,0,0
15,서동민,SSG,1,0,0,0,-,0,0
15,석정우,SSG,9,1,0,1,0.0,0,0
15,오준혁,SSG,47,0,0,0,-,0,0
15,이정범,SSG,7,0,0,0,-,0,0
15,이현석,SSG,9,0,0,0,-,0,0
15,이흥련,SSG,22,0,0,0,-,0,0
15,전경원,SSG,1,0,0,0,-,0,0
15,전의산,SSG,77,0,0,0,-,2,0
15,조요한,SSG,1,0,0,0,-,0,0
15,조형우,SSG,9,0,0,0,-,0,0
15,최민준,SSG,1,0,0,0,-,0,0
15,최주환,SSG,97,0,0,0,-,1,0
15,최준우,SSG,10,0,0,0,-,0,0
15,최항,SSG,15,0,0,0,-,1,0
15,크론,SSG,67,0,0,0,-,2,0
