순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,박성한,SSG,0.302,135,471,407,53,123,21,1,4,158,44,12,2,49,0,1,73,1,0.388,0.377,0.765,26,0.298,0.5
2,남태혁,SSG,0.300,12,22,20,2,6,1,0,1,10,4,0,0,1,0,1,7,1,0.500,0.364,0.864,1,0.333,0.0
3,김성현,SSG,0.283,110,274,237,27,67,15,0,6,100,37,4,4,29,0,0,29,8,0.422,0.356,0.778,16,0.266,0.0
4,이재원,SSG,0.280,107,313,271,29,76,13,0,3,98,30,6,2,29,4,5,47,14,0.362,0.358,0.720,16,0.292,0.25
5,한유섬,SSG,0.278,135,519,442,71,123,18,1,31,236,95,1,6,60,4,10,96,11,0.534,0.373,0.907,33,0.304,0.429
6,최정,SSG,0.278,134,555,436,92,121,17,1,35,245,100,1,12,84,3,22,102,9,0.562,0.410,0.972,28,0.281,0.6
7,최항,SSG,0.275,34,79,69,5,19,2,1,0,23,7,1,1,6,1,2,16,4,0.333,0.346,0.679,6,0.267,0.444
8,오태곤,SSG,0.268,122,253,235,47,63,10,0,9,100,35,1,1,14,0,2,52,4,0.426,0.313,0.739,12,0.224,0.167
9,고종욱,SSG,0.267,88,199,180,25,48,5,0,2,59,18,1,2,16,0,0,30,6,0.328,0.323,0.651,11,0.31,0.229
10,이현석,SSG,0.266,39,89,79,7,21,5,0,4,38,19,3,2,5,0,0,29,0,0.481,0.302,0.783,6,0.286,0.25
11,추신수,SSG,0.265,137,580,461,84,122,19,2,21,208,69,0,4,103,4,12,123,8,0.451,0.409,0.860,34,0.274,0.222
12,최지훈,SSG,0.262,136,534,461,75,121,19,6,5,167,45,8,6,51,0,8,71,6,0.362,0.342,0.704,30,0.255,0.333
13,안상현,SSG,0.256,37,40,39,9,10,2,0,1,15,4,0,0,1,0,0,15,0,0.385,0.275,0.660,2,0.077,0.5
14,최주환,SSG,0.256,116,470,406,50,104,16,0,18,174,67,0,2,53,4,9,84,7,0.429,0.353,0.782,29,0.284,0.167
15,이정범,SSG,0.254,19,66,59,8,15,4,0,3,28,9,0,0,7,0,0,15,1,0.475,0.333,0.808,5,0.278,0.0
16,김강민,SSG,0.238,122,260,223,43,53,11,1,8,90,27,3,3,25,1,6,52,3,0.404,0.327,0.731,9,0.222,0.3
17,이흥련,SSG,0.236,90,146,127,15,30,3,0,3,42,14,2,0,12,0,5,31,4,0.331,0.326,0.657,4,0.241,0.143
18,정의윤,SSG,0.230,62,178,165,21,38,2,0,7,61,24,0,2,11,1,0,37,5,0.370,0.275,0.645,8,0.297,0.176
19,김찬형,SSG,0.227,88,161,132,20,30,7,0,2,43,7,9,0,16,0,4,32,1,0.326,0.329,0.655,6,0.133,0.167
20,로맥,SSG,0.225,107,421,355,55,80,11,0,20,151,52,0,3,59,1,4,83,9,0.425,0.340,0.765,23,0.177,0.286
21,오준혁,SSG,0.217,26,50,46,7,10,2,0,2,18,5,0,0,4,0,0,15,2,0.391,0.280,0.671,2,0.222,0.2
22,김창평,SSG,0.080,40,28,25,6,2,0,0,0,2,1,2,0,1,0,0,6,0,0.080,0.115,0.195,0,0.0,0.333
23,고명준,SSG,0.000,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.000,0.000,0.000,0,0.0,0.0
23,김규남,SSG,0.000,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0
23,김상수,SSG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,김태훈,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,김택형,SSG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,박민호,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,서동민,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,서진용,SSG,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
23,신재영,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,유서준,SSG,0.000,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
23,장지훈,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,정상호,SSG,0.000,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0
23,정수민,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,조요한,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,하재훈,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
