선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
박성한,유격수,1.982,2023,1,SSG,128,124,1090 1/3,19,0,218,368,90,0.969,0,0,0,-
김민식,포수,1.445,2023,2,SSG,121,87,786 2/3,1,4,601,62,7,0.998,6,65,18,21.7
김성현,2루수,0.594,2023,11,SSG,69,44,426,6,0,122,144,42,0.978,0,0,0,-
최준우,2루수,0.475,2023,35,SSG,23,13,99,0,0,26,34,9,1.000,0,0,0,-
조형우,포수,0.395,2023,13,SSG,55,38,312 2/3,5,3,258,30,5,0.983,4,29,15,34.1
김성현,유격수,0.334,2023,29,SSG,26,19,179,4,0,40,53,16,0.959,0,0,0,-
하재훈,좌익수,0.27,2023,20,SSG,41,24,253,1,0,63,3,0,0.985,0,0,0,-
최상민,중견수,0.268,2023,43,SSG,14,3,56 2/3,0,0,23,0,0,1.000,0,0,0,-
김찬형,유격수,0.147,2023,60,SSG,3,1,9,0,0,4,7,1,1.000,0,0,0,-
오태곤,좌익수,0.118,2023,43,SSG,14,6,62,1,0,13,0,0,0.929,0,0,0,-
김찬형,2루수,0.117,2023,52,SSG,8,3,31 2/3,0,0,9,17,3,1.000,0,0,0,-
이재원,포수,0.084,2023,27,SSG,27,15,134,1,0,105,12,0,0.992,0,22,4,15.4
에레디아,중견수,0.077,2023,45,SSG,13,11,94 1/3,0,0,21,1,0,1.000,0,0,0,-
고명준,1루수,0.074,2023,69,SSG,1,1,5,0,0,7,0,1,1.000,0,0,0,-
하재훈,우익수,0.072,2023,25,SSG,28,23,208,1,0,44,2,0,0.979,0,0,0,-
김강민,중견수,0.03,2023,22,SSG,33,22,202 1/3,0,0,57,3,1,1.0,0,0,0,-
안상현,유격수,0.028,2023,55,SSG,6,0,10,0,0,1,2,1,1.000,0,0,0,-
최상민,우익수,0.027,2023,35,SSG,23,2,46 2/3,0,0,13,0,0,1.000,0,0,0,-
이정범,우익수,0.016,2023,60,SSG,3,3,18,0,0,3,0,0,1.000,0,0,0,-
고명준,3루수,0.0,2023,69,SSG,1,0,1 1/3,0,0,0,0,0,-,0,0,0,-
김건웅,1루수,0.0,2023,69,SSG,1,1,9,0,0,6,0,1,1.000,0,0,0,-
강진성,우익수,-0.001,2023,64,SSG,2,0,2,0,0,0,0,0,-,0,0,0,-
