순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,심우준,KT,144,46,35,11,76.1,3,1
2,배정대,KT,144,35,22,13,62.9,4,2
3,조용호,KT,132,15,12,3,80.0,4,1
4,황재균,KT,134,17,11,6,64.7,3,1
5,김민혁,KT,108,12,8,4,66.7,2,0
6,강백호,KT,129,9,7,2,77.8,10,0
7,박승욱,KT,97,6,5,1,83.3,2,1
8,송민섭,KT,114,7,4,3,57.1,2,0
9,천성호,KT,66,2,1,1,50.0,1,0
10,강민국,KT,81,1,0,1,0.0,1,0
10,강현우,KT,26,0,0,0,-,0,0
10,김민,KT,2,0,0,0,-,0,0
10,김민수,KT,1,0,0,0,-,0,0
10,김병희,KT,29,0,0,0,-,0,0
10,김성훈,KT,1,0,0,0,-,0,0
10,김재윤,KT,2,0,0,0,-,0,0
10,김태훈,KT,2,0,0,0,-,0,0
10,로하스,KT,142,1,0,1,0.0,7,0
10,류희운,KT,1,0,0,0,-,0,0
10,문상인,KT,3,0,0,0,-,0,0
10,문상철,KT,74,1,0,1,0.0,1,0
10,박경수,KT,119,1,0,1,0.0,5,0
10,박준혁,KT,12,0,0,0,-,0,0
10,안현준,KT,1,0,0,0,-,0,0
10,유원상,KT,1,0,0,0,-,0,0
10,유한준,KT,119,0,0,0,-,2,0
10,이대은,KT,2,0,0,0,-,0,0
10,이보근,KT,1,0,0,0,-,0,0
10,이상화,KT,1,0,0,0,-,0,0
10,이창재,KT,1,0,0,0,-,0,0
10,이홍구,KT,49,0,0,0,-,2,0
10,장성우,KT,130,0,0,0,-,1,0
10,전유수,KT,2,0,0,0,-,0,0
10,정주후,KT,10,1,0,1,0.0,0,0
10,조병욱,KT,1,0,0,0,-,0,0
10,주권,KT,2,0,0,0,-,0,0
10,허도환,KT,52,0,0,0,-,0,0
10,홍현빈,KT,40,1,0,1,0.0,0,0
