순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,심우준,KT,138,27,24,3,88.9,3,1
2,김민혁,KT,127,32,22,10,68.8,2,3
3,오태곤,KT,123,21,19,2,90.5,2,0
4,황재균,KT,124,17,10,7,58.8,6,1
5,강백호,KT,116,14,9,5,64.3,3,0
6,로하스,KT,142,8,4,4,50.0,10,1
6,박승욱,KT,101,5,4,1,80.0,6,0
8,유한준,KT,139,3,3,0,100,3,0
8,조용호,KT,87,7,3,4,42.9,5,0
10,강민국,KT,58,2,2,0,100,1,0
10,문상철,KT,33,2,2,0,100,0,0
12,김진곤,KT,19,2,1,1,50.0,2,0
12,송민섭,KT,105,4,1,3,25.0,1,1
14,고명성,KT,30,0,0,0,-,1,1
14,김병희,KT,4,0,0,0,-,0,0
14,김영환,KT,13,0,0,0,-,0,0
14,김재윤,KT,3,0,0,0,-,0,0
14,박경수,KT,137,1,0,1,0.0,1,0
14,박민석,KT,3,0,0,0,-,0,0
14,배정대,KT,66,2,0,2,0.0,1,0
14,손동현,KT,2,0,0,0,-,0,0
14,안승한,KT,36,0,0,0,-,1,0
14,안치영,KT,5,0,0,0,-,0,0
14,엄상백,KT,1,0,0,0,-,0,0
14,윤석민,KT,63,0,0,0,-,1,0
14,이대은,KT,4,0,0,0,-,0,0
14,이대형,KT,18,0,0,0,-,1,0
14,이준수,KT,32,0,0,0,-,2,0
14,이해창,KT,30,0,0,0,-,0,0
14,장성우,KT,127,1,0,1,0.0,6,0
14,정성곤,KT,2,0,0,0,-,0,0
14,주권,KT,1,0,0,0,-,0,0
14,하준호,KT,1,0,0,0,-,0,0
