선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
최원준,KIA,143,53,40,13,75.5,6,4
박찬호,KIA,131,13,9,4,69.2,7,0
김태진,KIA,99,13,8,5,61.5,2,0
이창진,KIA,105,5,5,0,100,4,1
김호령,KIA,62,5,4,1,80.0,1,2
이우성,KIA,65,3,2,1,66.7,2,0
최정민,KIA,39,5,2,3,40.0,0,0
최정용,KIA,53,2,2,0,100,1,0
강경학,KIA,25,1,1,0,100,1,0
이진영,KIA,17,1,1,0,100,0,0
권혁경,KIA,5,0,0,0,-,0,0
김규성,KIA,54,1,0,1,0.0,0,0
김민식,KIA,100,0,0,0,-,5,0
김석환,KIA,5,0,0,0,-,0,0
김선빈,KIA,130,0,0,0,-,4,0
나주환,KIA,19,0,0,0,-,0,0
나지완,KIA,31,0,0,0,-,0,0
류지혁,KIA,92,0,0,0,-,0,0
박민,KIA,18,1,0,1,0.0,0,0
박정우,KIA,32,2,0,2,0.0,1,0
오선우,KIA,9,0,0,0,-,0,0
오정환,KIA,9,0,0,0,-,0,0
유민상,KIA,24,0,0,0,-,0,0
이정훈,KIA,41,0,0,0,-,2,0
장현식,KIA,1,0,0,0,-,0,0
정해영,KIA,3,0,0,0,-,0,0
최형우,KIA,104,0,0,0,-,6,0
터커,KIA,127,0,0,0,-,4,1
한승택,KIA,82,0,0,0,-,1,0
황대인,KIA,86,0,0,0,-,0,0
황윤호,KIA,6,0,0,0,-,0,0
