선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
박찬호,유격수,2.093,2023,KIA,128,121,1042 2/3,14,0,206,303,68,0.973,0,0,0,-
김호령,중견수,1.152,2023,KIA,68,22,288 1/3,1,0,97,0,0,0.990,0,0,0,-
김도영,3루수,1.12,2023,KIA,81,81,695 1/3,11,0,68,140,16,0.950,0,0,0,-
소크라테스,중견수,0.697,2023,KIA,113,106,827 1/3,2,0,249,2,0,0.992,0,0,0,-
김태군,포수,0.686,2023,KIA,87,72,619,4,0,462,47,6,0.992,3,42,13,23.6
김규성,유격수,0.578,2023,KIA,33,20,187 1/3,2,0,45,63,22,0.982,0,0,0,-
한준수,포수,0.526,2023,KIA,45,22,208 2/3,0,3,151,15,1,1.000,1,17,4,19.0
신범수,포수,0.198,2023,KIA,35,26,238,0,0,191,10,4,1.000,5,19,2,9.5
이우성,우익수,0.181,2023,KIA,69,54,429 2/3,0,0,102,4,1,1.000,0,0,0,-
김선우,포수,0.143,2023,KIA,5,1,21,0,0,18,1,1,1.000,0,3,1,25.0
최정용,3루수,0.124,2023,KIA,9,3,38,0,0,8,14,0,1.000,0,0,0,-
이창진,우익수,0.115,2023,KIA,16,13,96 1/3,0,0,18,3,1,1.000,0,0,0,-
박정우,우익수,0.114,2023,KIA,13,1,28 1/3,0,0,6,0,0,1.000,0,0,0,-
최원준,우익수,0.065,2023,KIA,7,5,43,0,0,8,0,0,1.000,0,0,0,-
주효상,포수,0.063,2023,KIA,18,11,90,0,0,88,7,3,1.000,0,9,3,25.0
최정용,2루수,0.061,2023,KIA,37,4,85 1/3,1,0,13,34,7,0.979,0,0,0,-
홍종표,2루수,0.058,2023,KIA,13,1,25,0,0,2,7,1,1.000,0,0,0,-
이창진,3루수,0.033,2023,KIA,1,0,3,0,0,0,1,0,1.000,0,0,0,-
최원준,중견수,0.031,2023,KIA,21,13,125,1,0,46,0,0,0.979,0,0,0,-
김규성,1루수,0.023,2023,KIA,17,5,61 2/3,0,0,62,3,5,1.000,0,0,0,-
김선빈,2루수,0.013,2023,KIA,114,111,895 1/3,7,0,180,270,74,0.985,0,0,0,-
한승택,포수,0.004,2023,KIA,48,32,273 1/3,2,3,223,18,3,0.992,3,19,3,13.6
황대인,1루수,0.001,2023,KIA,55,50,389 1/3,3,0,355,33,34,0.992,0,0,0,-
최원준,좌익수,-0.005,2023,KIA,4,3,22,0,0,6,0,0,1.000,0,0,0,-
김석환,좌익수,-0.024,2023,KIA,5,1,17 1/3,0,0,2,0,0,1.000,0,0,0,-
윤도현,3루수,-0.041,2023,KIA,1,0,5,1,0,1,0,0,0.500,0,0,0,-
홍종표,유격수,-0.048,2023,KIA,8,0,9,0,0,5,2,1,1.000,0,0,0,-
이창진,중견수,-0.052,2023,KIA,5,3,26 1/3,0,0,8,0,0,1.000,0,0,0,-
소크라테스,우익수,-0.053,2023,KIA,54,22,261,3,0,63,1,0,0.955,0,0,0,-
김규성,3루수,-0.065,2023,KIA,7,0,15 1/3,0,0,2,1,0,1.000,0,0,0,-
이우성,좌익수,-0.094,2023,KIA,59,39,363 2/3,1,0,75,0,0,0.987,0,0,0,-
김도영,유격수,-0.1,2023,KIA,4,3,27,2,0,3,6,0,0.818,0,0,0,-
박찬호,2루수,-0.118,2023,KIA,1,0,3,1,0,0,0,0,0.000,0,0,0,-
김석환,1루수,-0.139,2023,KIA,4,4,34 1/3,0,0,31,1,4,1.000,0,0,0,-
오선우,1루수,-0.155,2023,KIA,29,4,82 2/3,1,0,89,3,10,0.989,0,0,0,-
소크라테스,좌익수,-0.169,2023,KIA,33,12,118 2/3,2,0,33,0,0,0.943,0,0,0,-
김규성,2루수,-0.174,2023,KIA,48,21,208 1/3,6,0,42,54,9,0.941,0,0,0,-
변우혁,3루수,-0.197,2023,KIA,20,12,104 2/3,4,0,6,18,3,0.857,0,0,0,-
고종욱,좌익수,-0.281,2023,KIA,45,35,248 1/3,2,0,54,3,0,0.966,0,0,0,-
이창진,좌익수,-0.364,2023,KIA,69,40,392,1,0,92,2,0,0.989,0,0,0,-
변우혁,1루수,-0.576,2023,KIA,55,44,358,5,0,311,24,42,0.985,0,0,0,-
최원준,1루수,-0.577,2023,KIA,39,35,321,7,0,289,15,24,0.977,0,0,0,-
최형우,좌익수,-0.619,2023,KIA,15,14,107,1,0,18,0,0,0.947,0,0,0,-
나성범,우익수,-0.833,2023,KIA,50,49,410 2/3,1,0,88,4,0,0.989,0,0,0,-
홍종표,3루수,,2023,KIA,3,0,5,0,0,1,2,1,1.000,0,0,0,-
박정우,중견수,,2023,KIA,1,0,2,0,0,1,0,0,1.000,0,0,0,-
김선빈,유격수,,2023,KIA,2,0,2,0,0,0,0,0,-,0,0,0,-
최정용,1루수,,2023,KIA,2,0,4,0,0,3,0,0,1.000,0,0,0,-
최정용,유격수,,2023,KIA,1,0,1,0,0,0,1,0,1.000,0,0,0,-
