선수명,포지션,수비 승리 기여도,년도,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
한승택,포수,1.108,2021,KIA,82,68,589,5,3,489,53,8,0.991,5,29,16,35.6
박찬호,유격수,1.085,2021,KIA,128,125,1100 1/3,24,0,204,321,74,0.956,0,0,0,-
김민식,포수,0.789,2021,KIA,86,67,606,5,0,471,41,5,0.990,3,55,20,26.7
김규성,유격수,0.595,2021,KIA,13,6,61,0,0,11,23,3,1.000,0,0,0,-
이창진,중견수,0.525,2021,KIA,82,67,558 1/3,0,0,168,1,0,1.000,0,0,0,-
이우성,좌익수,0.396,2021,KIA,60,19,247 2/3,1,0,58,1,1,0.983,0,0,0,-
김호령,중견수,0.370,2021,KIA,61,44,394,0,0,124,2,1,1.000,0,0,0,-
박정우,중견수,0.346,2021,KIA,22,14,130,0,0,43,1,1,1.000,0,0,0,-
류지혁,3루수,0.329,2021,KIA,47,43,359 1/3,6,0,31,75,14,0.946,0,0,0,-
최정용,2루수,0.295,2021,KIA,22,6,77 1/3,0,0,19,27,6,1.000,0,0,0,-
이창진,좌익수,0.169,2021,KIA,22,5,65,1,0,24,0,0,0.960,0,0,0,-
나주환,3루수,0.129,2021,KIA,9,3,43 2/3,0,0,3,7,2,1.000,0,0,0,-
이진영,중견수,0.125,2021,KIA,12,8,76,0,0,20,0,0,1.000,0,0,0,-
강경학,2루수,0.105,2021,KIA,12,4,46,0,0,16,17,4,1.000,0,0,0,-
이창진,우익수,0.096,2021,KIA,3,0,8,0,0,5,0,0,1.000,0,0,0,-
터커,1루수,0.094,2021,KIA,28,27,244 2/3,1,0,212,17,20,0.996,0,0,0,-
최원준,중견수,0.094,2021,KIA,13,10,80 2/3,0,0,21,0,0,1.000,0,0,0,-
박민,유격수,0.048,2021,KIA,14,11,94 2/3,2,0,13,24,6,0.949,0,0,0,-
최형우,좌익수,0.044,2021,KIA,2,1,10,0,0,4,0,0,1.000,0,0,0,-
최정민,2루수,0.041,2021,KIA,6,0,9,0,0,2,1,1,1.000,0,0,0,-
나주환,1루수,0.041,2021,KIA,4,1,10,0,0,10,1,0,1.000,0,0,0,-
최정민,중견수,0.027,2021,KIA,9,1,30,0,0,9,0,0,1.000,0,0,0,-
오정환,2루수,0.026,2021,KIA,3,2,23,0,0,4,7,2,1.000,0,0,0,-
권혁경,포수,0.024,2021,KIA,5,5,41,0,0,22,1,0,1.000,1,5,1,16.7
최정민,좌익수,0.008,2021,KIA,5,2,17,0,0,2,0,0,1.000,0,0,0,-
김선빈,유격수,0.004,2021,KIA,1,0,2,0,0,0,0,0,-,0,0,0,-
최정민,우익수,-0.001,2021,KIA,1,0,2,0,0,0,0,0,-,0,0,0,-
김태진,3루수,-0.013,2021,KIA,93,91,786 2/3,16,0,66,171,16,0.937,0,0,0,-
박정우,우익수,-0.025,2021,KIA,1,0,2,0,0,0,0,0,-,0,0,0,-
이진영,우익수,-0.051,2021,KIA,4,3,31,0,0,5,0,0,1.000,0,0,0,-
오선우,좌익수,-0.057,2021,KIA,6,4,33 1/3,0,0,15,1,1,1.000,0,0,0,-
류지혁,1루수,-0.059,2021,KIA,42,34,312 1/3,2,0,291,17,36,0.994,0,0,0,-
강경학,유격수,-0.060,2021,KIA,4,1,13,1,0,6,4,3,0.909,0,0,0,-
최정용,3루수,-0.065,2021,KIA,6,2,24,2,0,3,5,1,0.800,0,0,0,-
박정우,좌익수,-0.068,2021,KIA,9,2,27,0,0,4,0,0,1.000,0,0,0,-
황윤호,3루수,-0.073,2021,KIA,4,3,29 2/3,2,0,2,4,0,0.750,0,0,0,-
터커,우익수,-0.089,2021,KIA,10,7,52 2/3,1,0,11,0,0,0.917,0,0,0,-
김규성,2루수,-0.109,2021,KIA,33,3,64,2,0,12,27,4,0.951,0,0,0,-
김태진,2루수,-0.128,2021,KIA,5,5,44,1,0,8,9,4,0.944,0,0,0,-
이우성,우익수,-0.133,2021,KIA,2,1,10,0,0,3,0,0,1.000,0,0,0,-
이정훈,포수,-0.134,2021,KIA,4,4,33,2,0,24,2,0,0.929,1,3,0,0.0
황윤호,2루수,-0.138,2021,KIA,2,1,11,0,0,0,4,0,1.000,0,0,0,-
김규성,3루수,-0.184,2021,KIA,3,1,15 2/3,2,0,1,4,0,0.714,0,0,0,-
오정환,3루수,-0.237,2021,KIA,1,1,8,1,0,0,2,0,0.667,0,0,0,-
유민상,1루수,-0.302,2021,KIA,15,14,118,0,0,106,7,15,1.000,0,0,0,-
김선빈,2루수,-0.308,2021,KIA,125,125,1015 2/3,7,0,206,305,86,0.986,0,0,0,-
김석환,1루수,-0.314,2021,KIA,4,4,35,2,0,40,0,3,0.952,0,0,0,-
최원준,우익수,-0.590,2021,KIA,140,133,1163 1/3,7,0,291,10,2,0.977,0,0,0,-
나지완,좌익수,-0.967,2021,KIA,24,23,176,0,0,38,0,0,1.000,0,0,0,-
터커,좌익수,-1.125,2021,KIA,91,88,693,1,0,143,1,1,0.993,0,0,0,-
황대인,1루수,-1.184,2021,KIA,71,64,546,3,0,502,28,48,0.994,0,0,0,-
최정민,3루수,,2021,KIA,1,0,1,0,0,0,0,0,-,0,0,0,-
강경학,3루수,,2021,KIA,6,3,28,1,0,1,2,0,0.750,0,0,0,-
류지혁,유격수,,2021,KIA,1,0,1,0,0,1,1,0,1.000,0,0,0,-
