순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,김태균,한화,0.305,127,500,433,47,132,21,0,6,171,62,0,8,54,5,5,94,15,0.395,0.382,0.777,30,0.301,0.25
2,이시원,한화,0.290,14,31,31,3,9,1,0,0,10,4,0,0,0,0,0,8,1,0.323,0.290,0.613,1,0.231,0.5
3,최재훈,한화,0.290,135,451,373,47,108,18,0,3,135,31,4,4,56,0,14,61,9,0.362,0.398,0.760,28,0.225,0.0
4,호잉,한화,0.284,124,525,476,74,135,26,2,18,219,73,1,5,38,5,5,90,6,0.460,0.340,0.800,40,0.262,0.0
5,정근우,한화,0.278,88,305,277,37,77,10,1,3,98,30,3,1,20,1,4,43,11,0.354,0.334,0.688,17,0.361,0.417
6,송광민,한화,0.264,122,486,454,50,120,21,0,7,162,51,3,5,21,0,3,91,18,0.357,0.298,0.655,35,0.261,0.333
7,하주석,한화,0.263,5,20,19,3,5,2,0,0,7,2,1,0,0,0,0,4,1,0.368,0.263,0.631,2,0.333,0.0
8,정은원,한화,0.262,142,624,564,83,148,27,6,8,211,57,6,6,48,0,0,101,6,0.374,0.317,0.691,44,0.241,0.333
9,이성열,한화,0.256,129,476,414,60,106,21,1,21,192,85,1,4,48,1,9,114,7,0.464,0.343,0.807,25,0.314,0.077
10,김민하,한화,0.256,72,140,125,14,32,6,0,2,44,14,2,1,9,0,3,41,4,0.352,0.319,0.671,5,0.267,0.4
11,장진혁,한화,0.254,113,349,315,42,80,16,5,1,109,24,2,1,26,0,5,74,4,0.346,0.320,0.666,17,0.234,0.182
12,김태연,한화,0.250,9,6,4,0,1,1,0,0,2,0,0,0,2,0,0,2,0,0.500,0.500,1.000,0,0.0,0.0
12,지시완,한화,0.250,58,109,104,7,26,6,0,2,38,11,0,0,5,0,0,21,3,0.365,0.284,0.649,5,0.226,0.111
12,최윤석,한화,0.250,7,15,12,3,3,0,0,0,3,1,0,0,3,0,0,4,0,0.250,0.400,0.650,0,0.5,0.0
15,강경학,한화,0.239,52,135,113,21,27,4,0,0,31,12,3,1,15,0,3,32,3,0.274,0.341,0.615,5,0.222,0.286
16,김회성,한화,0.231,58,117,104,7,24,4,0,3,37,18,1,1,11,0,0,24,1,0.356,0.302,0.658,4,0.303,0.25
16,최진행,한화,0.231,45,129,117,10,27,6,0,6,51,19,0,1,9,0,2,28,3,0.436,0.295,0.731,7,0.158,0.143
18,백진우,한화,0.227,16,48,44,4,10,3,0,0,13,3,2,0,0,0,2,18,1,0.295,0.261,0.556,4,0.167,0.0
19,변우혁,한화,0.226,29,61,53,7,12,1,0,1,16,2,0,0,7,0,1,17,3,0.302,0.328,0.630,1,0.231,0.0
20,오선진,한화,0.224,122,453,392,37,88,16,0,3,113,36,10,3,38,0,10,72,8,0.288,0.307,0.595,22,0.263,0.0
21,김인환,한화,0.214,18,46,42,1,9,1,0,0,10,2,0,2,2,0,0,9,0,0.238,0.239,0.477,1,0.0,0.25
22,김종민,한화,0.200,10,21,20,2,4,0,0,1,7,1,1,0,0,0,0,7,1,0.350,0.200,0.550,1,0.0,0.0
23,노시환,한화,0.186,91,192,177,19,33,8,1,1,46,13,1,1,11,0,2,72,3,0.260,0.241,0.501,7,0.205,0.111
24,박한결,한화,0.182,9,11,11,0,2,0,0,0,2,0,0,0,0,0,0,4,1,0.182,0.182,0.364,0,0.0,0.0
25,양성우,한화,0.168,56,129,119,11,20,3,0,1,26,6,1,0,9,0,0,28,2,0.218,0.227,0.445,1,0.143,0.143
26,유로결,한화,0.164,38,61,55,10,9,1,0,1,13,4,0,1,5,0,0,17,0,0.236,0.230,0.466,1,0.143,0.333
27,이창열,한화,0.154,11,16,13,3,2,0,0,0,2,1,1,0,1,0,1,5,1,0.154,0.267,0.421,0,0.25,0.0
28,장운호,한화,0.100,7,12,10,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0.100,0.182,0.282,0,0.0,0.0
29,김경태,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,김종수,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,김창혁,한화,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
29,박상언,한화,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
29,박준혁,한화,0.000,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
29,서폴드,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,신정락,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,안영명,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,이원석,한화,0.000,13,9,6,3,0,0,0,0,0,0,0,0,2,0,1,5,0,0.000,0.333,0.333,0,0.0,0.0
29,임준섭,한화,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,정우람,한화,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
