순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,이용규,한화,120,25,17,8,68.0,5,1
2,노수광,한화,100,18,11,7,61.1,4,0
3,정진호,한화,113,16,9,7,56.3,2,0
4,호잉,한화,34,8,5,3,62.5,2,0
5,하주석,한화,72,5,4,1,80.0,3,0
6,반즈,한화,74,3,2,1,66.7,0,0
6,장진혁,한화,19,3,2,1,66.7,1,1
8,강경학,한화,94,3,1,2,33.3,3,1
8,이성열,한화,79,2,1,1,50.0,2,0
8,정은원,한화,79,2,1,1,50.0,5,0
11,김문호,한화,18,0,0,0,-,0,0
11,김민하,한화,36,0,0,0,-,1,0
11,김지수,한화,14,0,0,0,-,0,0
11,김진욱,한화,1,0,0,0,-,0,0
11,김태균,한화,67,0,0,0,-,0,0
11,김건,한화,4,0,0,0,-,0,0
11,김회성,한화,15,0,0,0,-,0,0
11,노시환,한화,106,1,0,1,0.0,1,0
11,노태형,한화,55,1,0,1,0.0,1,0
11,박상언,한화,38,0,0,0,-,0,0
11,박정현,한화,30,0,0,0,-,2,0
11,박한결,한화,13,0,0,0,-,0,0
11,송광민,한화,94,0,0,0,-,1,0
11,양성우,한화,5,0,0,0,-,0,0
11,오선진,한화,93,1,0,1,0.0,1,0
11,유로결,한화,30,1,0,1,0.0,1,0
11,이도윤,한화,14,0,0,0,-,0,0
11,이시원,한화,37,0,0,0,-,1,0
11,이해창,한화,70,2,0,2,0.0,2,0
11,임종찬,한화,52,1,0,1,0.0,1,1
11,장운호,한화,24,0,0,0,-,0,0
11,정기훈,한화,29,1,0,1,0.0,0,0
11,정우람,한화,1,0,0,0,-,0,0
11,조한민,한화,25,0,0,0,-,0,0
11,최승준,한화,2,0,0,0,-,0,0
11,최인호,한화,47,0,0,0,-,0,0
11,최재훈,한화,126,0,0,0,-,3,0
11,최진행,한화,84,0,0,0,-,0,0
11,허관회,한화,1,0,0,0,-,1,0
