선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
최재훈,포수,1.226,2020,1,한화,119,103,857 2/3,5,1,727,48,12,0.994,4,79,27,25.5
노수광,중견수,1.077,2020,16,한화,49,39,322,3,0,102,4,1,0.972,0,0,0,-
정진호,좌익수,0.801,2020,5,한화,69,42,388 2/3,0,0,97,4,1,1.0,0,0,0,-
반즈,우익수,0.778,2020,25,한화,33,27,239,0,0,56,2,1,1.0,0,0,0,-
강경학,2루수,0.566,2020,11,한화,54,42,329 1/3,1,0,93,108,31,0.995,0,0,0,-
오선진,3루수,0.492,2020,28,한화,31,15,163 2/3,2,0,10,37,2,0.959,0,0,0,-
김민하,우익수,0.332,2020,45,한화,18,8,88 2/3,1,0,27,0,0,0.964,0,0,0,-
정은원,2루수,0.280,2020,4,한화,77,72,622,4,0,136,179,43,0.987,0,0,0,-
박상언,포수,0.269,2020,24,한화,34,7,102 1/3,2,1,80,9,1,0.978,4,9,4,30.8
호잉,우익수,0.209,2020,25,한화,33,33,278,0,0,71,2,1,1.0,0,0,0,-
김민하,좌익수,0.191,2020,57,한화,10,4,41,0,0,16,0,0,1.0,0,0,0,-
노태형,2루수,0.162,2020,31,한화,26,18,135,1,0,37,40,11,0.987,0,0,0,-
이시원,중견수,0.161,2020,42,한화,20,2,56 1/3,0,0,18,0,0,1.0,0,0,0,-
오선진,유격수,0.148,2020,18,한화,43,22,234 1/3,1,0,35,64,15,0.99,0,0,0,-
송광민,3루수,0.138,2020,17,한화,44,38,320 1/3,4,0,24,49,10,0.948,0,0,0,-
이도윤,유격수,0.137,2020,83,한화,4,3,27,0,0,5,8,2,1.000,0,0,0,-
정기훈,3루수,0.107,2020,75,한화,5,3,23,0,0,0,3,1,1.000,0,0,0,-
강경학,3루수,0.105,2020,66,한화,7,5,41,1,0,3,9,0,0.923,0,0,0,-
이해창,포수,0.096,2020,7,한화,62,33,298,4,0,251,21,0,0.986,2,31,8,20.5
노시환,1루수,0.076,2020,83,한화,4,0,9,0,0,10,0,1,1.000,0,0,0,-
김회성,1루수,0.062,2020,57,한화,10,2,38,1,0,32,1,5,0.971,0,0,0,-
이시원,좌익수,0.050,2020,75,한화,5,3,30,0,0,7,0,0,1.000,0,0,0,-
노시환,유격수,0.042,2020,42,한화,20,17,146,3,0,25,40,9,0.956,0,0,0,-
박정현,유격수,0.024,2020,51,한화,15,10,84,1,0,14,29,5,0.977,0,0,0,-
김문호,좌익수,0.020,2020,75,한화,5,3,28,0,0,9,0,0,1.000,0,0,0,-
장운호,좌익수,0.020,2020,83,한화,4,0,4 2/3,0,0,0,0,0,-,0,0,0,-
김민하,중견수,0.015,2020,75,한화,5,1,14,0,0,6,0,0,1.000,0,0,0,-
정진호,우익수,0.009,2020,27,한화,32,22,189 2/3,1,0,49,1,1,0.98,0,0,0,-
임종찬,좌익수,0.007,2020,100,한화,1,0,4 2/3,0,0,1,0,0,1.000,0,0,0,-
강경학,우익수,0.006,2020,100,한화,1,0,2 1/3,0,0,1,0,0,1.000,0,0,0,-
조한민,2루수,0.001,2020,100,한화,1,0,3 1/3,0,0,0,0,0,-,0,0,0,-
임종찬,중견수,0.000,2020,100,한화,1,0,2 1/3,0,0,0,0,0,-,0,0,0,-
강경학,좌익수,-0.001,2020,95,한화,2,0,2,0,0,0,0,0,-,0,0,0,-
박정현,1루수,-0.002,2020,90,한화,3,0,3,0,0,5,0,0,1.000,0,0,0,-
장운호,중견수,-0.002,2020,90,한화,3,0,8,0,0,2,0,0,1.000,0,0,0,-
정진호,중견수,-0.006,2020,53,한화,13,5,45,0,0,12,0,0,1.0,0,0,0,-
허관회,포수,-0.008,2020,100,한화,1,1,7,0,0,10,0,0,1.000,0,1,0,0.0
이용규,좌익수,-0.011,2020,57,한화,10,10,79 1/3,0,0,20,0,0,1.000,0,0,0,-
김민하,1루수,-0.021,2020,71,한화,6,2,21,1,0,16,1,4,0.944,0,0,0,-
김지수,우익수,-0.026,2020,100,한화,1,1,9,1,0,4,0,0,0.800,0,0,0,-
정기훈,2루수,-0.032,2020,90,한화,3,1,17,1,0,5,3,1,0.889,0,0,0,-
박정현,3루수,-0.033,2020,90,한화,3,2,12,0,0,1,1,0,1.000,0,0,0,-
김지수,좌익수,-0.033,2020,75,한화,5,3,27,0,0,4,2,0,1.000,0,0,0,-
정기훈,1루수,-0.036,2020,95,한화,2,0,5 2/3,0,0,2,1,0,1.000,0,0,0,-
최인호,1루수,-0.044,2020,100,한화,1,1,6,0,0,6,0,0,1.000,0,0,0,-
박정현,2루수,-0.045,2020,100,한화,1,1,6,0,0,0,4,1,1.000,0,0,0,-
양성우,좌익수,-0.051,2020,83,한화,4,3,24,0,0,1,0,0,1.000,0,0,0,-
김건,2루수,-0.053,2020,90,한화,3,0,8,1,0,3,3,1,0.857,0,0,0,-
장진혁,우익수,-0.062,2020,71,한화,6,4,39,0,0,10,0,0,1.000,0,0,0,-
최승준,1루수,-0.065,2020,100,한화,1,0,5,0,0,3,0,1,1.000,0,0,0,-
강경학,유격수,-0.066,2020,95,한화,2,2,18,1,0,2,6,2,0.889,0,0,0,-
노수광,좌익수,-0.072,2020,21,한화,40,22,230,1,0,53,1,0,0.982,0,0,0,-
김회성,3루수,-0.073,2020,83,한화,4,3,30,1,0,3,3,1,0.857,0,0,0,-
장진혁,중견수,-0.076,2020,66,한화,7,3,30,0,0,7,2,0,1.000,0,0,0,-
노시환,3루수,-0.079,2020,3,한화,82,73,629,10,0,64,108,17,0.945,0,0,0,-
장운호,우익수,-0.087,2020,57,한화,10,4,46 2/3,0,0,10,0,0,1.000,0,0,0,-
이도윤,2루수,-0.088,2020,57,한화,10,3,39,0,0,3,9,1,1.0,0,0,0,-
송광민,1루수,-0.101,2020,28,한화,31,27,222 1/3,2,0,196,12,17,0.99,0,0,0,-
정기훈,유격수,-0.123,2020,83,한화,4,2,21,1,0,3,3,0,0.857,0,0,0,-
최인호,좌익수,-0.144,2020,23,한화,37,32,259 2/3,0,0,61,4,0,1.0,0,0,0,-
오선진,2루수,-0.155,2020,36,한화,24,7,105 1/3,1,0,22,34,6,0.982,0,0,0,-
반즈,중견수,-0.156,2020,64,한화,9,7,58,0,0,16,0,0,1.000,0,0,0,-
강경학,1루수,-0.178,2020,53,한화,13,7,66,3,0,58,4,6,0.954,0,0,0,-
이성열,1루수,-0.185,2020,75,한화,5,5,37,1,0,33,1,4,0.971,0,0,0,-
장진혁,좌익수,-0.205,2020,71,한화,6,0,14,0,0,1,0,0,1.000,0,0,0,-
하주석,유격수,-0.221,2020,6,한화,68,67,558,9,0,89,148,37,0.963,0,0,0,-
노태형,1루수,-0.226,2020,45,한화,18,5,67 2/3,1,0,57,8,3,0.985,0,0,0,-
노태형,3루수,-0.239,2020,66,한화,7,5,46,3,0,4,5,2,0.750,0,0,0,-
최진행,좌익수,-0.263,2020,35,한화,25,19,146,1,0,32,0,0,0.97,0,0,0,-
조한민,유격수,-0.274,2020,39,한화,22,16,117 1/3,5,0,19,30,9,0.907,0,0,0,-
김태균,1루수,-0.304,2020,13,한화,53,51,402,0,0,352,21,31,1.0,0,0,0,-
김문호,1루수,-0.333,2020,66,한화,7,7,53,0,0,44,5,6,1.000,0,0,0,-
임종찬,우익수,-0.385,2020,20,한화,42,32,259 1/3,0,0,60,3,1,1.0,0,0,0,-
박한결,유격수,-0.413,2020,55,한화,11,5,59 1/3,2,0,8,17,1,0.926,0,0,0,-
김지수,중견수,-0.415,2020,75,한화,5,3,25,0,0,9,0,0,1.000,0,0,0,-
반즈,1루수,-0.417,2020,18,한화,43,37,329 1/3,4,0,263,31,36,0.987,0,0,0,-
노수광,우익수,-0.446,2020,57,한화,10,9,68,0,0,9,0,0,1.0,0,0,0,-
이용규,중견수,-1.417,2020,2,한화,106,96,799,3,0,222,0,0,0.987,0,0,0,-
이시원,우익수,,2020,100,한화,1,0,1,0,0,0,0,0,-,0,0,0,-
최인호,중견수,,2020,100,한화,1,0,1,0,0,0,0,0,-,0,0,0,-
양성우,우익수,,2020,100,한화,1,0,1,0,0,0,0,0,-,0,0,0,-
