순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,유로결,한화,0.5,2,1,0,0,0,1,0,0,0,0,1번
2,터크먼,한화,0.27,370,100,20,4,9,31,41,5,66,8,1번
3,정은원,한화,0.235,183,43,5,1,3,10,22,0,42,2,1번
4,이성곤,한화,0.222,9,2,0,0,0,1,0,0,2,0,1번
5,노수광,한화,0.182,22,4,1,0,0,1,0,0,10,0,1번
6,권광민,한화,0.0,2,0,0,0,0,0,2,0,0,0,1번
6,김태연,한화,0.0,4,0,0,0,0,0,0,0,0,0,1번
6,이도윤,한화,0.0,8,0,0,0,0,0,1,0,1,1,1번
6,이원석,한화,0.0,2,0,0,0,0,0,0,0,2,0,1번
6,이해창,한화,0.0,1,0,0,0,0,0,0,0,1,0,1번
6,장운호,한화,0.0,1,0,0,0,0,0,1,1,0,0,1번
6,허관회,한화,0.0,1,0,0,0,0,0,0,0,0,1,1번
1,권광민,한화,0.5,2,1,1,0,0,1,2,0,1,0,2번
2,노시환,한화,0.333,9,3,1,0,0,1,1,0,3,0,2번
3,박상언,한화,0.3,10,3,1,0,0,1,2,0,2,0,2번
4,박정현,한화,0.286,7,2,1,0,0,1,0,0,1,0,2번
5,김태연,한화,0.273,132,36,6,0,5,15,10,3,29,3,2번
6,허인서,한화,0.25,4,1,0,0,0,0,0,0,2,0,2번
7,장진혁,한화,0.235,17,4,0,0,0,2,3,0,7,0,2번
8,장운호,한화,0.222,9,2,0,0,0,1,1,0,2,0,2번
9,이진영,한화,0.205,44,9,1,0,1,6,6,0,18,1,2번
10,노수광,한화,0.203,79,16,3,0,0,3,9,1,29,0,2번
11,유로결,한화,0.2,5,1,0,0,0,1,0,0,2,0,2번
11,이성곤,한화,0.2,10,2,1,0,0,0,2,0,4,0,2번
11,정은원,한화,0.2,35,7,3,0,2,6,9,0,12,2,2번
14,최재훈,한화,0.193,171,33,3,0,1,7,27,11,33,7,2번
15,유상빈,한화,0.154,13,2,0,0,0,0,0,0,5,0,2번
16,김인환,한화,0.0,2,0,0,0,0,0,0,0,0,0,2번
16,변우혁,한화,0.0,1,0,0,0,0,0,0,0,0,0,2번
16,이도윤,한화,0.0,2,0,0,0,0,0,0,0,1,0,2번
16,하주석,한화,0.0,4,0,0,0,0,0,1,0,2,0,2번
1,허관회,한화,0.5,2,1,0,0,0,0,0,0,0,0,3번
2,터크먼,한화,0.299,134,40,10,0,1,5,9,1,28,3,3번
3,정은원,한화,0.291,227,66,7,1,3,27,37,1,44,6,3번
4,노시환,한화,0.257,183,47,13,0,0,19,11,2,39,4,3번
5,하주석,한화,0.25,4,1,0,0,0,1,0,0,2,0,3번
6,김인환,한화,0.2,5,1,0,0,1,2,0,0,2,0,3번
7,김태연,한화,0.167,6,1,0,0,0,1,2,0,2,0,3번
8,박정현,한화,0.0,1,0,0,0,0,0,0,0,0,0,3번
8,원혁재,한화,0.0,1,0,0,0,0,0,0,0,1,0,3번
8,이도윤,한화,0.0,1,0,0,0,0,0,0,0,1,0,3번
8,이원석,한화,0.0,1,0,0,0,0,0,0,0,1,0,3번
8,임종찬,한화,0.0,1,0,0,0,0,0,0,0,1,0,3번
1,박정현,한화,0.5,4,2,0,0,0,0,1,0,2,0,4번
2,김태연,한화,0.455,11,5,0,0,0,1,3,0,3,0,4번
3,터크먼,한화,0.366,71,26,7,0,2,7,14,1,10,1,4번
4,노시환,한화,0.298,242,72,10,1,6,39,36,2,53,9,4번
5,김인환,한화,0.274,190,52,6,0,8,30,13,3,51,1,4번
6,이진영,한화,0.118,17,2,0,1,0,1,2,0,7,1,4번
7,박상언,한화,0.0,1,0,0,0,0,0,0,0,0,0,4번
7,변우혁,한화,0.0,1,0,0,0,0,0,0,0,0,0,4번
7,유로결,한화,0.0,1,0,0,0,0,0,1,0,0,0,4번
7,이도윤,한화,0.0,2,0,0,0,0,0,0,0,1,0,4번
7,이성곤,한화,0.0,2,0,0,0,0,0,0,0,0,0,4번
7,장운호,한화,0.0,1,0,0,0,0,0,0,0,0,0,4번
7,정민규,한화,0.0,1,0,0,0,0,0,0,0,1,0,4번
7,허관회,한화,0.0,1,0,0,0,0,0,0,0,1,0,4번
1,백용환,한화,0.500,2,1,1,0,0,0,0,0,0,0,5번
2,김인환,한화,0.320,103,33,2,0,6,15,5,0,27,2,5번
3,이도윤,한화,0.286,14,4,2,0,0,1,0,0,3,0,5번
4,하주석,한화,0.227,233,53,7,0,1,26,18,2,72,2,5번
5,김태연,한화,0.220,91,20,5,0,0,13,11,1,27,2,5번
6,최재훈,한화,0.214,14,3,0,0,0,1,0,0,3,0,5번
7,노수광,한화,0.167,6,1,0,0,0,0,2,0,2,0,5번
8,이진영,한화,0.159,69,11,4,0,1,10,5,0,34,0,5번
9,이성곤,한화,0.133,15,2,1,0,0,1,2,0,7,0,5번
10,권광민,한화,0.000,1,0,0,0,0,0,0,0,0,0,5번
10,박상언,한화,0.000,5,0,0,0,0,0,0,0,1,0,5번
10,박정현,한화,0.000,2,0,0,0,0,0,0,0,1,0,5번
10,허관회,한화,-,0,0,0,0,0,0,1,0,0,0,5번
1,박정현,한화,0.333,9,3,1,0,0,3,2,0,2,0,6번
1,최재훈,한화,0.333,30,10,3,0,0,1,6,3,4,4,6번
3,하주석,한화,0.299,164,49,10,2,3,23,7,0,40,1,6번
4,이진영,한화,0.273,33,9,3,0,3,7,2,0,9,1,6번
4,장운호,한화,0.273,11,3,0,0,0,2,6,0,4,0,6번
6,이성곤,한화,0.267,15,4,1,0,0,0,2,0,4,0,6번
7,장진혁,한화,0.25,4,1,0,0,0,0,0,0,1,0,6번
8,권광민,한화,0.235,17,4,1,0,0,0,0,0,7,0,6번
9,노수광,한화,0.231,13,3,0,1,0,2,4,0,2,1,6번
9,변우혁,한화,0.231,13,3,1,0,1,2,0,0,6,0,6번
11,정은원,한화,0.227,22,5,2,0,0,0,8,0,6,0,6번
12,김태연,한화,0.203,118,24,4,0,1,17,15,1,37,2,6번
13,김인환,한화,0.183,71,13,5,0,0,4,4,0,24,0,6번
14,박상언,한화,0.0,5,0,0,0,0,0,1,0,1,0,6번
14,원혁재,한화,0.0,1,0,0,0,0,0,0,0,1,0,6번
14,이도윤,한화,0.0,5,0,0,0,0,0,0,0,2,0,6번
1,허인서,한화,0.5,2,1,0,0,0,0,0,0,1,0,7번
2,김태연,한화,0.438,16,7,2,0,1,5,5,0,2,0,7번
3,정은원,한화,0.421,38,16,3,0,0,5,7,0,5,0,7번
4,유상빈,한화,0.333,9,3,0,0,0,0,0,0,3,0,7번
5,박정현,한화,0.3,10,3,0,1,1,3,1,0,1,0,7번
6,노수광,한화,0.282,85,24,7,4,1,9,7,0,28,0,7번
7,장운호,한화,0.278,18,5,2,0,1,5,2,1,3,2,7번
8,변우혁,한화,0.265,34,9,1,0,1,3,0,0,13,2,7번
