선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
최재훈,포수,1.655,2021,3,한화,108,100,842,1,3,702,62,11,0.999,3,63,25,28.4
장운호,우익수,1.154,2021,6,한화,59,34,349,0,0,85,3,2,1.0,0,0,0,-
노시환,3루수,0.877,2021,4,한화,96,94,811,20,0,98,176,27,0.932,0,0,0,-
정진호,좌익수,0.484,2021,15,한화,41,38,302 2/3,2,0,77,3,1,0.976,0,0,0,-
하주석,유격수,0.427,2021,2,한화,113,111,923 2/3,14,0,131,231,40,0.963,0,0,0,-
최인호,좌익수,0.362,2021,12,한화,43,39,325 2/3,0,0,75,1,1,1.0,0,0,0,-
김태연,3루수,0.349,2021,24,한화,30,26,228,5,0,29,58,6,0.946,0,0,0,-
박정현,2루수,0.319,2021,64,한화,8,6,56,2,0,13,18,4,0.939,0,0,0,-
김민하,좌익수,0.228,2021,47,한화,16,11,98 1/3,1,0,27,0,0,0.964,0,0,0,-
김민하,우익수,0.223,2021,32,한화,20,12,118,1,0,28,1,0,0.967,0,0,0,-
김민하,중견수,0.219,2021,71,한화,6,5,42,1,0,16,1,0,0.944,0,0,0,-
김지수,우익수,0.202,2021,71,한화,6,4,30,0,0,11,0,0,1.000,0,0,0,-
노수광,좌익수,0.199,2021,56,한화,10,7,66,0,0,21,1,0,1.000,0,0,0,-
이도윤,3루수,0.199,2021,39,한화,18,4,66 2/3,1,0,6,19,2,0.962,0,0,0,-
정민규,1루수,0.121,2021,101,한화,1,1,8,0,0,6,4,0,1.000,0,0,0,-
조한민,2루수,0.118,2021,60,한화,9,4,41,1,0,12,10,2,0.957,0,0,0,-
김태연,우익수,0.112,2021,39,한화,18,17,119,0,0,30,3,0,1.000,0,0,0,-
김태연,2루수,0.092,2021,64,한화,8,2,34,2,0,10,11,1,0.913,0,0,0,-
박정현,유격수,0.067,2021,43,한화,17,11,110,1,0,18,27,3,0.978,0,0,0,-
장규현,포수,0.053,2021,79,한화,4,1,16,0,0,12,0,0,1.000,0,3,0,0.0
페레즈,2루수,0.050,2021,75,한화,5,5,38,1,0,9,12,2,0.955,0,0,0,-
노시환,1루수,0.050,2021,75,한화,5,0,12 2/3,0,0,9,1,2,1.000,0,0,0,-
유로결,우익수,0.049,2021,85,한화,3,2,19,0,0,3,0,0,1.000,0,0,0,-
조한민,중견수,0.046,2021,85,한화,3,2,16,0,0,4,0,0,1.000,0,0,0,-
페레즈,유격수,0.038,2021,54,한화,12,10,83,1,0,13,25,4,0.974,0,0,0,-
