선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
페레즈,우익수,0.033,2021,71,한화,6,3,28,0,0,6,0,0,1.000,0,0,0,-
조한민,좌익수,0.015,2021,60,한화,9,7,54,1,0,15,1,1,0.941,0,0,0,-
이해창,포수,0.011,2021,32,한화,20,16,149,1,2,112,16,1,0.992,1,13,3,18.8
이성열,1루수,0.008,2021,56,한화,10,7,64,1,0,46,5,5,0.981,0,0,0,-
정민규,2루수,0.001,2021,101,한화,1,0,1,0,0,0,0,0,-,0,0,0,-
강상원,우익수,-0.004,2021,60,한화,9,3,30,0,0,4,0,0,1.000,0,0,0,-
최인호,우익수,-0.004,2021,95,한화,2,1,10,0,0,2,0,0,1.000,0,0,0,-
정은원,2루수,-0.011,2021,1,한화,125,122,1015 2/3,13,0,219,279,70,0.975,0,0,0,-
페레즈,좌익수,-0.015,2021,56,한화,10,9,68,1,0,8,0,0,0.889,0,0,0,-
유로결,좌익수,-0.016,2021,95,한화,2,1,11,0,0,4,0,0,1.000,0,0,0,-
백용환,1루수,-0.016,2021,95,한화,2,1,10,0,0,6,0,1,1.000,0,0,0,-
조한민,3루수,-0.023,2021,79,한화,4,2,20,0,0,5,1,0,1.000,0,0,0,-
김지수,좌익수,-0.025,2021,75,한화,5,2,20,0,0,3,0,0,1.000,0,0,0,-
조한민,1루수,-0.035,2021,68,한화,7,6,43,0,0,36,4,5,1.000,0,0,0,-
장지승,좌익수,-0.035,2021,85,한화,3,2,17,0,0,4,0,0,1.000,0,0,0,-
김지수,중견수,-0.038,2021,101,한화,1,1,9,0,0,0,0,0,-,0,0,0,-
정은원,유격수,-0.039,2021,101,한화,1,1,9,0,0,1,0,0,1.000,0,0,0,-
허관회,포수,-0.039,2021,43,한화,17,9,94,1,0,74,3,0,0.987,2,10,1,9.1
박정현,3루수,-0.041,2021,85,한화,3,3,24,1,0,2,5,0,0.875,0,0,0,-
노태형,1루수,-0.048,2021,60,한화,9,8,61,0,0,55,1,7,1.000,0,0,0,-
힐리,1루수,-0.051,2021,5,한화,62,59,527,5,0,479,42,42,0.99,0,0,0,-
김태연,좌익수,-0.060,2021,79,한화,4,4,25,0,0,10,0,0,1.000,0,0,0,-
이원석,좌익수,-0.063,2021,95,한화,2,0,4,0,0,1,0,0,1.000,0,0,0,-
장운호,좌익수,-0.063,2021,21,한화,34,23,216,0,0,49,0,0,1.0,0,0,0,-
이성곤,1루수,-0.063,2021,17,한화,40,35,288,4,0,258,15,23,0.986,0,0,0,-
이도윤,유격수,-0.069,2021,31,한화,21,6,81,3,0,11,16,4,0.900,0,0,0,-
강상원,중견수,-0.073,2021,56,한화,10,6,60,0,0,15,0,0,1.000,0,0,0,-
박정현,1루수,-0.095,2021,68,한화,7,7,52,2,0,42,3,3,0.957,0,0,0,-
페레즈,3루수,-0.098,2021,68,한화,7,6,49,2,0,4,8,1,0.857,0,0,0,-
장지승,우익수,-0.102,2021,39,한화,18,16,129,1,0,28,0,0,0.966,0,0,0,-
노태형,3루수,-0.114,2021,85,한화,3,2,14,2,0,1,3,0,0.667,0,0,0,-
이도윤,2루수,-0.119,2021,47,한화,16,2,38,0,0,5,11,0,1.000,0,0,0,-
이원석,중견수,-0.160,2021,19,한화,38,31,295,1,0,71,1,1,0.986,0,0,0,-
유로결,중견수,-0.161,2021,25,한화,29,25,223,0,0,70,1,1,1.0,0,0,0,-
조한민,우익수,-0.166,2021,50,한화,15,13,96 2/3,0,0,21,0,0,1.000,0,0,0,-
정민규,3루수,-0.169,2021,85,한화,3,3,19,3,0,2,7,1,0.750,0,0,0,-
페레즈,1루수,-0.189,2021,20,한화,35,20,199,5,0,159,18,14,0.973,0,0,0,-
송호정,유격수,-0.198,2021,79,한화,4,2,22,1,0,0,4,0,0.800,0,0,0,-
장운호,중견수,-0.231,2021,28,한화,23,22,162,0,0,56,2,0,1.0,0,0,0,-
강상원,좌익수,-0.238,2021,47,한화,16,0,40,0,0,10,0,0,1.000,0,0,0,-
조한민,유격수,-0.263,2021,71,한화,6,3,27,2,0,2,6,1,0.800,0,0,0,-
노수광,중견수,-0.367,2021,15,한화,41,37,311,0,0,96,3,0,1.0,0,0,0,-
임종찬,우익수,-0.378,2021,17,한화,40,38,329,1,0,70,0,0,0.986,0,0,0,-
백용환,포수,-0.437,2021,28,한화,23,18,157 2/3,1,0,143,11,0,0.994,1,22,3,12.0
송호정,좌익수,,2021,101,한화,1,0,1,0,0,0,0,0,-,0,0,0,-
송호정,2루수,,2021,101,한화,1,0,1,0,0,0,0,0,-,0,0,0,-
최재훈,1루수,,2021,101,한화,1,0,2,0,0,2,0,0,1.000,0,0,0,-
이원석,우익수,,2021,101,한화,1,0,1,0,0,0,0,0,-,0,0,0,-
