순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,페라자,한화,0.318,58,257,223,42,71,17,0,15,133,42,0,2,31,3,1,61,4,0.596,0.401,0.997,22,0.358,0.5
2,이재원,한화,0.314,26,60,51,4,16,0,0,0,16,6,1,1,5,1,2,9,1,0.314,0.390,0.704,4,0.429,0.0
3,황영묵,한화,0.311,57,183,167,24,52,7,1,1,64,22,1,1,12,0,2,22,3,0.383,0.363,0.746,12,0.38,0.0
4,김태연,한화,0.297,62,229,195,31,58,13,0,8,95,37,2,2,27,0,3,39,3,0.487,0.388,0.875,15,0.311,0.0
5,박상언,한화,0.286,27,52,42,4,12,3,0,0,15,4,0,0,9,0,1,12,0,0.357,0.423,0.780,2,0.364,0.25
6,이도윤,한화,0.281,69,189,167,24,47,3,2,0,54,22,2,3,15,0,2,25,2,0.323,0.342,0.665,12,0.333,0.4
7,안치홍,한화,0.271,75,321,280,40,76,11,0,8,111,33,0,3,33,0,5,48,4,0.396,0.355,0.751,22,0.242,0.0
8,최재훈,한화,0.270,58,190,148,21,40,9,0,1,52,18,4,4,20,0,14,29,4,0.351,0.398,0.749,8,0.233,1.0
9,김강민,한화,0.270,35,73,63,5,17,0,0,1,20,6,0,0,7,0,3,17,1,0.317,0.370,0.687,4,0.231,0.182
10,최인호,한화,0.270,68,210,178,30,48,11,2,1,66,15,4,2,23,0,3,30,2,0.371,0.359,0.730,8,0.294,0.333
11,이원석,한화,0.269,35,59,52,10,14,1,1,0,17,7,1,1,5,0,0,16,2,0.327,0.328,0.655,3,0.357,0.0
12,문현빈,한화,0.267,58,178,161,21,43,7,2,4,66,24,1,1,15,0,0,38,7,0.410,0.328,0.738,9,0.283,0.455
13,노시환,한화,0.263,75,337,304,47,80,9,1,16,139,51,0,0,31,7,2,73,5,0.457,0.335,0.792,20,0.286,0.0
14,장진혁,한화,0.258,33,109,97,22,25,3,0,3,37,17,1,1,8,0,2,29,1,0.381,0.324,0.705,4,0.3,0.0
15,채은성,한화,0.245,57,236,212,25,52,10,0,6,80,36,0,2,20,1,2,44,4,0.377,0.314,0.691,16,0.237,0.0
16,하주석,한화,0.242,25,67,62,3,15,4,0,0,19,4,1,0,3,0,1,19,0,0.306,0.288,0.594,2,0.3,0.0
17,유로결,한화,0.214,8,16,14,3,3,0,0,0,3,1,0,0,2,0,0,2,1,0.214,0.313,0.527,0,0.167,0.0
18,이진영,한화,0.200,23,63,55,9,11,4,0,0,15,8,0,0,6,0,2,18,1,0.273,0.302,0.575,3,0.294,0.5
19,정은원,한화,0.172,27,78,64,10,11,3,1,1,19,6,1,0,13,0,0,16,0,0.297,0.312,0.609,2,0.2,0.25
20,임종찬,한화,0.158,24,64,57,10,9,3,2,0,16,7,0,0,6,0,1,19,2,0.281,0.250,0.531,2,0.19,0.0
21,김인환,한화,0.000,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0
21,박상원,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
21,이명기,한화,0.000,4,8,7,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0
21,이상혁,한화,0.000,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
21,주현상,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
