순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,이원석,한화,81,16,13,3,81.3,3,0
2,이도윤,한화,106,14,11,3,78.6,0,0
3,정은원,한화,122,9,6,3,66.7,1,1
4,김태연,한화,91,6,5,1,83.3,3,0
4,문현빈,한화,137,6,5,1,83.3,6,3
4,이진영,한화,121,5,5,0,100,4,1
4,장진혁,한화,68,9,5,4,55.6,0,0
8,권광민,한화,66,2,2,0,100,0,0
8,노수광,한화,30,3,2,1,66.7,1,1
8,노시환,한화,131,3,2,1,66.7,4,0
8,오선진,한화,90,2,2,0,100,2,0
12,김인환,한화,112,1,1,0,100,5,0
12,박상언,한화,86,3,1,2,33.3,2,0
12,오그레디,한화,22,1,1,0,100,0,0
12,윌리엄스,한화,68,2,1,1,50.0,1,0
12,유로결,한화,27,1,1,0,100,0,0
12,이명기,한화,14,1,1,0,100,0,0
12,이상혁,한화,7,2,1,1,50.0,0,0
12,최인호,한화,41,1,1,0,100,1,1
12,최재훈,한화,125,2,1,1,50.0,0,0
21,강재민,한화,1,0,0,0,-,0,0
21,김건,한화,7,0,0,0,-,0,0
21,김서현,한화,1,0,0,0,-,0,0
21,박상원,한화,3,0,0,0,-,0,0
21,박정현,한화,53,0,0,0,-,0,0
21,박준영,한화,1,0,0,0,-,0,0
21,유상빈,한화,3,0,0,0,-,0,0
21,윤대경,한화,1,0,0,0,-,0,0
21,이민준,한화,4,0,0,0,-,0,0
21,이성곤,한화,8,0,0,0,-,0,0
21,이재용,한화,2,0,0,0,-,0,0
21,이태양,한화,1,0,0,0,-,0,0
21,장운호,한화,4,0,0,0,-,0,0
21,장지승,한화,3,0,0,0,-,0,0
21,정우람,한화,1,0,0,0,-,0,0
21,채은성,한화,137,0,0,0,-,2,0
21,하주석,한화,25,0,0,0,-,0,0
21,허관회,한화,10,0,0,0,-,0,0
