순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,유상빈,한화,0.326,17,49,46,3,15,5,0,0,20,4,2,1,0,0,0,11,0,0.435,0.319,0.754,5,0.182,0.667
2,터크먼,한화,0.289,144,648,575,88,166,37,4,12,247,43,0,2,64,5,7,104,12,0.430,0.366,0.796,47,0.216,0.0
3,노시환,한화,0.281,115,490,434,55,122,24,1,6,166,59,0,4,48,1,4,95,13,0.382,0.355,0.737,33,0.322,1.0
4,정은원,한화,0.274,140,601,508,67,139,20,2,8,187,49,4,3,85,0,1,109,10,0.368,0.377,0.745,37,0.254,0.333
5,변우혁,한화,0.262,21,61,61,5,16,3,0,3,28,8,0,0,0,0,0,21,3,0.459,0.262,0.721,4,0.176,0.333
6,김인환,한화,0.261,113,429,398,48,104,14,0,16,166,54,0,4,24,2,3,111,4,0.417,0.305,0.722,26,0.203,0.273
7,하주석,한화,0.258,125,483,445,50,115,18,2,5,152,58,1,3,31,1,3,126,4,0.342,0.309,0.651,29,0.255,0.75
8,박정현,한화,0.244,81,220,205,23,50,4,1,3,65,19,2,0,12,0,1,56,2,0.317,0.289,0.606,12,0.276,0.222
9,김태연,한화,0.240,119,464,404,46,97,18,0,7,136,53,3,4,48,1,5,106,9,0.337,0.325,0.662,25,0.239,0.0
10,장운호,한화,0.238,57,146,122,12,29,3,0,1,35,15,2,2,17,1,3,24,2,0.287,0.340,0.627,7,0.244,0.167
11,장진혁,한화,0.233,41,132,116,11,27,2,0,2,35,17,1,3,12,0,0,28,1,0.302,0.298,0.600,6,0.209,0.0
12,노수광,한화,0.229,117,361,315,33,72,18,6,4,114,30,10,3,32,1,1,107,2,0.362,0.299,0.661,19,0.258,0.231
13,권광민,한화,0.225,32,87,71,6,16,3,1,0,21,8,0,2,13,0,1,30,0,0.296,0.345,0.641,1,0.263,0.0
14,박상언,한화,0.224,56,151,134,16,30,5,1,4,49,17,5,1,11,0,0,28,2,0.366,0.281,0.647,6,0.244,0.5
15,최재훈,한화,0.223,114,437,364,38,81,14,0,5,110,30,5,2,44,0,21,65,17,0.302,0.339,0.641,19,0.263,0.5
16,허관회,한화,0.217,15,25,23,3,5,2,0,0,7,1,1,0,1,0,0,7,2,0.304,0.250,0.554,0,0.0,0.25
17,백용환,한화,0.200,4,5,5,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0.400,0.200,0.600,0,0.0,0.0
17,이진영,한화,0.200,70,240,220,27,44,12,1,8,82,31,0,3,17,0,0,90,4,0.373,0.254,0.627,11,0.222,0.375
19,이성곤,한화,0.192,41,117,99,6,19,5,0,0,24,5,0,1,17,0,0,32,0,0.242,0.308,0.550,3,0.091,0.125
20,임종찬,한화,0.189,20,57,53,2,10,1,0,2,17,6,0,1,3,1,0,23,1,0.321,0.228,0.549,2,0.222,0.0
21,허인서,한화,0.167,8,19,18,1,3,0,0,0,3,0,0,0,1,0,0,8,0,0.167,0.211,0.378,0,0.0,0.0
22,이도윤,한화,0.159,80,126,113,9,18,7,0,1,28,8,4,1,8,0,0,30,1,0.248,0.213,0.461,2,0.208,0.1
23,유로결,한화,0.133,30,68,60,5,8,0,0,0,8,4,3,0,4,0,1,9,1,0.133,0.200,0.333,1,0.235,0.0
24,정민규,한화,0.130,9,24,23,3,3,0,0,0,3,0,0,0,0,0,1,11,0,0.130,0.167,0.297,0,0.0,0.0
25,이원석,한화,0.114,20,39,35,4,4,0,0,1,7,1,1,0,3,0,0,18,1,0.200,0.184,0.384,0,0.0,0.0
26,원혁재,한화,0.095,11,23,21,2,2,1,0,0,3,0,0,0,2,0,0,12,0,0.143,0.174,0.317,0,0.2,0.0
27,강상원,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
27,김민우,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
27,김범수,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
27,류희운,한화,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
27,신정락,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
27,윤호솔,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
27,이해창,한화,0.000,4,11,10,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0.000,0.000,0.000,0,0.0,0.0
27,장시환,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
27,주현상,한화,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
