순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,백용환,한화,1.000,1,1,0,0,0,0,1,0,0,0,1번
1,이성곤,한화,1.000,1,1,0,0,0,1,0,0,0,0,1번
1,이성열,한화,1.000,1,1,0,0,0,2,0,0,0,0,1번
1,이원석,한화,1.000,2,2,0,0,0,1,0,0,0,0,1번
5,정은원,한화,0.282,493,139,22,5,6,39,104,1,104,9,1번
6,김태연,한화,0.250,4,1,0,0,0,0,0,0,3,0,1번
7,노수광,한화,0.182,11,2,0,0,0,0,0,0,4,0,1번
8,조한민,한화,0.143,7,1,0,0,1,1,1,0,3,0,1번
9,강상원,한화,0.000,1,0,0,0,0,0,1,0,0,0,1번
9,김민하,한화,0.000,1,0,0,0,0,0,0,0,0,0,1번
9,김지수,한화,0.000,2,0,0,0,0,0,0,0,2,0,1번
9,김건,한화,0.000,3,0,0,0,0,0,0,0,1,0,1번
9,노태형,한화,0.000,1,0,0,0,0,0,0,0,0,0,1번
9,박상언,한화,0.000,1,0,0,0,0,0,0,0,0,0,1번
9,박정현,한화,0.000,2,0,0,0,0,0,0,0,0,0,1번
9,유로결,한화,0.000,3,0,0,0,0,0,0,0,3,0,1번
9,이도윤,한화,0.000,4,0,0,0,0,1,0,0,1,0,1번
9,이시원,한화,0.000,2,0,0,0,0,0,0,0,1,0,1번
9,장운호,한화,-,0,0,0,0,0,0,1,0,0,0,1번
9,최인호,한화,0.000,2,0,0,0,0,0,0,0,0,0,1번
9,최재훈,한화,0.000,4,0,0,0,0,0,0,0,3,0,1번
1,장지승,한화,1.0,1,1,0,0,0,0,0,0,0,0,2번
2,장규현,한화,0.5,2,1,1,0,0,1,0,0,0,1,2번
3,노태형,한화,0.333,3,1,0,0,0,0,2,0,1,0,2번
4,최재훈,한화,0.291,299,87,20,0,6,39,58,12,57,13,2번
5,노수광,한화,0.229,35,8,0,0,1,2,6,1,7,0,2번
6,임종찬,한화,0.222,9,2,1,0,0,0,0,0,2,0,2번
7,박정현,한화,0.2,50,10,3,0,0,5,6,0,17,1,2번
7,이원석,한화,0.2,5,1,0,0,0,1,0,0,1,0,2번
7,페레즈,한화,0.2,5,1,0,0,0,1,0,0,1,0,2번
10,장운호,한화,0.196,56,11,2,0,0,3,6,1,18,1,2번
11,허관회,한화,0.192,26,5,0,0,0,1,6,0,7,1,2번
12,김민하,한화,0.143,7,1,0,0,0,0,1,2,4,1,2번
12,정진호,한화,0.143,7,1,0,0,0,1,1,0,1,0,2번
14,백용환,한화,0.133,15,2,0,0,1,1,1,1,2,0,2번
15,강상원,한화,0.0,2,0,0,0,0,0,0,0,1,0,2번
15,이시원,한화,0.0,3,0,0,0,0,0,0,0,1,0,2번
15,이성열,한화,0.0,1,0,0,0,0,0,0,0,0,0,2번
15,이해창,한화,0.0,2,0,0,0,0,0,0,0,0,0,2번
15,최인호,한화,0.0,4,0,0,0,0,0,0,0,0,0,2번
1,정진호,한화,1.0,1,1,0,0,0,0,0,0,0,0,3번
2,힐리,한화,0.5,4,2,0,0,0,1,0,0,0,0,3번
3,하주석,한화,0.272,525,143,27,3,10,68,51,10,135,9,3번
4,이성열,한화,0.2,10,2,0,0,0,2,2,0,3,1,3번
5,백용환,한화,0.167,6,1,1,0,0,0,0,0,2,0,3번
6,이도윤,한화,0.111,9,1,0,0,0,0,0,0,4,1,3번
7,김민하,한화,0.0,1,0,0,0,0,0,0,0,0,0,3번
7,김태연,한화,0.0,7,0,0,0,0,0,2,0,1,2,3번
7,노시환,한화,0.0,3,0,0,0,0,0,0,0,2,0,3번
7,박정현,한화,0.0,3,0,0,0,0,0,0,0,2,0,3번
7,송호정,한화,0.0,2,0,0,0,0,0,0,0,2,0,3번
7,임종찬,한화,0.0,2,0,0,0,0,0,0,0,0,0,3번
1,김태연,한화,0.308,133,41,10,0,2,29,28,5,30,1,4번
2,힐리,한화,0.256,90,23,5,1,1,11,5,1,23,4,4번
3,노시환,한화,0.242,264,64,9,0,9,40,51,1,75,10,4번
4,페레즈,한화,0.143,7,1,1,0,0,1,0,0,5,0,4번
5,이성열,한화,0.111,9,1,0,0,0,0,3,0,3,0,4번
6,강상원,한화,0.000,3,0,0,0,0,0,2,0,2,0,4번
6,노태형,한화,0.000,1,0,0,0,0,0,0,0,0,0,4번
6,백용환,한화,0.000,2,0,0,0,0,0,2,0,1,0,4번
6,이도윤,한화,0.000,3,0,0,0,0,0,0,0,2,0,4번
6,임종찬,한화,0.000,1,0,0,0,0,0,0,0,1,0,4번
6,장운호,한화,0.000,1,0,0,0,0,0,0,0,1,0,4번
6,조한민,한화,-,0,0,0,0,0,0,1,0,0,0,4번
6,최인호,한화,0.000,3,0,0,0,0,0,2,0,1,1,4번
6,최재훈,한화,0.000,1,0,0,0,0,0,0,0,0,0,4번
1,최인호,한화,0.333,9,3,0,0,0,2,3,0,0,0,5번
2,노시환,한화,0.326,86,28,6,0,6,28,11,0,23,2,5번
3,페레즈,한화,0.274,212,58,14,1,5,31,17,4,46,4,5번
4,김민하,한화,0.250,28,7,1,0,1,5,3,3,11,0,5번
5,정진호,한화,0.221,86,19,6,0,0,9,9,0,13,3,5번
6,이성곤,한화,0.200,10,2,1,0,0,0,4,1,4,0,5번
6,힐리,한화,0.200,45,9,2,0,1,7,3,0,12,1,5번
8,이성열,한화,0.171,41,7,3,0,1,6,7,0,11,1,5번
9,강상원,한화,0.000,1,0,0,0,0,0,2,0,0,0,5번
9,노태형,한화,0.000,3,0,0,0,0,0,1,0,1,0,5번
9,백용환,한화,0.000,6,0,0,0,0,0,1,0,2,0,5번
9,송호정,한화,0.000,1,0,0,0,0,0,0,0,1,0,5번
9,이도윤,한화,0.000,3,0,0,0,0,0,0,0,3,0,5번
9,장지승,한화,0.000,1,0,0,0,0,0,0,0,0,1,5번
9,허관회,한화,-,0,0,0,0,0,0,1,0,0,0,5번
1,정은원,한화,1.000,1,1,0,0,0,0,0,0,0,0,6번
2,이도윤,한화,0.500,2,1,0,0,0,0,1,0,1,0,6번
3,노시환,한화,0.407,27,11,3,1,3,16,11,0,7,3,6번
4,정진호,한화,0.350,20,7,3,0,0,3,1,0,3,0,6번
5,이성곤,한화,0.316,57,18,5,0,0,7,13,1,14,0,6번
6,장운호,한화,0.309,68,21,5,0,0,6,7,1,13,2,6번
7,조한민,한화,0.308,13,4,0,0,0,2,3,0,3,1,6번
8,힐리,한화,0.269,108,29,4,0,5,18,8,1,22,1,6번
9,김태연,한화,0.250,28,7,1,0,1,3,4,0,10,1,6번
9,노수광,한화,0.250,16,4,0,0,1,1,2,0,5,0,6번
9,장규현,한화,0.250,4,1,0,0,0,0,0,0,2,0,6번
12,허관회,한화,0.200,5,1,0,0,0,0,0,0,2,0,6번
13,최인호,한화,0.197,61,12,3,0,1,10,11,2,24,0,6번
14,이성열,한화,0.176,17,3,0,0,0,2,2,0,6,0,6번
15,김민하,한화,0.156,45,7,0,0,0,6,6,1,10,0,6번
16,임종찬,한화,0.083,24,2,1,0,0,1,1,0,11,0,6번
17,강상원,한화,-,0,0,0,0,0,0,0,1,0,0,6번
17,노태형,한화,0.000,2,0,0,0,0,0,2,0,0,0,6번
17,박정현,한화,0.000,4,0,0,0,0,0,0,0,1,0,6번
17,백용환,한화,0.000,8,0,0,0,0,0,1,0,3,1,6번
17,송호정,한화,0.000,1,0,0,0,0,0,0,0,1,0,6번
17,장지승,한화,0.000,1,0,0,0,0,0,0,0,1,0,6번
17,최재훈,한화,0.000,1,0,0,0,0,0,0,0,0,1,6번
1,힐리,한화,1.000,1,1,0,0,0,0,0,0,0,0,7번
2,허관회,한화,0.500,2,1,0,0,0,0,0,0,1,0,7번
3,박정현,한화,0.333,3,1,0,0,0,0,0,0,1,0,7번
3,이시원,한화,0.333,3,1,0,0,0,0,0,0,1,0,7번
5,김민하,한화,0.290,31,9,3,1,0,6,6,2,11,2,7번
6,이성열,한화,0.270,37,10,5,0,1,7,4,1,13,0,7번
7,노수광,한화,0.256,39,10,2,0,0,3,6,0,10,0,7번
8,장규현,한화,0.250,4,1,0,0,0,0,0,0,2,0,7번
9,장운호,한화,0.241,112,27,3,0,0,12,15,4,34,4,7번
10,이성곤,한화,0.235,81,19,5,2,0,12,11,1,25,1,7번
11,백용환,한화,0.176,17,3,0,0,1,1,2,1,6,2,7번
12,이도윤,한화,0.167,6,1,0,0,0,0,0,0,0,0,7번
12,임종찬,한화,0.167,30,5,1,0,1,4,5,0,13,1,7번
14,최인호,한화,0.148,27,4,0,0,1,4,4,0,8,0,7번
15,정진호,한화,0.143,28,4,0,0,0,2,4,1,4,1,7번
15,최재훈,한화,0.143,7,1,1,0,0,0,2,0,0,0,7번
17,조한민,한화,0.136,22,3,2,0,0,2,3,0,11,1,7번
18,이해창,한화,0.133,15,2,2,0,0,0,0,0,7,0,7번
19,강상원,한화,0.000,1,0,0,0,0,0,0,0,1,0,7번
19,김건,한화,0.000,3,0,0,0,0,0,0,0,1,0,7번
19,노태형,한화,0.000,10,0,0,0,0,0,0,0,5,0,7번
19,송호정,한화,-,0,0,0,0,0,0,1,0,0,0,7번
19,유로결,한화,0.000,7,0,0,0,0,0,1,0,3,1,7번
19,이원석,한화,0.000,3,0,0,0,0,0,0,0,1,0,7번
1,김태연,한화,1.000,4,4,1,0,0,2,0,0,0,0,8번
1,이성열,한화,1.000,1,1,0,0,0,1,0,0,0,0,8번
3,이원석,한화,0.333,3,1,0,0,0,0,1,0,0,0,8번
4,최인호,한화,0.292,24,7,2,0,2,6,3,0,7,0,8번
5,조한민,한화,0.279,43,12,3,2,4,10,3,2,18,0,8번
6,이성곤,한화,0.273,22,6,1,0,1,4,1,0,8,2,8번
7,최재훈,한화,0.238,63,15,0,0,1,5,12,0,8,2,8번
8,노수광,한화,0.235,34,8,4,0,1,7,1,0,12,0,8번
9,장지승,한화,0.196,46,9,1,0,1,5,3,1,20,3,8번
10,이해창,한화,0.189,37,7,1,0,0,4,1,1,6,0,8번
11,백용환,한화,0.185,27,5,0,0,2,2,3,1,9,0,8번
11,이도윤,한화,0.185,27,5,0,0,0,0,1,0,6,0,8번
