순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김태균,한화,0.305,27,104,111,0.94,4,0.57,3.94,0.090,66.0,0.271
2,이시원,한화,0.290,1,11,3,3.67,0,0.00,3.13,0.032,2.8,0.211
3,최재훈,한화,0.290,21,110,98,1.12,2,0.92,4.07,0.072,55.9,0.27
4,호잉,한화,0.284,46,89,167,0.53,9,0.42,3.54,0.176,75.4,0.268
5,정근우,한화,0.278,14,91,67,1.36,7,0.47,3.61,0.076,30.0,0.239
6,송광민,한화,0.264,28,128,120,1.07,2,0.23,3.39,0.093,44.7,0.223
7,하주석,한화,0.263,2,9,1,9.00,0,0.00,2.90,0.105,1.3,0.21
8,정은원,한화,0.262,41,175,146,1.20,2,0.48,3.99,0.112,69.3,0.236
9,이성열,한화,0.256,43,110,88,1.25,12,0.42,3.81,0.208,67.6,0.27
10,김민하,한화,0.256,8,28,25,1.12,2,0.22,3.66,0.096,13.8,0.232
11,장진혁,한화,0.254,22,89,73,1.22,3,0.35,3.74,0.092,35.7,0.231
12,김태연,한화,0.250,1,0,1,0.00,0,1.00,4.67,0.250,1.1,0.35
12,지시완,한화,0.250,8,21,36,0.58,1,0.24,3.64,0.115,9.6,0.219
12,최윤석,한화,0.250,0,3,2,1.50,0,0.75,3.93,0.000,1.7,0.243
15,강경학,한화,0.239,4,28,27,1.04,1,0.47,4.13,0.035,11.4,0.222
16,김회성,한화,0.231,7,22,35,0.63,2,0.46,3.95,0.125,12.1,0.225
16,최진행,한화,0.231,12,28,35,0.80,3,0.32,4.03,0.205,15.1,0.242
18,백진우,한화,0.227,3,5,11,0.45,0,0.00,4.00,0.068,2.8,0.191
19,변우혁,한화,0.226,2,11,13,0.85,0,0.41,4.11,0.075,4.9,0.223
20,오선진,한화,0.224,19,111,124,0.90,5,0.53,3.92,0.064,37.9,0.21
21,김인환,한화,0.214,1,14,12,1.17,0,0.22,3.52,0.024,3.1,0.167
22,김종민,한화,0.200,1,7,2,3.50,0,0.00,3.76,0.150,1.1,0.178
23,노시환,한화,0.186,10,42,31,1.35,0,0.15,4.03,0.073,9.6,0.173
24,박한결,한화,0.182,0,4,1,4.00,0,0.00,3.36,0.000,-0.5,0.127
25,양성우,한화,0.168,4,45,26,1.73,0,0.32,3.91,0.050,5.0,0.157
26,유로결,한화,0.164,2,15,15,1.00,0,0.29,3.70,0.073,4.0,0.163
27,이창열,한화,0.154,0,2,4,0.50,0,0.20,3.44,0.000,0.3,0.159
28,장운호,한화,0.100,0,4,4,1.00,0,1.00,3.58,0.000,-0.3,0.107
29,김경태,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
29,김종수,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
29,김창혁,한화,0.000,0,1,0,-,0,0.00,3.50,0.000,-0.2,0.0
29,박상언,한화,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.0
29,박준혁,한화,0.000,0,1,0,-,0,0.00,6.00,0.000,-0.2,0.0
29,서폴드,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
29,신정락,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
29,안영명,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
29,이원석,한화,0.000,0,1,0,-,0,0.40,4.78,0.000,0.8,0.15
29,임준섭,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
29,정우람,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
