순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김기환,NC,0.500,1,1,0,-,0,-,2.50,0.500,0.6,0.475
2,이재율,NC,0.444,1,4,0,-,0,1.00,2.90,0.111,2.1,0.364
3,박민우,NC,0.345,40,123,145,0.85,8,0.75,3.91,0.131,85.7,0.3
4,양의지,NC,0.328,60,98,171,0.57,13,0.98,3.58,0.275,102.7,0.331
5,나성범,NC,0.324,73,102,106,0.96,20,0.33,3.82,0.272,111.0,0.325
6,강진성,NC,0.309,37,111,122,0.91,6,0.43,3.72,0.154,62.2,0.274
7,박석민,NC,0.306,29,95,94,1.01,8,1.21,4.24,0.160,74.1,0.313
8,이명기,NC,0.306,23,144,113,1.27,3,0.64,3.94,0.063,67.8,0.261
9,김형준,NC,0.306,4,12,17,0.71,1,0.48,3.95,0.139,12.4,0.287
10,모창민,NC,0.301,14,29,46,0.63,1,0.36,3.68,0.147,18.9,0.265
11,김찬형,NC,0.297,6,20,15,1.33,1,0.36,3.71,0.094,9.1,0.252
12,김태군,NC,0.292,7,31,36,0.86,0,0.43,3.46,0.080,14.4,0.249
13,알테어,NC,0.278,58,83,122,0.68,9,0.31,3.79,0.263,92.8,0.294
14,최정원,NC,0.275,4,12,4,3.00,0,0.54,4.06,0.125,6.8,0.272
15,노진혁,NC,0.274,45,93,111,0.84,4,0.46,3.90,0.206,69.0,0.28
16,권희동,NC,0.260,28,74,115,0.64,5,0.81,4.50,0.150,60.1,0.273
17,이원재,NC,0.258,11,40,33,1.21,0,0.42,4.11,0.159,17.1,0.245
18,윤수강,NC,0.250,0,1,0,-,0,0.00,3.25,0.000,0.2,0.175
19,김성욱,NC,0.221,13,38,76,0.50,1,0.43,3.84,0.154,25.2,0.226
20,김준완,NC,0.215,2,27,15,1.80,0,1.11,4.11,0.062,5.8,0.213
21,지석훈,NC,0.207,9,25,40,0.63,0,0.45,3.94,0.091,11.6,0.21
22,도태훈,NC,0.182,0,1,5,0.20,0,0.67,3.46,0.000,0.8,0.184
23,박준영,NC,0.152,4,13,9,1.44,0,0.12,4.04,0.087,1.9,0.165
24,이상호,NC,0.131,1,25,23,1.09,0,0.60,3.35,0.016,-0.5,0.114
25,강동연,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
25,김건태,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
25,김진성,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
25,박시원,NC,0.000,0,1,0,-,0,-,5.00,0.000,-0.1,0.0
25,배민서,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
25,배재환,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
25,서호철,NC,0.000,0,5,1,5.00,0,0.00,3.25,0.000,-0.7,0.0
25,손정욱,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
25,송명기,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
25,원종현,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
25,유영준,NC,0.000,0,2,1,2.00,0,-,2.33,0.000,-0.3,0.0
25,홍성무,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
