순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,양의지,NC,0.325,61,84,190,0.44,17,1.15,3.74,0.256,110.1,0.332
2,윤형준,NC,0.297,5,16,20,0.80,1,0.18,3.56,0.203,11.3,0.269
3,이명기,NC,0.293,14,62,46,1.35,1,1.37,4.21,0.094,32.6,0.281
4,노진혁,NC,0.288,30,57,91,0.63,5,0.47,4.09,0.139,54.0,0.275
5,최정원,NC,0.283,6,71,41,1.73,0,0.45,3.82,0.038,25.2,0.238
6,나성범,NC,0.281,63,119,140,0.85,9,0.25,3.74,0.228,95.5,0.278
7,알테어,NC,0.272,53,92,115,0.80,10,0.37,3.97,0.242,93.4,0.29
8,권희동,NC,0.263,11,34,43,0.79,3,1.21,4.47,0.203,28.2,0.299
9,박민우,NC,0.261,9,51,61,0.84,1,0.96,3.86,0.078,25.5,0.247
10,박석민,NC,0.257,18,47,39,1.21,4,0.63,4.09,0.222,29.1,0.282
11,전민수,NC,0.255,6,18,32,0.56,2,0.48,3.99,0.122,12.1,0.243
12,최보성,NC,0.250,0,1,3,0.33,0,0.00,2.71,0.000,0.7,0.201
13,강진성,NC,0.249,27,114,125,0.91,5,0.53,3.74,0.101,47.4,0.236
14,김주원,NC,0.241,13,30,41,0.73,2,0.30,3.76,0.145,20.9,0.239
15,이원재,NC,0.231,2,23,17,1.35,0,0.09,3.68,0.031,4.3,0.178
16,최승민,NC,0.226,1,11,6,1.83,0,0.14,3.03,0.032,1.7,0.177
17,정진기,NC,0.223,14,63,48,1.31,2,0.26,3.51,0.135,18.3,0.209
18,정현,NC,0.222,6,30,37,0.81,1,0.71,3.76,0.060,11.8,0.23
19,김태군,NC,0.220,14,71,83,0.86,2,0.70,3.57,0.121,27.6,0.225
20,박대온,NC,0.212,1,21,27,0.78,0,0.19,3.43,0.012,5.3,0.165
21,정범모,NC,0.211,2,5,6,0.83,0,0.50,3.43,0.211,2.1,0.248
22,박준영,NC,0.209,17,52,74,0.70,0,0.29,4.09,0.128,28.3,0.22
23,김기환,NC,0.207,12,39,27,1.44,0,0.18,3.73,0.143,13.4,0.2
24,이재율,NC,0.200,2,6,3,2.00,0,0.00,3.00,0.133,1.0,0.216
25,도태훈,NC,0.182,2,23,17,1.35,0,0.43,3.93,0.061,4.7,0.191
26,김준완,NC,0.167,1,4,6,0.67,0,-,3.50,0.167,1.3,0.212
27,지석훈,NC,0.147,1,7,11,0.64,0,0.50,3.67,0.029,3.1,0.18
28,김건태,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김수윤,NC,0.000,0,2,3,0.67,0,0.00,2.14,0.000,-0.6,0.0
28,김영규,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김진성,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김태현,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,노시훈,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,류진욱,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,모창민,NC,0.000,0,3,1,3.00,0,1.00,4.50,0.000,-0.4,0.075
28,박시원,NC,0.000,0,0,1,0.00,0,-,4.00,0.000,-0.1,0.0
28,배민서,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,신민혁,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,안인산,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,오장한,NC,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
28,오태양,NC,0.000,0,1,0,-,0,-,2.00,0.000,-0.1,0.0
28,원종현,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이용찬,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이우석,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,임정호,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,임창민,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,최금강,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
28,최우재,NC,0.000,0,1,1,1.00,0,-,3.00,0.000,-0.2,0.0
28,홍성민,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
