순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,최승민,NC,0.444,24,10,9,5,4,1,0,0,5,1,0,0,1,0,0,2,0,0.556,0.500,1.056,0,0.0,0.0
2,나성범,NC,0.366,23,106,93,19,34,12,1,4,60,14,0,0,12,0,1,26,2,0.645,0.443,1.088,12,0.28,0.0
3,양의지,NC,0.354,118,459,390,61,138,26,0,20,224,68,0,6,48,4,15,43,13,0.574,0.438,1.012,43,0.364,0.167
4,박민우,NC,0.344,125,526,468,89,161,23,8,1,203,45,2,6,41,1,9,40,10,0.434,0.403,0.837,45,0.333,0.0
5,모창민,NC,0.305,101,386,341,49,104,21,2,10,159,55,0,11,31,1,3,62,8,0.466,0.358,0.824,30,0.261,0.625
6,이명기,NC,0.293,139,547,484,62,142,17,3,2,171,36,7,4,48,2,4,66,12,0.353,0.359,0.712,39,0.269,0.0
7,이상호,NC,0.278,102,256,234,30,65,7,0,0,72,12,8,3,9,0,2,22,10,0.308,0.306,0.614,18,0.179,0.083
8,김찬형,NC,0.277,76,154,141,16,39,4,2,1,50,12,2,1,6,0,4,21,1,0.355,0.322,0.677,10,0.143,0.167
9,김태진,NC,0.275,123,399,374,44,103,14,5,5,142,46,5,3,16,0,1,67,3,0.380,0.305,0.685,28,0.296,0.111
10,박석민,NC,0.267,112,444,360,49,96,17,1,19,172,74,4,3,65,2,12,69,17,0.478,0.393,0.871,20,0.28,0.333
10,손시헌,NC,0.267,68,149,135,17,36,4,1,2,48,10,4,0,5,0,5,23,2,0.356,0.317,0.673,11,0.3,0.25
12,노진혁,NC,0.264,110,390,348,51,92,23,2,13,158,43,6,3,31,2,2,80,7,0.454,0.326,0.780,23,0.241,0.0
13,이원재,NC,0.258,94,285,256,31,66,11,0,8,101,36,5,3,20,0,1,47,5,0.395,0.311,0.706,16,0.279,0.182
14,권희동,NC,0.256,116,413,348,37,89,17,0,6,124,41,5,3,50,1,7,60,10,0.356,0.358,0.714,18,0.227,0.231
15,김준완,NC,0.250,8,19,16,0,4,0,0,0,4,1,0,1,2,0,0,2,0,0.250,0.316,0.566,1,0.0,0.0
15,윤수강,NC,0.250,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.250,0.250,0.500,0,0.0,0.0
15,이인혁,NC,0.250,6,9,8,1,2,0,0,1,5,1,0,0,1,0,0,3,0,0.625,0.333,0.958,0,0.0,1.0
18,강진성,NC,0.247,41,104,97,11,24,4,1,2,36,14,0,0,3,0,4,20,6,0.371,0.298,0.669,6,0.207,0.167
19,베탄코트,NC,0.246,53,224,203,23,50,8,0,8,82,29,0,2,18,0,1,51,1,0.404,0.308,0.712,13,0.267,0.0
20,김성욱,NC,0.230,116,333,287,38,66,16,1,9,111,36,9,5,29,1,3,69,4,0.387,0.302,0.689,18,0.297,0.25
21,스몰린스키,NC,0.229,55,228,205,32,47,14,1,9,90,42,0,2,16,0,5,31,7,0.439,0.298,0.737,14,0.333,0.0
22,지석훈,NC,0.228,76,169,149,15,34,9,0,2,49,15,2,2,10,1,6,37,6,0.329,0.299,0.628,6,0.15,0.0
23,정범모,NC,0.225,25,45,40,4,9,1,0,2,16,4,2,0,3,0,0,15,0,0.400,0.279,0.679,1,0.125,0.0
24,김형준,NC,0.224,55,119,107,13,24,5,0,2,35,9,4,0,8,0,0,24,1,0.327,0.278,0.605,7,0.122,0.125
25,김태군,NC,0.182,18,28,22,0,4,0,0,0,4,1,0,0,4,0,2,8,1,0.182,0.357,0.539,0,0.143,0.0
26,김진형,NC,0.150,11,23,20,2,3,1,0,0,4,2,1,2,0,0,0,4,1,0.200,0.136,0.336,0,0.0,0.333
27,오영수,NC,0.125,3,8,8,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0.125,0.125,0.250,0,0.0,0.0
28,박헌욱,NC,0.111,6,9,9,0,1,1,0,0,2,1,0,0,0,0,0,5,1,0.222,0.111,0.333,0,0.333,0.0
29,강윤구,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,김건태,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,김영규,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,김진성,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,김철호,NC,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
29,민태호,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,배재환,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,원종현,NC,-,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,유영준,NC,0.000,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
29,유원상,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,윤지웅,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,이우석,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,전사민,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,최성영,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
29,홍성무,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
