순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,알테어,NC,136,25,22,3,88.0,4,2
2,박민우,NC,126,19,13,6,68.4,5,1
3,김성욱,NC,104,17,12,5,70.6,2,0
3,이명기,NC,136,19,12,7,63.2,5,1
5,강진성,NC,121,10,9,1,90.0,3,1
6,이상호,NC,82,10,6,4,60.0,0,1
7,양의지,NC,130,7,5,2,71.4,4,0
8,이재율,NC,25,5,4,1,80.0,0,0
8,최정원,NC,49,4,4,0,100,1,1
10,권희동,NC,123,3,3,0,100,0,0
10,김찬형,NC,56,4,3,1,75.0,2,0
10,나성범,NC,130,4,3,1,75.0,2,0
13,박준영,NC,32,1,1,0,100,0,0
13,이원재,NC,73,1,1,0,100,2,0
13,지석훈,NC,87,1,1,0,100,1,0
16,강동연,NC,3,0,0,0,-,0,0
16,김건태,NC,5,0,0,0,-,0,0
16,김기환,NC,4,0,0,0,-,0,0
16,김준완,NC,45,0,0,0,-,1,0
16,김진성,NC,2,0,0,0,-,0,0
16,김태군,NC,80,0,0,0,-,1,0
16,김형준,NC,44,0,0,0,-,2,0
16,노진혁,NC,132,4,0,4,0.0,1,0
16,도태훈,NC,11,0,0,0,-,0,0
16,모창민,NC,62,0,0,0,-,1,0
16,박석민,NC,123,1,0,1,0.0,5,0
16,박시원,NC,1,0,0,0,-,0,0
16,배민서,NC,1,0,0,0,-,0,0
16,배재환,NC,1,0,0,0,-,0,0
16,서호철,NC,2,0,0,0,-,0,0
16,손정욱,NC,1,0,0,0,-,0,0
16,송명기,NC,1,0,0,0,-,0,0
16,원종현,NC,4,0,0,0,-,0,0
16,유영준,NC,4,0,0,0,-,0,0
16,윤수강,NC,4,0,0,0,-,0,0
16,홍성무,NC,1,0,0,0,-,0,0
