선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
김주원,유격수,2.009,2022,4,NC,79,70,636 1/3,11,0,139,206,48,0.969,0,0,0,-
양의지,포수,1.095,2022,3,NC,96,89,736 2/3,2,1,688,54,5,0.997,5,26,19,42.2
김주원,2루수,0.671,2022,39,NC,20,11,94,0,0,28,28,7,1.000,0,0,0,-
박민우,2루수,0.558,2022,2,NC,100,97,840,8,0,197,246,59,0.982,0,0,0,-
도태훈,3루수,0.555,2022,29,NC,30,16,158 1/3,2,0,12,35,9,0.959,0,0,0,-
김기환,중견수,0.532,2022,21,NC,44,20,209,1,0,60,1,0,0.984,0,0,0,-
손아섭,우익수,0.487,2022,1,NC,108,108,894 2/3,3,0,193,7,3,0.985,0,0,0,-
권희동,좌익수,0.245,2022,34,NC,25,17,146 2/3,0,0,40,0,0,1.000,0,0,0,-
김응민,포수,0.191,2022,25,NC,34,17,179 2/3,1,0,163,17,3,0.994,1,10,10,50.0
서호철,2루수,0.189,2022,22,NC,41,27,258,1,0,54,74,15,0.992,0,0,0,-
김한별,유격수,0.141,2022,37,NC,23,4,75,3,0,9,19,2,0.903,0,0,0,-
정진기,좌익수,0.131,2022,64,NC,5,3,30,0,0,6,0,0,1.000,0,0,0,-
천재환,좌익수,0.114,2022,64,NC,5,1,17 1/3,0,0,6,0,0,1.000,0,0,0,-
김수윤,3루수,0.106,2022,66,NC,4,2,18,0,0,2,5,0,1.000,0,0,0,-
도태훈,2루수,0.091,2022,42,NC,18,9,88,0,0,19,32,3,1.000,0,0,0,-
김기환,우익수,0.067,2022,52,NC,11,0,23 1/3,0,0,5,0,0,1.000,0,0,0,-
오태양,중견수,0.033,2022,66,NC,4,0,5,0,0,1,0,0,1.000,0,0,0,-
윤형준,1루수,0.018,2022,37,NC,23,14,121,0,0,99,10,7,1.000,0,0,0,-
서호철,1루수,0.018,2022,71,NC,3,1,14,0,0,12,1,0,1.000,0,0,0,-
권희동,우익수,0.013,2022,31,NC,26,12,124 1/3,2,0,21,3,0,0.923,0,0,0,-
박석민,3루수,0.011,2022,62,NC,6,6,50,1,0,2,10,0,0.923,0,0,0,-
최승민,좌익수,0.000,2022,71,NC,3,0,5,0,0,0,0,0,-,0,0,0,-
마티니,우익수,-0.015,2022,48,NC,15,12,102,0,0,19,1,0,1.000,0,0,0,-
김한별,2루수,-0.021,2022,80,NC,1,0,3 2/3,1,0,2,4,2,0.857,0,0,0,-
정진기,우익수,-0.021,2022,49,NC,14,1,34,0,0,3,0,0,1.000,0,0,0,-
박건우,우익수,-0.059,2022,44,NC,16,9,72 2/3,0,0,12,1,1,1.000,0,0,0,-
정진기,중견수,-0.066,2022,50,NC,13,4,51,0,0,12,0,0,1.000,0,0,0,-
정범모,포수,-0.080,2022,66,NC,4,1,17,0,0,20,0,0,1.000,0,4,0,0.0
김수윤,1루수,-0.088,2022,66,NC,4,2,23,1,0,15,1,3,0.941,0,0,0,-
이재용,포수,-0.104,2022,60,NC,7,0,15,1,0,13,1,1,0.933,0,0,1,100
천재환,우익수,-0.106,2022,52,NC,11,0,20,0,0,4,1,0,1.000,0,0,0,-
전민수,좌익수,-0.110,2022,71,NC,3,1,12,0,0,2,1,0,1.000,0,0,0,-
이명기,중견수,-0.120,2022,55,NC,10,7,59 1/3,0,0,12,0,0,1.000,0,0,0,-
박석민,1루수,-0.136,2022,66,NC,4,4,28,1,0,24,3,1,0.964,0,0,0,-
도태훈,1루수,-0.137,2022,20,NC,45,8,150 2/3,2,0,139,7,11,0.986,0,0,0,-
이명기,우익수,-0.141,2022,76,NC,2,2,12,0,0,4,0,0,1.000,0,0,0,-
김기환,좌익수,-0.157,2022,39,NC,20,8,90,1,0,18,1,0,0.950,0,0,0,-
서호철,3루수,-0.170,2022,23,NC,38,23,224 2/3,4,0,17,55,1,0.947,0,0,0,-
박대온,포수,-0.181,2022,15,NC,58,37,338 1/3,2,0,309,13,1,0.994,3,20,7,25.9
권희동,중견수,-0.196,2022,27,NC,31,29,211 1/3,1,0,52,0,0,0.981,0,0,0,-
노진혁,유격수,-0.218,2022,11,NC,60,53,441 1/3,8,0,77,125,25,0.962,0,0,0,-
박준영,유격수,-0.227,2022,36,NC,24,17,134,4,0,21,32,3,0.930,0,0,0,-
천재환,중견수,-0.301,2022,44,NC,16,2,43,0,0,9,0,0,1.000,0,0,0,-
박건우,중견수,-0.333,2022,5,NC,77,76,621,3,0,146,3,0,0.98,0,0,0,-
노진혁,3루수,-0.353,2022,12,NC,59,57,465 1/3,8,0,34,72,5,0.93,0,0,0,-
박준영,3루수,-0.451,2022,17,NC,53,40,369 1/3,9,0,34,75,7,0.924,0,0,0,-
최승민,중견수,-0.460,2022,30,NC,27,6,87,1,0,18,0,0,0.947,0,0,0,-
오영수,1루수,-0.569,2022,6,NC,76,63,553 2/3,4,0,486,40,50,0.992,0,0,0,-
