선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
김태군,포수,1.502,2021,4,NC,100,76,666,6,0,568,48,9,0.99,1,47,18,27.7
박민우,2루수,1.070,2021,14,NC,49,48,384,3,0,103,109,22,0.986,0,0,0,-
노진혁,유격수,0.580,2021,5,NC,65,61,503 2/3,5,0,84,136,29,0.978,0,0,0,-
최정원,2루수,0.498,2021,5,NC,65,56,451 1/3,7,0,92,133,19,0.97,0,0,0,-
알테어,중견수,0.471,2021,1,NC,134,129,1078 2/3,2,0,319,4,2,0.994,0,0,0,-
김주원,유격수,0.403,2021,13,NC,51,40,346 1/3,10,0,73,97,17,0.944,0,0,0,-
김주원,2루수,0.224,2021,34,NC,28,13,121 1/3,2,0,23,42,7,0.970,0,0,0,-
최승민,좌익수,0.209,2021,46,NC,15,3,43,0,0,14,0,0,1.000,0,0,0,-
지석훈,3루수,0.188,2021,66,NC,5,1,19,0,0,5,6,0,1.000,0,0,0,-
박준영,3루수,0.161,2021,5,NC,65,39,353 2/3,3,0,31,65,10,0.97,0,0,0,-
박석민,3루수,0.120,2021,16,NC,47,44,330 2/3,8,0,29,81,5,0.932,0,0,0,-
최정원,좌익수,0.118,2021,66,NC,5,1,15 2/3,0,0,7,0,0,1.000,0,0,0,-
이재율,좌익수,0.098,2021,59,NC,7,2,26,0,0,5,0,0,1.000,0,0,0,-
김기환,좌익수,0.077,2021,11,NC,55,37,318,2,0,73,1,0,0.974,0,0,0,-
지석훈,유격수,0.056,2021,52,NC,12,1,31,0,0,1,13,3,1.000,0,0,0,-
이재율,중견수,0.053,2021,66,NC,5,0,15,0,0,4,0,0,1.000,0,0,0,-
김준완,중견수,0.050,2021,56,NC,9,0,13,0,0,4,0,0,1.000,0,0,0,-
최정원,중견수,0.037,2021,71,NC,4,0,5,0,0,3,0,0,1.000,0,0,0,-
모창민,1루수,0.029,2021,74,NC,3,2,16,0,0,15,1,3,1.000,0,0,0,-
정현,3루수,0.025,2021,35,NC,25,9,104 2/3,1,0,5,16,1,0.955,0,0,0,-
권희동,우익수,0.022,2021,50,NC,14,10,83,1,0,14,0,0,0.933,0,0,0,-
김준완,좌익수,0.012,2021,80,NC,1,1,7,0,0,3,0,0,1.000,0,0,0,-
최우재,좌익수,0.011,2021,80,NC,1,0,2,0,0,1,0,0,1.000,0,0,0,-
박준영,유격수,0.006,2021,10,NC,59,38,343,6,0,62,90,21,0.962,0,0,0,-
최승민,중견수,0.001,2021,45,NC,16,4,55,0,0,20,0,0,1.000,0,0,0,-
정현,유격수,0.001,2021,76,NC,2,0,3,0,0,0,0,0,-,0,0,0,-
전민수,우익수,0.000,2021,71,NC,4,0,5,0,0,0,0,0,-,0,0,0,-
김기환,우익수,-0.001,2021,76,NC,2,0,2,0,0,0,0,0,-,0,0,0,-
강진성,우익수,-0.001,2021,80,NC,1,0,1,0,0,0,0,0,-,0,0,0,-
노진혁,1루수,-0.002,2021,80,NC,1,0,1,0,0,1,0,0,1.000,0,0,0,-
이원재,좌익수,-0.008,2021,80,NC,1,0,4,0,0,0,0,0,-,0,0,0,-
김준완,우익수,-0.009,2021,71,NC,4,0,10,0,0,4,0,0,1.000,0,0,0,-
도태훈,3루수,-0.047,2021,16,NC,47,14,144,2,0,13,25,3,0.95,0,0,0,-
정범모,포수,-0.063,2021,43,NC,19,3,53 2/3,0,0,45,1,0,1.000,0,2,0,0.0
도태훈,1루수,-0.065,2021,51,NC,13,1,37 1/3,0,0,34,2,1,1.000,0,0,0,-
정진기,중견수,-0.067,2021,46,NC,15,10,80,1,0,19,2,0,0.955,0,0,0,-
권희동,좌익수,-0.089,2021,33,NC,29,15,153 2/3,0,0,34,2,2,1.000,0,0,0,-
최보성,3루수,-0.099,2021,58,NC,8,3,34,2,0,3,6,1,0.818,0,0,0,-
정현,2루수,-0.106,2021,25,NC,37,20,199,3,0,46,56,12,0.971,0,0,0,-
도태훈,2루수,-0.127,2021,40,NC,21,1,40 1/3,2,0,14,15,6,0.935,0,0,0,-
정진기,우익수,-0.160,2021,30,NC,31,4,79,1,0,17,0,0,0.944,0,0,0,-
권희동,중견수,-0.208,2021,63,NC,6,3,23,0,0,4,0,0,1.000,0,0,0,-
지석훈,2루수,-0.215,2021,46,NC,15,7,64,1,0,10,20,1,0.968,0,0,0,-
노진혁,3루수,-0.247,2021,25,NC,37,35,277 2/3,3,0,26,44,3,0.959,0,0,0,-
양의지,포수,-0.249,2021,19,NC,45,38,302 1/3,3,1,252,20,4,0.989,3,15,8,34.8
정진기,좌익수,-0.268,2021,21,NC,43,29,240 1/3,0,0,52,2,0,1.0,0,0,0,-
이원재,1루수,-0.273,2021,37,NC,24,15,129,2,0,107,10,13,0.983,0,0,0,-
박대온,포수,-0.348,2021,23,NC,41,27,234 2/3,2,1,204,13,1,0.991,1,20,4,16.7
전민수,좌익수,-0.427,2021,40,NC,21,8,67,0,0,12,0,0,1.000,0,0,0,-
윤형준,1루수,-0.534,2021,35,NC,25,11,103,6,0,90,7,8,0.942,0,0,0,-
나성범,우익수,-1.017,2021,2,NC,131,130,1071 2/3,5,0,231,5,1,0.979,0,0,0,-
이명기,좌익수,-1.069,2021,14,NC,49,48,380,1,0,80,3,0,0.988,0,0,0,-
강진성,1루수,-1.958,2021,3,NC,120,115,970 1/3,13,0,839,56,67,0.986,0,0,0,-
김기환,중견수,,2021,80,NC,1,0,1,0,0,1,0,0,1.000,0,0,0,-
오태양,2루수,,2021,80,NC,1,0,1,0,0,1,0,0,1.000,0,0,0,-
도태훈,유격수,,2021,80,NC,1,0,2,0,0,1,1,0,1.000,0,0,0,-
오장한,우익수,,2021,80,NC,1,0,2,0,0,1,0,0,1.000,0,0,0,-
최정원,우익수,,2021,80,NC,1,0,1,0,0,0,0,0,-,0,0,0,-
박준영,2루수,,2021,80,NC,1,0,1,0,0,0,1,0,1.000,0,0,0,-
이재율,우익수,,2021,76,NC,2,0,2,0,0,1,0,0,1.000,0,0,0,-
