순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,박건우,NC,0.336,29,100,112,0.89,7,0.71,3.87,0.123,72.1,0.298
2,최승민,NC,0.324,0,10,6,1.67,0,0.00,3.18,0.000,3.1,0.227
3,마티니,NC,0.296,51,123,157,0.78,6,0.59,3.81,0.165,85.7,0.28
4,양의지,NC,0.283,44,105,163,0.64,12,1.25,3.63,0.197,78.9,0.291
5,노진혁,NC,0.280,39,88,97,0.91,8,0.43,3.93,0.174,62.4,0.273
6,손아섭,NC,0.277,37,198,128,1.55,4,0.78,3.90,0.089,72.2,0.248
7,전민수,NC,0.275,2,8,7,1.14,1,0.07,3.76,0.050,3.6,0.213
8,박민우,NC,0.267,27,123,111,1.11,4,0.76,3.92,0.092,53.5,0.248
9,이명기,NC,0.260,15,106,62,1.71,3,0.54,3.77,0.057,31.4,0.228
10,오영수,NC,0.238,16,65,56,1.16,5,0.38,3.80,0.121,25.6,0.229
11,권희동,NC,0.227,11,67,74,0.91,3,0.70,4.30,0.092,29.0,0.231
12,김주원,NC,0.223,22,52,71,0.73,4,0.34,3.88,0.165,38.3,0.246
13,김기환,NC,0.221,6,31,20,1.55,1,0.34,4.04,0.062,13.3,0.21
14,박준영,NC,0.216,13,49,61,0.80,1,0.50,4.39,0.106,21.9,0.219
15,도태훈,NC,0.216,9,46,43,1.07,1,0.57,3.74,0.094,12.7,0.204
16,윤형준,NC,0.209,2,14,18,0.78,0,0.05,3.51,0.060,3.7,0.172
17,서호철,NC,0.205,10,63,51,1.24,0,0.29,3.71,0.072,12.9,0.189
18,이재용,NC,0.200,1,1,1,1.00,0,0.50,3.83,0.600,1.0,0.35
19,정진기,NC,0.189,3,14,10,1.40,1,0.32,4.12,0.094,4.2,0.193
20,박대온,NC,0.181,5,32,36,0.89,1,0.00,3.36,0.055,3.4,0.145
21,박석민,NC,0.149,2,15,17,0.88,0,1.13,4.38,0.043,2.6,0.182
22,정범모,NC,0.143,0,4,1,4.00,0,0.00,3.00,0.000,0.0,0.1
22,천재환,NC,0.143,2,10,9,1.11,0,0.00,3.83,0.114,1.0,0.139
24,김응민,NC,0.134,2,26,21,1.24,0,0.25,3.49,0.060,1.4,0.135
25,김수윤,NC,0.118,2,4,4,1.00,1,0.14,3.61,0.235,1.1,0.163
26,김한별,NC,0.095,0,6,7,0.86,0,0.00,3.35,0.000,-1.0,0.067
27,김진호,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김태경,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
27,류진욱,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
27,오태양,NC,0.000,0,2,0,-,0,0.00,2.50,0.000,-0.2,0.113
27,원종현,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
27,이용준,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
27,이용찬,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
27,하준영,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
27,한재승,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
