선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
박민우,2루수,1.918,2020,3,NC,123,116,943 2/3,10,0,250,278,71,0.981,0,0,0,-
노진혁,유격수,1.516,2020,2,NC,125,115,955 2/3,8,0,174,274,56,0.982,0,0,0,-
양의지,포수,1.381,2020,7,NC,106,97,792,2,2,645,47,4,0.997,5,32,24,42.9
김태군,포수,0.855,2020,8,NC,75,34,335 1/3,3,0,297,19,4,0.991,2,16,8,33.3
지석훈,2루수,0.397,2020,34,NC,25,14,127,1,0,34,39,14,0.986,0,0,0,-
지석훈,유격수,0.299,2020,39,NC,23,8,88,1,0,19,24,4,0.977,0,0,0,-
김성욱,중견수,0.279,2020,32,NC,27,7,94,0,0,29,0,0,1.0,0,0,0,-
지석훈,3루수,0.170,2020,17,NC,50,13,165 2/3,3,0,17,45,5,0.954,0,0,0,-
최정원,좌익수,0.149,2020,59,NC,5,1,15,0,0,5,0,0,1.0,0,0,0,-
권희동,우익수,0.129,2020,12,NC,65,56,453 2/3,1,0,105,7,1,0.991,0,0,0,-
도태훈,3루수,0.115,2020,58,NC,7,3,30,0,0,1,6,0,1.0,0,0,0,-
노진혁,3루수,0.104,2020,44,NC,17,4,46 1/3,1,0,5,12,3,0.944,0,0,0,-
김준완,중견수,0.089,2020,47,NC,15,5,53,0,0,19,1,0,1.0,0,0,0,-
권희동,좌익수,0.078,2020,9,NC,69,31,321 2/3,1,0,73,2,0,0.987,0,0,0,-
김형준,포수,0.067,2020,23,NC,38,13,164 1/3,1,0,142,10,1,0.993,2,1,4,80.0
이재율,좌익수,0.063,2020,57,NC,8,1,13,0,0,4,0,0,1.0,0,0,0,-
이상호,2루수,0.050,2020,34,NC,25,4,79,0,0,18,23,9,1.0,0,0,0,-
김성욱,좌익수,0.040,2020,53,NC,12,2,30 2/3,0,0,13,0,0,1.0,0,0,0,-
강진성,좌익수,0.032,2020,59,NC,5,1,12,0,0,3,0,0,1.0,0,0,0,-
박준영,3루수,0.031,2020,71,NC,2,1,10,0,0,2,2,0,1.000,0,0,0,-
김기환,좌익수,0.026,2020,71,NC,2,0,5,0,0,1,0,0,1.000,0,0,0,-
이재율,중견수,0.024,2020,56,NC,10,0,18,0,0,8,0,0,1.0,0,0,0,-
이상호,1루수,0.021,2020,24,NC,37,1,67 2/3,1,0,75,3,5,0.987,0,0,0,-
이명기,중견수,0.015,2020,61,NC,4,2,19,0,0,8,0,0,1.000,0,0,0,-
도태훈,1루수,0.012,2020,71,NC,2,0,2,0,0,3,0,0,1.000,0,0,0,-
유영준,3루수,0.009,2020,66,NC,3,0,5,0,0,1,1,0,1.000,0,0,0,-
김준완,우익수,0.009,2020,38,NC,24,9,95 2/3,0,0,19,2,1,1.0,0,0,0,-
강진성,우익수,0.004,2020,61,NC,4,2,20 2/3,0,0,6,0,0,1.000,0,0,0,-
김준완,좌익수,0.003,2020,50,NC,13,2,27 1/3,0,0,8,1,0,1.0,0,0,0,-
이상호,유격수,0.002,2020,81,NC,1,0,2,0,0,0,0,0,-,0,0,0,-
노진혁,1루수,-0.002,2020,71,NC,2,0,3,0,0,3,0,0,1.000,0,0,0,-
최정원,중견수,-0.006,2020,61,NC,4,0,5,0,0,4,0,0,1.000,0,0,0,-
서호철,3루수,-0.009,2020,71,NC,2,1,10,0,0,1,2,0,1.000,0,0,0,-
유영준,2루수,-0.028,2020,71,NC,2,0,5,0,0,0,1,0,1.000,0,0,0,-
지석훈,1루수,-0.029,2020,81,NC,1,0,2,0,0,2,0,1,1.000,0,0,0,-
이원재,1루수,-0.031,2020,13,NC,61,30,282 1/3,1,0,237,17,20,0.996,0,0,0,-
윤수강,포수,-0.045,2020,66,NC,3,0,5,0,0,3,0,0,1.000,1,0,0,-
이상호,3루수,-0.071,2020,33,NC,26,4,57 2/3,0,0,3,7,1,1.0,0,0,0,-
모창민,1루수,-0.080,2020,27,NC,30,18,146 2/3,2,0,121,11,14,0.985,0,0,0,-
권희동,중견수,-0.080,2020,71,NC,2,1,9,0,0,3,0,0,1.000,0,0,0,-
최정원,3루수,-0.098,2020,71,NC,2,1,7,1,0,1,0,0,0.500,0,0,0,-
최정원,2루수,-0.165,2020,34,NC,25,4,73,1,0,12,19,2,0.969,0,0,0,-
김성욱,우익수,-0.186,2020,11,NC,67,32,347,0,0,76,3,1,1.0,0,0,0,-
김찬형,3루수,-0.202,2020,53,NC,12,2,33 2/3,4,0,2,7,0,0.692,0,0,0,-
나성범,우익수,-0.217,2020,17,NC,50,45,379 2/3,0,0,87,2,1,1.0,0,0,0,-
박준영,유격수,-0.348,2020,34,NC,25,8,94,2,0,11,16,4,0.931,0,0,0,-
김찬형,유격수,-0.435,2020,22,NC,40,13,157,6,0,31,45,12,0.927,0,0,0,-
강진성,1루수,-0.437,2020,5,NC,111,95,793,4,0,647,46,70,0.994,0,0,0,-
이명기,좌익수,-0.478,2020,4,NC,114,105,856,1,0,178,6,0,0.995,0,0,0,-
박석민,3루수,-1.024,2020,6,NC,109,103,825 2/3,14,0,76,139,17,0.939,0,0,0,-
알테어,중견수,-1.148,2020,1,NC,131,129,1094 2/3,2,0,326,3,1,0.994,0,0,0,-
박시원,중견수,,2020,81,NC,1,0,1,0,0,0,0,0,-,0,0,0,-
김성욱,3루수,,2020,81,NC,1,0,2/3,0,0,0,0,0,-,0,0,0,-
이원재,좌익수,,2020,81,NC,1,0,1,0,0,0,0,0,-,0,0,0,-
모창민,3루수,,2020,81,NC,1,0,1,0,0,0,0,0,-,0,0,0,-
김찬형,2루수,,2020,61,NC,4,0,5,0,0,0,1,0,1.000,0,0,0,-
도태훈,2루수,,2020,71,NC,2,0,3,0,0,0,0,0,-,0,0,0,-
