순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,박민우,NC,104,25,21,4,84.0,9,1
2,김기환,NC,73,16,14,2,87.5,1,3
3,마티니,NC,139,16,12,4,75.0,5,0
4,김주원,NC,96,13,10,3,76.9,2,1
5,박준영,NC,75,9,7,2,77.8,2,0
5,손아섭,NC,138,10,7,3,70.0,6,0
7,최승민,NC,44,9,6,3,66.7,1,0
8,이명기,NC,94,9,5,4,55.6,5,0
9,박건우,NC,111,6,3,3,50.0,4,0
9,서호철,NC,89,4,3,1,75.0,1,0
9,양의지,NC,130,4,3,1,75.0,7,0
12,권희동,NC,82,3,2,1,66.7,1,0
12,노진혁,NC,115,2,2,0,100,5,0
12,오태양,NC,15,4,2,2,50.0,0,0
15,윤형준,NC,35,1,1,0,100,1,0
15,정진기,NC,39,1,1,0,100,0,1
15,천재환,NC,29,1,1,0,100,0,0
18,김수윤,NC,10,0,0,0,-,0,0
18,김응민,NC,34,0,0,0,-,0,0
18,김진호,NC,1,0,0,0,-,0,0
18,김태경,NC,2,0,0,0,-,0,0
18,김한별,NC,24,1,0,1,0.0,0,0
18,도태훈,NC,91,0,0,0,-,2,1
18,류진욱,NC,1,0,0,0,-,0,0
18,박대온,NC,59,0,0,0,-,2,0
18,박석민,NC,16,0,0,0,-,0,0
18,오영수,NC,83,5,0,5,0.0,1,0
18,원종현,NC,1,0,0,0,-,0,0
18,이용준,NC,1,0,0,0,-,0,0
18,이용찬,NC,4,0,0,0,-,0,0
18,이재용,NC,8,0,0,0,-,0,0
18,전민수,NC,20,0,0,0,-,1,0
18,정범모,NC,5,0,0,0,-,0,0
18,하준영,NC,1,0,0,0,-,0,0
18,한재승,NC,1,0,0,0,-,0,0
