순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,박민우,NC,125,25,18,7,72.0,5,0
2,이명기,NC,139,18,14,4,77.8,5,1
3,김태진,NC,123,16,12,4,75.0,6,2
4,이상호,NC,102,15,10,5,66.7,4,1
5,김성욱,NC,116,10,6,4,60.0,2,0
5,최승민,NC,24,8,6,2,75.0,0,0
7,양의지,NC,118,7,4,3,57.1,2,1
8,권희동,NC,116,3,3,0,100,2,0
8,김찬형,NC,76,7,3,4,42.9,3,0
8,모창민,NC,101,5,3,2,60.0,1,0
8,스몰린스키,NC,55,4,3,1,75.0,2,0
12,강진성,NC,41,3,2,1,66.7,0,0
12,나성범,NC,23,3,2,1,66.7,4,0
14,박석민,NC,112,3,1,2,33.3,4,1
14,베탄코트,NC,53,2,1,1,50.0,1,0
14,손시헌,NC,68,3,1,2,33.3,1,1
14,이원재,NC,94,3,1,2,33.3,4,0
14,정범모,NC,25,2,1,1,50.0,0,0
19,강윤구,NC,1,0,0,0,-,0,0
19,김건태,NC,1,0,0,0,-,0,0
19,김영규,NC,1,0,0,0,-,0,0
19,김준완,NC,8,0,0,0,-,0,1
19,김진성,NC,3,0,0,0,-,0,0
19,김진형,NC,11,0,0,0,-,0,0
19,김철호,NC,2,0,0,0,-,0,0
19,김태군,NC,18,0,0,0,-,0,0
19,김형준,NC,55,0,0,0,-,3,0
19,노진혁,NC,110,1,0,1,0.0,2,0
19,민태호,NC,1,0,0,0,-,0,0
19,박헌욱,NC,6,0,0,0,-,0,0
19,배재환,NC,2,0,0,0,-,0,0
19,오영수,NC,3,0,0,0,-,0,0
19,원종현,NC,6,0,0,0,-,0,0
19,유영준,NC,3,0,0,0,-,0,0
19,유원상,NC,3,0,0,0,-,0,0
19,윤수강,NC,2,0,0,0,-,0,0
19,윤지웅,NC,1,0,0,0,-,0,0
19,이우석,NC,1,0,0,0,-,0,0
19,이인혁,NC,6,0,0,0,-,0,0
19,전사민,NC,1,0,0,0,-,0,0
19,지석훈,NC,76,1,0,1,0.0,5,0
19,최성영,NC,1,0,0,0,-,0,0
19,홍성무,NC,2,0,0,0,-,0,0
