순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,이원재,NC,0.500,2,1,0,0,0,0,0,0,0,0,1번
2,박민우,NC,0.336,295,99,16,4,1,29,29,3,24,8,1번
3,김준완,NC,0.333,3,1,0,0,0,1,0,0,0,0,1번
4,노진혁,NC,0.300,10,3,2,0,0,2,0,0,2,0,1번
5,이상호,NC,0.281,135,38,4,0,0,4,2,1,10,3,1번
6,이명기,NC,0.257,226,58,7,1,0,10,20,2,31,8,1번
7,권희동,NC,0.250,4,1,0,0,0,1,0,0,1,0,1번
7,손시헌,NC,0.250,4,1,0,0,0,0,0,0,2,0,1번
7,최승민,NC,0.250,4,1,0,0,0,0,0,0,1,0,1번
10,김태진,NC,0.247,85,21,2,1,0,9,2,0,16,0,1번
11,지석훈,NC,0.167,6,1,1,0,0,0,1,0,0,0,1번
12,강진성,NC,0.000,1,0,0,0,0,0,0,0,1,0,1번
12,김성욱,NC,0.000,1,0,0,0,0,0,0,0,1,0,1번
12,김찬형,NC,-,0,0,0,0,0,1,0,0,0,0,1번
12,김철호,NC,0.000,1,0,0,0,0,0,0,0,0,0,1번
12,김형준,NC,0.000,1,0,0,0,0,0,0,0,0,0,1번
12,유영준,NC,0.000,1,0,0,0,0,0,0,0,0,0,1번
12,정범모,NC,0.000,1,0,0,0,0,0,0,0,0,0,1번
1,이인혁,NC,1.0,1,1,0,0,0,0,0,0,0,0,2번
2,박석민,NC,0.5,2,1,0,0,0,0,0,0,0,0,2번
2,이원재,NC,0.5,2,1,0,0,0,2,0,0,1,0,2번
4,손시헌,NC,0.429,7,3,1,0,1,5,0,0,0,0,2번
5,나성범,NC,0.391,23,9,3,0,3,8,6,0,4,0,2번
6,박민우,NC,0.372,43,16,4,1,0,2,4,0,5,1,2번
7,지석훈,NC,0.35,20,7,2,0,0,0,0,0,4,1,2번
8,강진성,NC,0.333,6,2,0,0,0,0,0,1,3,0,2번
9,이명기,NC,0.323,158,51,6,1,1,11,16,1,18,4,2번
10,모창민,NC,0.313,16,5,2,0,0,0,0,0,4,0,2번
11,이상호,NC,0.294,34,10,2,0,0,2,3,0,3,2,2번
12,김태진,NC,0.29,162,47,4,2,1,18,7,0,22,0,2번
13,김성욱,NC,0.25,12,3,0,0,0,0,0,0,5,0,2번
13,베탄코트,NC,0.25,4,1,0,0,0,0,1,0,1,0,2번
15,권희동,NC,0.245,49,12,3,0,3,8,4,1,4,0,2번
16,노진혁,NC,0.164,73,12,4,0,2,6,5,1,16,0,2번
17,김준완,NC,0.143,7,1,0,0,0,0,2,0,2,0,2번
18,김진형,NC,0.0,1,0,0,0,0,0,0,0,0,0,2번
18,김찬형,NC,0.0,4,0,0,0,0,0,0,0,2,0,2번
18,김철호,NC,0.0,1,0,0,0,0,0,0,0,0,0,2번
