선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
오지환,유격수,3.732,2019,1,LG,134,131,1101,12,0,214,402,100,0.981,0,0,0,-
유강남,포수,1.313,2019,2,LG,128,115,968 1/3,7,0,757,61,9,0.992,5,84,25,22.9
정주현,2루수,1.023,2019,2,LG,128,124,972,13,0,209,307,77,0.975,0,0,0,-
이형종,우익수,0.955,2019,19,LG,37,30,268,0,0,85,5,1,1.0,0,0,0,-
이성우,포수,0.701,2019,13,LG,53,19,210,3,0,143,16,0,0.981,0,23,8,25.8
조셉,1루수,0.367,2019,15,LG,45,44,357,4,0,352,33,36,0.99,0,0,0,-
김용의,1루수,0.317,2019,8,LG,96,40,481,5,0,452,41,37,0.99,0,0,0,-
윤진호,2루수,0.271,2019,14,LG,51,0,101,0,0,25,41,11,1.0,0,0,0,-
이형종,중견수,0.219,2019,29,LG,28,21,170 1/3,0,0,53,0,0,1.0,0,0,0,-
윤진호,3루수,0.177,2019,18,LG,39,2,100,1,0,4,21,2,0.962,0,0,0,-
전준호,포수,0.174,2019,44,LG,8,2,24,0,0,20,0,0,1.000,0,0,0,-
구본혁,유격수,0.170,2019,31,LG,25,9,111,1,0,13,47,6,0.984,0,0,0,-
김민성,3루수,0.165,2019,7,LG,105,104,841 2/3,6,0,61,177,12,0.975,0,0,0,-
페게로,좌익수,0.117,2019,72,LG,2,2,12,0,0,4,0,0,1.000,0,0,0,-
박용택,좌익수,0.078,2019,64,LG,3,3,24 2/3,0,0,4,0,0,1.000,0,0,0,-
백승현,유격수,0.056,2019,57,LG,5,2,22,0,0,4,8,1,1.000,0,0,0,-
백승현,2루수,0.056,2019,61,LG,4,3,21,0,0,8,6,1,1.000,0,0,0,-
양종민,1루수,0.041,2019,64,LG,3,3,20,0,0,17,4,1,1.000,0,0,0,-
신민재,3루수,0.039,2019,72,LG,2,0,3,0,0,1,1,0,1.000,0,0,0,-
홍창기,우익수,0.037,2019,49,LG,7,1,20,0,0,6,0,0,1.000,0,0,0,-
전민수,우익수,0.030,2019,39,LG,16,5,66,0,0,19,2,0,1.000,0,0,0,-
홍창기,좌익수,0.009,2019,49,LG,7,0,17,0,0,5,1,0,1.000,0,0,0,-
김재성,포수,0.006,2019,64,LG,3,2,17,0,0,16,2,1,1.000,0,1,1,50.0
김재율,3루수,0.005,2019,61,LG,4,4,19,0,0,1,6,0,1.000,0,0,0,-
양종민,3루수,0.000,2019,40,LG,13,11,92 2/3,4,0,5,22,0,0.871,0,0,0,-
이형종,1루수,-0.002,2019,72,LG,2,0,3,0,0,1,0,1,1.000,0,0,0,-
홍창기,중견수,-0.011,2019,54,LG,6,1,15,0,0,1,0,0,1.000,0,0,0,-
페게로,우익수,-0.023,2019,44,LG,8,3,32,0,0,6,1,1,1.000,0,0,0,-
박지규,3루수,-0.028,2019,64,LG,3,1,10,0,0,1,0,1,1.000,0,0,0,-
정상호,포수,-0.046,2019,34,LG,21,6,64,0,0,47,4,0,1.000,2,7,0,0.0
구본혁,2루수,-0.053,2019,49,LG,7,0,14 1/3,0,0,4,5,1,1.000,0,0,0,-
양종민,2루수,-0.058,2019,72,LG,2,0,7,0,0,0,1,0,1.000,0,0,0,-
구본혁,3루수,-0.066,2019,20,LG,32,16,148,0,0,7,26,3,1.0,0,0,0,-
신민재,중견수,-0.070,2019,31,LG,25,1,53 1/3,0,0,18,0,0,1.000,0,0,0,-
전민수,중견수,-0.078,2019,64,LG,3,0,4,0,0,1,0,0,1.000,0,0,0,-
신민재,2루수,-0.081,2019,20,LG,32,13,133,0,0,37,45,13,1.0,0,0,0,-
이천웅,우익수,-0.088,2019,61,LG,4,0,9,0,0,3,0,0,1.000,0,0,0,-
류형우,1루수,-0.092,2019,64,LG,3,3,18,0,0,16,1,2,1.000,0,0,0,-
서상우,1루수,-0.092,2019,72,LG,2,0,6,0,0,5,0,0,1.000,0,0,0,-
이천웅,좌익수,-0.097,2019,54,LG,6,3,21 2/3,0,0,5,0,0,1.000,0,0,0,-
김현수,1루수,-0.108,2019,26,LG,29,28,209 1/3,1,0,225,20,27,0.996,0,0,0,-
박지규,2루수,-0.114,2019,44,LG,8,4,35,1,0,10,5,0,0.938,0,0,0,-
김용의,3루수,-0.119,2019,43,LG,9,1,24,0,0,2,7,2,1.000,0,0,0,-
백승현,3루수,-0.137,2019,57,LG,5,5,34,1,0,2,7,0,0.900,0,0,0,-
윤진호,유격수,-0.143,2019,34,LG,21,2,49 1/3,1,0,11,9,3,0.952,0,0,0,-
류형우,3루수,-0.155,2019,49,LG,7,0,11,0,0,1,0,0,1.000,0,0,0,-
채은성,우익수,-0.319,2019,6,LG,109,105,886 1/3,2,0,187,5,2,0.99,0,0,0,-
이형종,좌익수,-0.379,2019,16,LG,43,40,315,2,0,62,2,0,0.97,0,0,0,-
전민수,좌익수,-0.523,2019,34,LG,21,2,61,0,0,17,1,0,1.000,0,0,0,-
페게로,1루수,-0.574,2019,30,LG,26,26,189,6,0,169,15,17,0.968,0,0,0,-
