선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
오지환,유격수,3.116,2020,1,LG,141,136,1142,15,0,184,405,100,0.975,0,0,0,-
홍창기,중견수,0.799,2020,8,LG,82,67,574 2/3,2,0,170,4,1,0.989,0,0,0,-
양석환,1루수,0.277,2020,39,LG,19,16,128 2/3,0,0,121,13,16,1.000,0,0,0,-
홍창기,좌익수,0.206,2020,21,LG,41,13,157 2/3,0,0,42,1,0,1.000,0,0,0,-
김용의,1루수,0.205,2020,11,LG,73,5,184 2/3,0,0,174,21,19,1.000,0,0,0,-
장준원,3루수,0.163,2020,24,LG,35,17,157,0,0,11,24,4,1.000,0,0,0,-
김용의,3루수,0.153,2020,47,LG,9,0,14 2/3,0,0,1,7,1,1.000,0,0,0,-
구본혁,2루수,0.124,2020,18,LG,47,1,107,0,0,13,38,10,1.000,0,0,0,-
정주현,2루수,0.110,2020,3,LG,127,111,896,10,0,211,321,90,0.982,0,0,0,-
이천웅,우익수,0.105,2020,52,LG,5,3,32 2/3,0,0,9,0,0,1.000,0,0,0,-
장준원,유격수,0.095,2020,47,LG,9,0,16,0,0,1,6,0,1.000,0,0,0,-
이형종,중견수,0.085,2020,69,LG,2,2,17,0,0,6,0,0,1.000,0,0,0,-
최재원,중견수,0.069,2020,62,LG,3,0,5,0,0,4,0,0,1.000,0,0,0,-
신민재,2루수,0.065,2020,45,LG,11,1,20,0,0,5,4,2,1.000,0,0,0,-
김용의,2루수,0.064,2020,54,LG,4,0,4 2/3,0,0,0,4,0,1.000,0,0,0,-
구본혁,유격수,0.061,2020,20,LG,42,7,116 2/3,2,0,21,37,5,0.967,0,0,0,-
이형종,좌익수,0.052,2020,29,LG,30,25,211,4,0,45,1,0,0.920,0,0,0,-
한석현,우익수,0.049,2020,54,LG,4,0,7 1/3,0,0,2,0,0,1.000,0,0,0,-
신민재,중견수,0.025,2020,28,LG,31,2,70,0,0,23,0,0,1.000,0,0,0,-
장준원,1루수,0.021,2020,75,LG,1,1,7,0,0,7,0,2,1.000,0,0,0,-
백승현,3루수,0.003,2020,39,LG,19,10,97,1,0,6,23,3,0.967,0,0,0,-
손호영,1루수,0.002,2020,62,LG,3,0,4 1/3,0,0,4,0,0,1.000,0,0,0,-
김호은,좌익수,-0.002,2020,49,LG,6,1,16,0,0,3,0,0,1.000,0,0,0,-
