선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
오지환,유격수,2.706,2021,1,LG,132,129,1060 2/3,13,0,175,359,90,0.976,0,0,0,-
김민성,3루수,1.198,2021,4,LG,117,107,854,7,0,54,176,22,0.97,0,0,0,-
유강남,포수,0.678,2021,3,LG,129,117,961,3,1,829,66,7,0.997,9,77,23,23.0
김용의,1루수,0.613,2021,8,LG,79,3,155 2/3,1,0,153,15,18,0.994,0,0,0,-
서건창,2루수,0.508,2021,2,LG,131,127,1038 1/3,8,0,253,307,82,0.986,0,0,0,-
홍창기,우익수,0.238,2021,28,LG,31,23,206 2/3,0,0,46,1,0,1.0,0,0,0,-
문성주,중견수,0.211,2021,66,LG,5,4,34,0,0,14,0,0,1.000,0,0,0,-
정주현,2루수,0.204,2021,9,LG,72,67,505,12,0,110,188,44,0.961,0,0,0,-
구본혁,유격수,0.202,2021,20,LG,44,6,113 1/3,1,0,17,48,13,0.985,0,0,0,-
이상호,3루수,0.200,2021,51,LG,12,3,50,0,0,3,11,1,1.000,0,0,0,-
구본혁,3루수,0.163,2021,23,LG,35,1,62 2/3,0,0,6,15,2,1.0,0,0,0,-
이주형,1루수,0.144,2021,70,LG,4,3,22,0,0,24,1,2,1.000,0,0,0,-
문성주,우익수,0.132,2021,61,LG,6,5,30,0,0,8,0,0,1.000,0,0,0,-
문보경,1루수,0.130,2021,14,LG,61,48,390 2/3,2,0,403,38,45,0.995,0,0,0,-
홍창기,좌익수,0.128,2021,54,LG,8,1,20,0,0,7,0,0,1.000,0,0,0,-
문보경,3루수,0.114,2021,17,LG,54,31,270 2/3,3,0,25,65,2,0.968,0,0,0,-
이재원,좌익수,0.089,2021,40,LG,20,18,140,0,0,30,2,0,1.000,0,0,0,-
이영빈,1루수,0.079,2021,31,LG,26,20,162 1/3,2,0,157,12,11,0.988,0,0,0,-
이재원,중견수,0.076,2021,77,LG,2,1,9,0,0,5,0,0,1.000,0,0,0,-
이재원,우익수,0.071,2021,23,LG,35,22,217,0,0,49,1,0,1.0,0,0,0,-
이천웅,좌익수,0.056,2021,31,LG,26,12,139 1/3,0,0,29,0,0,1.000,0,0,0,-
이성우,포수,0.055,2021,27,LG,34,11,112 2/3,1,0,101,5,1,0.991,1,8,1,11.1
김호은,1루수,0.021,2021,77,LG,2,1,9,0,0,9,2,1,1.000,0,0,0,-
김용의,중견수,0.015,2021,90,LG,1,0,2,0,0,1,0,0,1.000,0,0,0,-
신민재,중견수,0.005,2021,54,LG,8,0,17,0,0,4,0,0,1.000,0,0,0,-
문보경,2루수,0.002,2021,90,LG,1,0,3,0,0,0,0,0,-,0,0,0,-
김민성,유격수,0.002,2021,77,LG,2,0,2,0,0,0,0,0,-,0,0,0,-
신민재,유격수,0.002,2021,90,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
신민재,좌익수,0.001,2021,77,LG,2,0,6,0,0,1,0,0,1.000,0,0,0,-
최민창,중견수,0.000,2021,77,LG,2,0,3,0,0,0,0,0,-,0,0,0,-
이형종,중견수,0.000,2021,90,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
신민재,우익수,-0.001,2021,90,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
이상호,2루수,-0.003,2021,31,LG,26,8,97,0,0,21,33,8,1.000,0,0,0,-
신민재,2루수,-0.003,2021,52,LG,11,4,39,1,0,8,14,2,0.957,0,0,0,-
김현수,1루수,-0.007,2021,66,LG,5,2,15 2/3,0,0,19,1,1,1.000,0,0,0,-
김용의,좌익수,-0.010,2021,90,LG,1,0,2,0,0,0,0,0,-,0,0,0,-
한석현,좌익수,-0.011,2021,54,LG,8,5,41,0,0,5,0,0,1.000,0,0,0,-
김민성,2루수,-0.012,2021,73,LG,3,0,5 2/3,0,0,2,3,0,1.000,0,0,0,-
안익훈,좌익수,-0.035,2021,54,LG,8,0,11,0,0,2,0,0,1.000,0,0,0,-
이주형,중견수,-0.038,2021,90,LG,1,0,3,0,0,0,0,0,-,0,0,0,-
이영빈,3루수,-0.039,2021,77,LG,2,0,2,0,0,1,0,0,1.000,0,0,0,-
장준원,3루수,-0.042,2021,77,LG,2,0,5,1,0,0,1,0,0.500,0,0,0,-
한석현,우익수,-0.044,2021,77,LG,2,1,9,0,0,1,0,0,1.000,0,0,0,-
한석현,중견수,-0.051,2021,77,LG,2,1,8,1,0,1,0,0,0.500,0,0,0,-
이상호,유격수,-0.053,2021,90,LG,1,1,7,0,0,1,2,0,1.000,0,0,0,-
이영빈,유격수,-0.057,2021,44,LG,18,7,62 2/3,2,0,5,22,6,0.931,0,0,0,-
문성주,좌익수,-0.059,2021,36,LG,23,11,117,1,0,26,0,0,0.963,0,0,0,-
손호영,3루수,-0.072,2021,77,LG,2,1,9,1,0,0,0,0,0.000,0,0,0,-
안익훈,중견수,-0.085,2021,38,LG,22,0,38,0,0,7,0,0,1.000,0,0,0,-
손호영,유격수,-0.090,2021,61,LG,6,1,22 2/3,1,0,4,8,0,0.923,0,0,0,-
이영빈,2루수,-0.140,2021,40,LG,20,7,69,3,0,13,23,6,0.923,0,0,0,-
안익훈,우익수,-0.144,2021,40,LG,20,0,33,0,0,2,0,0,1.000,0,0,0,-
구본혁,2루수,-0.149,2021,15,LG,55,0,89,1,0,23,19,7,0.977,0,0,0,-
김재성,포수,-0.179,2021,15,LG,55,16,198 2/3,1,0,162,13,1,0.994,2,13,5,27.8
이상호,1루수,-0.191,2021,70,LG,4,3,26,2,0,23,1,3,0.923,0,0,0,-
라모스,1루수,-0.246,2021,22,LG,37,37,287,4,0,286,24,35,0.987,0,0,0,-
김주성,3루수,-0.258,2021,77,LG,2,1,12,2,0,1,0,0,0.333,0,0,0,-
이형종,좌익수,-0.280,2021,35,LG,24,21,178 1/3,1,0,37,2,0,0.975,0,0,0,-
보어,1루수,-0.284,2021,30,LG,28,27,200,3,0,182,12,21,0.985,0,0,0,-
이천웅,중견수,-0.289,2021,21,LG,42,30,266 1/3,0,0,60,1,1,1.0,0,0,0,-
이형종,우익수,-0.304,2021,43,LG,19,14,126 1/3,1,0,22,1,0,0.958,0,0,0,-
김현수,좌익수,-0.551,2021,7,LG,80,76,615 2/3,0,0,112,1,0,1.0,0,0,0,-
채은성,우익수,-0.654,2021,6,LG,84,79,641 1/3,1,0,147,4,1,0.993,0,0,0,-
홍창기,중견수,-0.942,2021,5,LG,116,108,891,2,0,194,3,1,0.99,0,0,0,-
채은성,1루수,,2021,90,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
이형종,1루수,,2021,90,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
김용의,3루수,,2021,61,LG,6,0,7,0,0,1,0,0,1.000,0,0,0,-
김주성,유격수,,2021,90,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
최민창,우익수,,2021,90,LG,1,0,2,0,0,1,0,0,1.000,0,0,0,-
김용의,우익수,,2021,66,LG,5,0,5,0,0,0,0,0,-,0,0,0,-
이주형,우익수,,2021,90,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
이상호,좌익수,,2021,90,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
최민창,좌익수,,2021,90,LG,1,0,1,0,0,0,0,0,-,0,0,0,-
장준원,유격수,,2021,77,LG,2,0,2,0,0,1,1,0,1.000,0,0,0,-
김용의,2루수,,2021,90,LG,1,0,1,0,0,0,1,0,1.000,0,0,0,-
장준원,1루수,,2021,90,LG,1,0,2,0,0,2,0,0,1.000,0,0,0,-
