순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,안익훈,LG,0.364,11,4,0,0,0,1,0,0,1,0,1번
2,홍창기,LG,0.331,495,164,32,2,1,62,83,19,78,6,1번
3,박해민,LG,0.189,37,7,0,0,1,5,2,0,7,0,1번
4,이재원,LG,0.167,6,1,0,0,0,0,0,0,2,0,1번
5,서건창,LG,0.118,17,2,1,0,0,1,1,0,3,1,1번
6,김범석,LG,0.0,2,0,0,0,0,0,0,0,0,0,1번
6,김주성,LG,0.0,1,0,0,0,0,0,0,0,0,0,1번
6,손호영,LG,0.0,3,0,0,0,0,0,0,0,1,2,1번
6,오지환,LG,0.0,1,0,0,0,0,0,0,0,1,0,1번
6,최승민,LG,0.0,1,0,0,0,0,0,0,0,1,0,1번
1,박동원,LG,0.333,3,1,0,0,0,1,0,0,1,0,2번
1,안익훈,LG,0.333,6,2,1,0,0,0,0,0,0,0,2번
3,박해민,LG,0.316,95,30,4,0,1,11,9,0,11,2,2번
4,문성주,LG,0.297,303,90,11,2,2,30,41,5,27,7,2번
5,이재원,LG,0.286,7,2,0,0,0,1,0,0,3,0,2번
5,홍창기,LG,0.286,7,2,1,0,0,0,1,0,1,0,2번
7,신민재,LG,0.245,143,35,3,2,0,17,13,0,18,3,2번
8,김민성,LG,0.000,1,0,0,0,0,0,1,0,1,0,2번
8,문보경,LG,0.000,3,0,0,0,0,0,0,0,0,0,2번
8,서건창,LG,0.000,4,0,0,0,0,0,0,0,1,0,2번
8,정주현,LG,-,0,0,0,0,0,0,0,0,0,0,2번
8,최승민,LG,0.000,4,0,0,0,0,0,0,0,1,0,2번
8,허도환,LG,-,0,0,0,0,0,0,0,0,0,0,2번
1,문성주,LG,0.357,14,5,2,0,0,2,2,2,0,0,3번
2,손호영,LG,0.333,3,1,0,0,0,1,0,0,0,2,3번
3,김현수,LG,0.298,456,136,21,2,6,85,54,1,49,9,3번
4,오지환,LG,0.28,25,7,4,0,0,5,6,1,7,0,3번
5,서건창,LG,0.25,4,1,0,0,0,0,0,0,1,0,3번
