순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,문보경,LG,0.315,34,124,105,1.18,7,0.84,3.73,0.135,69.7,0.285
2,문성주,LG,0.303,24,116,77,1.51,3,1.42,3.81,0.119,53.0,0.286
3,채은성,LG,0.296,40,115,137,0.84,11,0.31,3.71,0.141,69.8,0.269
4,박해민,LG,0.289,31,158,168,0.94,9,0.52,4.01,0.079,78.4,0.248
5,김현수,LG,0.286,50,145,170,0.85,17,1.15,3.76,0.187,93.6,0.287
6,홍창기,LG,0.286,24,154,88,1.75,8,0.79,4.10,0.069,66.7,0.264
7,오지환,LG,0.269,45,135,122,1.11,11,0.58,4.07,0.200,84.1,0.278
8,이형종,LG,0.264,3,13,19,0.68,1,0.50,3.81,0.057,7.3,0.226
9,손호영,LG,0.257,5,22,20,1.10,1,0.43,3.73,0.176,9.1,0.247
10,유강남,LG,0.255,24,102,112,0.91,4,0.35,3.93,0.096,48.2,0.234
11,이상호,LG,0.250,2,31,17,1.82,1,0.67,3.51,0.028,5.5,0.204
12,허도환,LG,0.247,6,24,14,1.71,0,0.08,3.97,0.094,7.3,0.212
13,송찬의,LG,0.236,7,11,21,0.52,0,0.08,3.82,0.181,9.2,0.231
14,이재원,LG,0.224,23,44,52,0.85,2,0.23,3.72,0.229,33.0,0.255
15,서건창,LG,0.224,13,58,69,0.84,1,0.45,3.99,0.082,20.7,0.211
16,김기연,LG,0.222,0,2,2,1.00,0,0.00,3.89,0.000,0.3,0.155
16,한석현,LG,0.222,0,2,2,1.00,0,0.00,3.40,0.000,0.1,0.155
18,김민성,LG,0.207,7,40,45,0.89,1,0.37,3.76,0.093,11.1,0.198
19,가르시아,LG,0.206,11,24,44,0.55,3,0.48,4.34,0.147,15.3,0.227
20,이천웅,LG,0.200,0,7,6,1.17,0,1.00,3.52,0.000,1.6,0.187
20,최민창,LG,0.200,0,3,0,-,0,0.00,3.20,0.000,0.1,0.14
22,이영빈,LG,0.184,4,18,19,0.95,0,0.28,3.46,0.079,4.1,0.18
23,루이즈,LG,0.155,6,36,23,1.57,1,0.69,3.69,0.107,4.1,0.171
24,고우석,LG,0.000,0,1,0,-,0,-,4.00,0.000,-0.1,0.0
24,김진성,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,김호은,LG,0.000,0,1,0,-,0,0.00,4.00,0.000,-0.2,0.0
24,박용택,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,박재욱,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,배재준,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,백승현,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,송승기,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,송은범,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,신민재,LG,0.000,0,2,1,2.00,0,-,4.33,0.000,-0.6,0.0
24,안익훈,LG,0.000,0,1,2,0.50,0,-,5.25,0.000,0.1,0.113
24,정우영,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,진해수,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,채원후,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,최동환,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,최성훈,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,함덕주,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,허준혁,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
